"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2021-22","629","Clarke County","SCHOOL_ALL","SCHOOL_ALL","World History","165","165","95"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","ALL Subjects","158","206","22"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Biology","10","10","2"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Calculus A","14","14","1"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Chemistry","TFS","TFS","TFS"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Eng. Language & Comp","27","27","5"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Environmental Science","18","18","2"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Geography: Human","59","59","4"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Gov. & Pol. U.S.","15","15","1"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Psychology","16","16",""
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Spanish Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","Statistics","TFS","TFS","TFS"
"2021-22","631","Clayton County","0104","Mundy's Mill High School","U.S. History","23","23","2"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","ALL Subjects","119","201","97"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Chemistry","28","28","4"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Computer Science A","TFS","TFS","TFS"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Economics: Micro","13","13","6"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Eng. Language & Comp","20","20","13"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Environmental Science","42","42","14"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Psychology","TFS","TFS","TFS"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","Statistics","11","11","3"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","U.S. History","40","40","22"
"2021-22","631","Clayton County","0114","Elite Scholars Academy School","World History","29","29","24"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","ALL Subjects","174","245","28"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Biology","41","41","1"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Calculus A","15","15",""
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Chemistry","26","26",""
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Economics: Macro","TFS","TFS","TFS"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Eng. Language & Comp","22","22","5"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Eng. Literature & Comp","22","22","2"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Geography: Human","TFS","TFS","TFS"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Gov. & Pol. U.S.","33","33","13"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","Physics 1","16","16",""
"2021-22","631","Clayton County","0115","Charles R. Drew High School","U.S. History","36","36","3"
"2021-22","631","Clayton County","0115","Charles R. Drew High School","World History","19","19","3"
"2021-22","631","Clayton County","0190","Lovejoy High School","ALL Subjects","460","611","41"
"2021-22","631","Clayton County","0190","Lovejoy High School","Biology","TFS","TFS","TFS"
"2021-22","631","Clayton County","0190","Lovejoy High School","Calculus A","12","12","1"
"2021-22","631","Clayton County","0190","Lovejoy High School","Chemistry","TFS","TFS","TFS"
"2021-22","631","Clayton County","0190","Lovejoy High School","Computer Science A","13","13",""
"2021-22","631","Clayton County","0190","Lovejoy High School","Computer Science Principles","12","12",""
"2021-22","631","Clayton County","0190","Lovejoy High School","Economics: Macro","18","18",""
"2021-22","631","Clayton County","0190","Lovejoy High School","Eng. Language & Comp","40","40","3"
"2021-22","631","Clayton County","0190","Lovejoy High School","Eng. Literature & Comp","68","68","11"
"2021-22","631","Clayton County","0190","Lovejoy High School","Environmental Science","75","75","1"
"2021-22","631","Clayton County","0190","Lovejoy High School","Geography: Human","82","82","6"
"2021-22","631","Clayton County","0190","Lovejoy High School","Gov. & Pol. U.S.","83","83","3"
"2021-22","631","Clayton County","0190","Lovejoy High School","Physics 1","TFS","TFS","TFS"
"2021-22","631","Clayton County","0190","Lovejoy High School","Psychology","27","27","1"
"2021-22","631","Clayton County","0190","Lovejoy High School","Spanish Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","0190","Lovejoy High School","Spanish Literature","TFS","TFS","TFS"
"2021-22","631","Clayton County","0190","Lovejoy High School","U.S. History","55","55",""
"2021-22","631","Clayton County","0190","Lovejoy High School","World History","102","102","7"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","ALL Subjects","166","191","54"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Biology","17","17","5"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Computer Science Principles","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Eng. Language & Comp","31","31","10"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","French Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Geography: Human","76","76","9"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Physics 1","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","Spanish Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","U.S. History","13","13",""
"2021-22","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","World History","22","22","10"
"2021-22","631","Clayton County","0290","Mount Zion High School","ALL Subjects","269","299","12"
"2021-22","631","Clayton County","0290","Mount Zion High School","Calculus A","TFS","TFS","TFS"
"2021-22","631","Clayton County","0290","Mount Zion High School","Chinese Lang. & Culture","TFS","TFS","TFS"
"2021-22","631","Clayton County","0290","Mount Zion High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","631","Clayton County","0290","Mount Zion High School","Eng. Language & Comp","33","33",""
"2021-22","631","Clayton County","0290","Mount Zion High School","Eng. Literature & Comp","13","13","2"
"2021-22","631","Clayton County","0290","Mount Zion High School","Environmental Science","30","30","1"
"2021-22","631","Clayton County","0290","Mount Zion High School","Spanish Language","11","11","7"
"2021-22","631","Clayton County","0290","Mount Zion High School","Statistics","TFS","TFS","TFS"
"2021-22","631","Clayton County","0290","Mount Zion High School","U.S. History","14","14",""
"2021-22","631","Clayton County","0290","Mount Zion High School","World History","181","181","1"
"2021-22","631","Clayton County","0377","Riverdale High School","ALL Subjects","102","124","7"
"2021-22","631","Clayton County","0377","Riverdale High School","Eng. Language & Comp","40","40","4"
"2021-22","631","Clayton County","0377","Riverdale High School","Environmental Science","20","20",""
"2021-22","631","Clayton County","0377","Riverdale High School","Geography: Human","43","43",""
"2021-22","631","Clayton County","0377","Riverdale High School","Spanish Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","0377","Riverdale High School","U.S. History","18","18",""
"2021-22","631","Clayton County","1054","Forest Park High School","ALL Subjects","180","303","67"
"2021-22","631","Clayton County","1054","Forest Park High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Calculus A","10","10","1"
"2021-22","631","Clayton County","1054","Forest Park High School","Capstone","29","29","22"
"2021-22","631","Clayton County","1054","Forest Park High School","Capstone Research","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Chemistry","13","13",""
"2021-22","631","Clayton County","1054","Forest Park High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Eng. Language & Comp","58","58","10"
"2021-22","631","Clayton County","1054","Forest Park High School","Eng. Literature & Comp","11","11","5"
"2021-22","631","Clayton County","1054","Forest Park High School","Environmental Science","35","35",""
"2021-22","631","Clayton County","1054","Forest Park High School","Geography: Human","20","20","5"
"2021-22","631","Clayton County","1054","Forest Park High School","Gov. & Pol. U.S.","27","27","1"
"2021-22","631","Clayton County","1054","Forest Park High School","Physics 1","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Spanish Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","Statistics","TFS","TFS","TFS"
"2021-22","631","Clayton County","1054","Forest Park High School","U.S. History","27","27","3"
"2021-22","631","Clayton County","1054","Forest Park High School","World History","29","29","2"
"2021-22","631","Clayton County","1056","Jonesboro High School","ALL Subjects","244","329","46"
"2021-22","631","Clayton County","1056","Jonesboro High School","Biology","10","10","5"
"2021-22","631","Clayton County","1056","Jonesboro High School","Economics: Macro","27","27","2"
"2021-22","631","Clayton County","1056","Jonesboro High School","Eng. Language & Comp","77","77","9"
"2021-22","631","Clayton County","1056","Jonesboro High School","Eng. Literature & Comp","40","40","6"
"2021-22","631","Clayton County","1056","Jonesboro High School","Environmental Science","TFS","TFS","TFS"
"2021-22","631","Clayton County","1056","Jonesboro High School","Geography: Human","28","28",""
"2021-22","631","Clayton County","1056","Jonesboro High School","Gov. & Pol. U.S.","37","37","5"
"2021-22","631","Clayton County","1056","Jonesboro High School","Spanish Language","12","12","7"
"2021-22","631","Clayton County","1056","Jonesboro High School","Statistics","15","15",""
"2021-22","631","Clayton County","1056","Jonesboro High School","U.S. History","39","39","5"
"2021-22","631","Clayton County","1056","Jonesboro High School","World History","43","43","7"
"2021-22","631","Clayton County","2052","North Clayton High School","ALL Subjects","60","62","5"
"2021-22","631","Clayton County","2052","North Clayton High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","631","Clayton County","2052","North Clayton High School","Environmental Science","41","41",""
"2021-22","631","Clayton County","2052","North Clayton High School","French Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","2052","North Clayton High School","Geography: Human","10","10",""
"2021-22","631","Clayton County","2052","North Clayton High School","World History","TFS","TFS","TFS"
"2021-22","631","Clayton County","4058","Morrow High School","ALL Subjects","172","313","107"
"2021-22","631","Clayton County","4058","Morrow High School","Biology","24","24","5"
"2021-22","631","Clayton County","4058","Morrow High School","Capstone","16","16","10"
"2021-22","631","Clayton County","4058","Morrow High School","Capstone Research","14","14","13"
"2021-22","631","Clayton County","4058","Morrow High School","Computer Science Principles","26","26","7"
"2021-22","631","Clayton County","4058","Morrow High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","631","Clayton County","4058","Morrow High School","Eng. Language & Comp","30","30","9"
"2021-22","631","Clayton County","4058","Morrow High School","Eng. Literature & Comp","14","14","3"
"2021-22","631","Clayton County","4058","Morrow High School","Environmental Science","TFS","TFS","TFS"
"2021-22","631","Clayton County","4058","Morrow High School","Geography: Human","43","43","21"
"2021-22","631","Clayton County","4058","Morrow High School","Gov. & Pol. U.S.","26","26","4"
"2021-22","631","Clayton County","4058","Morrow High School","Music Theory","TFS","TFS","TFS"
"2021-22","631","Clayton County","4058","Morrow High School","Psychology","19","19","4"
"2021-22","631","Clayton County","4058","Morrow High School","Spanish Language","14","14","9"
"2021-22","631","Clayton County","4058","Morrow High School","U.S. History","26","26","3"
"2021-22","631","Clayton County","4058","Morrow High School","World History","46","46","16"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","2103","2884","486"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","12","12","11"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","12","12","11"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Biology","105","105","18"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","57","57","3"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Capstone","45","45","32"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","21","21","16"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","77","77","4"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Chinese Lang. & Culture","TFS","TFS","TFS"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","15","15","2"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","54","54","9"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","53","53","2"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","34","34","7"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","378","378","68"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","196","196","40"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","269","269","20"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","364","364","46"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","230","230","31"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","27","27","1"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Psychology","63","63","6"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","59","59","39"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Spanish Literature","TFS","TFS","TFS"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","Statistics","38","38","5"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","291","291","38"
"2021-22","631","Clayton County","SCHOOL_ALL","SCHOOL_ALL","World History","472","472","71"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","ALL Subjects","385","907","730"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Biology","35","35","30"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Calculus A","18","18","11"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Calculus BC","38","38","37"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Chemistry","15","15","12"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Computer Science A","47","47","31"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Computer Science Principles","75","75","70"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Economics: Macro","37","37","31"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Economics: Micro","17","17","15"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Eng. Language & Comp","91","91","73"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Eng. Literature & Comp","35","35","34"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Environmental Science","23","23","15"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","European History","TFS","TFS","TFS"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Geography: Human","32","32","18"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Gov. & Pol. U.S.","47","47","40"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Physics 1","69","69","33"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Physics C: Mechanics","11","11","10"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Psychology","76","76","70"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Spanish Language","13","13","11"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","Statistics","39","39","36"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","U.S. History","94","94","79"
"2021-22","633","Cobb County","0101","Kennesaw Mountain High School","World History","84","84","63"
"2021-22","633","Cobb County","0103","Kell High School","ALL Subjects","230","399","281"
"2021-22","633","Cobb County","0103","Kell High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Biology","19","19","17"
"2021-22","633","Cobb County","0103","Kell High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Calculus BC","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Capstone","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Capstone Research","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Chemistry","13","13","5"
"2021-22","633","Cobb County","0103","Kell High School","Computer Science Principles","10","10","8"
"2021-22","633","Cobb County","0103","Kell High School","Economics: Micro","24","24","22"
"2021-22","633","Cobb County","0103","Kell High School","Eng. Language & Comp","51","51","23"
"2021-22","633","Cobb County","0103","Kell High School","Eng. Literature & Comp","26","26","23"
"2021-22","633","Cobb County","0103","Kell High School","Environmental Science","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Geography: Human","44","44","29"
"2021-22","633","Cobb County","0103","Kell High School","Gov. & Pol. U.S.","21","21","20"
"2021-22","633","Cobb County","0103","Kell High School","Latin: Vergil","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","Physics 1","13","13","4"
"2021-22","633","Cobb County","0103","Kell High School","Psychology","51","51","30"
"2021-22","633","Cobb County","0103","Kell High School","Spanish Language","10","10","10"
"2021-22","633","Cobb County","0103","Kell High School","Statistics","TFS","TFS","TFS"
"2021-22","633","Cobb County","0103","Kell High School","U.S. History","22","22","16"
"2021-22","633","Cobb County","0103","Kell High School","World History","43","43","30"
"2021-22","633","Cobb County","0175","Walton High School","ALL Subjects","1207","2580","2340"
"2021-22","633","Cobb County","0175","Walton High School","Art History","16","16","15"
"2021-22","633","Cobb County","0175","Walton High School","Art: Studio 2-D Design","10","10","10"
"2021-22","633","Cobb County","0175","Walton High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0175","Walton High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0175","Walton High School","Biology","61","61","61"
"2021-22","633","Cobb County","0175","Walton High School","Calculus A","159","159","141"
"2021-22","633","Cobb County","0175","Walton High School","Calculus BC","76","76","73"
"2021-22","633","Cobb County","0175","Walton High School","Capstone","20","20","20"
"2021-22","633","Cobb County","0175","Walton High School","Capstone Research","20","20","18"
"2021-22","633","Cobb County","0175","Walton High School","Chemistry","39","39","37"
"2021-22","633","Cobb County","0175","Walton High School","Chinese Lang. & Culture","16","16","14"
"2021-22","633","Cobb County","0175","Walton High School","Computer Science A","60","60","55"
"2021-22","633","Cobb County","0175","Walton High School","Computer Science Principles","148","148","119"
"2021-22","633","Cobb County","0175","Walton High School","Economics: Macro","146","146","142"
"2021-22","633","Cobb County","0175","Walton High School","Economics: Micro","47","47","47"
"2021-22","633","Cobb County","0175","Walton High School","Eng. Language & Comp","147","147","129"
"2021-22","633","Cobb County","0175","Walton High School","Eng. Literature & Comp","89","89","89"
"2021-22","633","Cobb County","0175","Walton High School","Environmental Science","148","148","138"
"2021-22","633","Cobb County","0175","Walton High School","European History","24","24","20"
"2021-22","633","Cobb County","0175","Walton High School","French Language","22","22","19"
"2021-22","633","Cobb County","0175","Walton High School","Geography: Human","285","285","275"
"2021-22","633","Cobb County","0175","Walton High School","Gov. & Pol. Comp","21","21","20"
"2021-22","633","Cobb County","0175","Walton High School","Gov. & Pol. U.S.","203","203","179"
"2021-22","633","Cobb County","0175","Walton High School","Latin: Vergil","13","13","10"
"2021-22","633","Cobb County","0175","Walton High School","Music Theory","16","16","16"
"2021-22","633","Cobb County","0175","Walton High School","Physics 1","64","64","48"
"2021-22","633","Cobb County","0175","Walton High School","Physics 2","TFS","TFS","TFS"
"2021-22","633","Cobb County","0175","Walton High School","Physics C: Elec & Magnetism","19","19","15"
"2021-22","633","Cobb County","0175","Walton High School","Physics C: Mechanics","69","69","45"
"2021-22","633","Cobb County","0175","Walton High School","Psychology","204","204","175"
"2021-22","633","Cobb County","0175","Walton High School","Spanish Language","51","51","50"
"2021-22","633","Cobb County","0175","Walton High School","Spanish Literature","29","29","29"
"2021-22","633","Cobb County","0175","Walton High School","Statistics","56","56","55"
"2021-22","633","Cobb County","0175","Walton High School","U.S. History","186","186","167"
"2021-22","633","Cobb County","0175","Walton High School","World History","107","107","101"
"2021-22","633","Cobb County","0186","Oakwood High School","ALL Subjects","TFS","TFS","TFS"
"2021-22","633","Cobb County","0186","Oakwood High School","Eng. Language & Comp","TFS","TFS","TFS"
"2021-22","633","Cobb County","0186","Oakwood High School","Psychology","TFS","TFS","TFS"
"2021-22","633","Cobb County","0188","Pope High School","ALL Subjects","627","1386","1117"
"2021-22","633","Cobb County","0188","Pope High School","Art History","11","11","10"
"2021-22","633","Cobb County","0188","Pope High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0188","Pope High School","Biology","32","32","31"
"2021-22","633","Cobb County","0188","Pope High School","Calculus A","77","77","39"
"2021-22","633","Cobb County","0188","Pope High School","Calculus BC","44","44","30"
"2021-22","633","Cobb County","0188","Pope High School","Capstone","32","32","29"
"2021-22","633","Cobb County","0188","Pope High School","Capstone Research","34","34","31"
"2021-22","633","Cobb County","0188","Pope High School","Chemistry","22","22","13"
"2021-22","633","Cobb County","0188","Pope High School","Computer Science A","37","37","26"
"2021-22","633","Cobb County","0188","Pope High School","Computer Science Principles","56","56","46"
"2021-22","633","Cobb County","0188","Pope High School","Economics: Macro","32","32","25"
"2021-22","633","Cobb County","0188","Pope High School","Economics: Micro","80","80","61"
"2021-22","633","Cobb County","0188","Pope High School","Eng. Language & Comp","83","83","66"
"2021-22","633","Cobb County","0188","Pope High School","Eng. Literature & Comp","60","60","60"
"2021-22","633","Cobb County","0188","Pope High School","Environmental Science","43","43","35"
"2021-22","633","Cobb County","0188","Pope High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0188","Pope High School","Geography: Human","83","83","79"
"2021-22","633","Cobb County","0188","Pope High School","Gov. & Pol. U.S.","115","115","81"
"2021-22","633","Cobb County","0188","Pope High School","Music Theory","14","14","11"
"2021-22","633","Cobb County","0188","Pope High School","Physics 1","40","40","17"
"2021-22","633","Cobb County","0188","Pope High School","Physics C: Mechanics","10","10","6"
"2021-22","633","Cobb County","0188","Pope High School","Psychology","144","144","123"
"2021-22","633","Cobb County","0188","Pope High School","Spanish Language","40","40","40"
"2021-22","633","Cobb County","0188","Pope High School","Statistics","63","63","52"
"2021-22","633","Cobb County","0188","Pope High School","U.S. History","122","122","98"
"2021-22","633","Cobb County","0188","Pope High School","World History","99","99","97"
"2021-22","633","Cobb County","0192","Harrison High School","ALL Subjects","576","976","757"
"2021-22","633","Cobb County","0192","Harrison High School","Art History","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Art: Studio 2-D Design","10","10","10"
"2021-22","633","Cobb County","0192","Harrison High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Biology","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Calculus BC","27","27","27"
"2021-22","633","Cobb County","0192","Harrison High School","Chemistry","55","55","21"
"2021-22","633","Cobb County","0192","Harrison High School","Computer Science A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Computer Science Principles","13","13","12"
"2021-22","633","Cobb County","0192","Harrison High School","Economics: Macro","67","67","58"
"2021-22","633","Cobb County","0192","Harrison High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Eng. Language & Comp","78","78","63"
"2021-22","633","Cobb County","0192","Harrison High School","Eng. Literature & Comp","42","42","40"
"2021-22","633","Cobb County","0192","Harrison High School","Environmental Science","46","46","32"
"2021-22","633","Cobb County","0192","Harrison High School","European History","19","19","9"
"2021-22","633","Cobb County","0192","Harrison High School","French Language","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Geography: Human","157","157","108"
"2021-22","633","Cobb County","0192","Harrison High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Gov. & Pol. U.S.","68","68","61"
"2021-22","633","Cobb County","0192","Harrison High School","Music Theory","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Physics 1","22","22","10"
"2021-22","633","Cobb County","0192","Harrison High School","Physics 2","13","13","9"
"2021-22","633","Cobb County","0192","Harrison High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","633","Cobb County","0192","Harrison High School","Psychology","64","64","54"
"2021-22","633","Cobb County","0192","Harrison High School","Spanish Language","17","17","15"
"2021-22","633","Cobb County","0192","Harrison High School","Statistics","52","52","40"
"2021-22","633","Cobb County","0192","Harrison High School","U.S. History","112","112","84"
"2021-22","633","Cobb County","0192","Harrison High School","World History","75","75","70"
"2021-22","633","Cobb County","0209","Allatoona High School","ALL Subjects","307","539","338"
"2021-22","633","Cobb County","0209","Allatoona High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Biology","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Calculus A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Calculus BC","22","22","9"
"2021-22","633","Cobb County","0209","Allatoona High School","Chemistry","16","16","4"
"2021-22","633","Cobb County","0209","Allatoona High School","Computer Science A","TFS","TFS","TFS"
"2021-22","633","Cobb County","0209","Allatoona High School","Computer Science Principles","12","12","12"
"2021-22","633","Cobb County","0209","Allatoona High School","Economics: Macro","34","34","26"
"2021-22","633","Cobb County","0209","Allatoona High School","Eng. Language & Comp","97","97","46"
