"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2021-22","708","Oconee County","0293","Oconee County High School","Music Theory","TFS","TFS","TFS"
"2021-22","708","Oconee County","0293","Oconee County High School","Physics 1","21","21","18"
"2021-22","708","Oconee County","0293","Oconee County High School","Physics 2","TFS","TFS","TFS"
"2021-22","708","Oconee County","0293","Oconee County High School","Psychology","51","51","33"
"2021-22","708","Oconee County","0293","Oconee County High School","Spanish Language","20","20","20"
"2021-22","708","Oconee County","0293","Oconee County High School","Statistics","30","30","19"
"2021-22","708","Oconee County","0293","Oconee County High School","U.S. History","74","74","56"
"2021-22","708","Oconee County","0293","Oconee County High School","World History","55","55","53"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","994","1999","1747"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Art History","39","39","38"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 3-D Design","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Biology","70","70","70"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","81","81","78"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Capstone","11","11","11"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","32","32","24"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","40","40","25"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Chinese Lang. & Culture","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","53","53","47"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","33","33","31"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","166","166","141"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","165","165","139"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","110","110","104"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","109","109","88"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","138","138","120"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","26","26","21"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","222","222","198"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Latin: Vergil","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","21","21","18"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Physics 2","TFS","TFS","TFS"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Elec & Magnetism","14","14","14"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","40","40","35"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Psychology","126","126","101"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","27","27","26"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","Statistics","72","72","58"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","188","188","163"
"2021-22","708","Oconee County","SCHOOL_ALL","SCHOOL_ALL","World History","183","183","177"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","ALL Subjects","46","64","40"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Art History","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Calculus A","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Economics: Micro","22","22","15"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Eng. Language & Comp","18","18","11"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Music Theory","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Psychology","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","Statistics","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","2050","Oglethorpe County High School","U.S. History","12","12","4"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","46","64","40"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Art History","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","22","22","15"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","18","18","11"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Psychology","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","Statistics","TFS","TFS","TFS"
"2021-22","709","Oglethorpe County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","12","12","4"
"2021-22","710","Paulding County","0101","Hiram High School","ALL Subjects","80","98","45"
"2021-22","710","Paulding County","0101","Hiram High School","Biology","TFS","TFS","TFS"
"2021-22","710","Paulding County","0101","Hiram High School","Computer Science Principles","17","17","6"
"2021-22","710","Paulding County","0101","Hiram High School","Economics: Micro","10","10","5"
"2021-22","710","Paulding County","0101","Hiram High School","Eng. Language & Comp","24","24","6"
"2021-22","710","Paulding County","0101","Hiram High School","Eng. Literature & Comp","17","17","13"
"2021-22","710","Paulding County","0101","Hiram High School","Geography: Human","TFS","TFS","TFS"
"2021-22","710","Paulding County","0101","Hiram High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","710","Paulding County","0101","Hiram High School","Psychology","TFS","TFS","TFS"
"2021-22","710","Paulding County","0101","Hiram High School","U.S. History","11","11","3"
"2021-22","710","Paulding County","0101","Hiram High School","World History","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","ALL Subjects","101","136","85"
"2021-22","710","Paulding County","0106","South Paulding High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Biology","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Calculus A","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Chemistry","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Economics: Micro","18","18","11"
"2021-22","710","Paulding County","0106","South Paulding High School","Eng. Language & Comp","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Environmental Science","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Geography: Human","22","22","13"
"2021-22","710","Paulding County","0106","South Paulding High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Music Theory","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Physics 1","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Psychology","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","Spanish Language","12","12","11"
"2021-22","710","Paulding County","0106","South Paulding High School","Statistics","TFS","TFS","TFS"
"2021-22","710","Paulding County","0106","South Paulding High School","U.S. History","12","12","6"
"2021-22","710","Paulding County","0106","South Paulding High School","World History","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","ALL Subjects","333","512","339"
"2021-22","710","Paulding County","0109","North Paulding High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Biology","11","11","9"
"2021-22","710","Paulding County","0109","North Paulding High School","Calculus A","14","14","12"
"2021-22","710","Paulding County","0109","North Paulding High School","Calculus BC","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Chemistry","12","12","4"
"2021-22","710","Paulding County","0109","North Paulding High School","Computer Science A","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Computer Science Principles","10","10","10"
"2021-22","710","Paulding County","0109","North Paulding High School","Economics: Macro","22","22","17"
"2021-22","710","Paulding County","0109","North Paulding High School","Eng. Language & Comp","59","59","28"
"2021-22","710","Paulding County","0109","North Paulding High School","Eng. Literature & Comp","28","28","27"
"2021-22","710","Paulding County","0109","North Paulding High School","Environmental Science","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Geography: Human","102","102","81"
"2021-22","710","Paulding County","0109","North Paulding High School","Gov. & Pol. U.S.","14","14","10"
"2021-22","710","Paulding County","0109","North Paulding High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Psychology","54","54","13"
"2021-22","710","Paulding County","0109","North Paulding High School","Spanish Language","TFS","TFS","TFS"
"2021-22","710","Paulding County","0109","North Paulding High School","Statistics","13","13","9"
"2021-22","710","Paulding County","0109","North Paulding High School","U.S. History","49","49","29"
"2021-22","710","Paulding County","0109","North Paulding High School","World History","77","77","48"
"2021-22","710","Paulding County","0292","East Paulding High School","ALL Subjects","116","154","70"
"2021-22","710","Paulding County","0292","East Paulding High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","Biology","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","Calculus A","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","Capstone","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","Eng. Language & Comp","28","28","16"
"2021-22","710","Paulding County","0292","East Paulding High School","Eng. Literature & Comp","10","10","10"
"2021-22","710","Paulding County","0292","East Paulding High School","Geography: Human","35","35","15"
"2021-22","710","Paulding County","0292","East Paulding High School","Physics 1","12","12","2"
"2021-22","710","Paulding County","0292","East Paulding High School","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","Psychology","13","13","5"
"2021-22","710","Paulding County","0292","East Paulding High School","Statistics","14","14",""
"2021-22","710","Paulding County","0292","East Paulding High School","U.S. History","TFS","TFS","TFS"
"2021-22","710","Paulding County","0292","East Paulding High School","World History","TFS","TFS","TFS"
"2021-22","710","Paulding County","2552","Paulding County High School","ALL Subjects","156","291","199"
"2021-22","710","Paulding County","2552","Paulding County High School","Biology","42","42","29"
"2021-22","710","Paulding County","2552","Paulding County High School","Calculus A","10","10","1"
"2021-22","710","Paulding County","2552","Paulding County High School","Chemistry","TFS","TFS","TFS"
"2021-22","710","Paulding County","2552","Paulding County High School","Computer Science Principles","TFS","TFS","TFS"
"2021-22","710","Paulding County","2552","Paulding County High School","Economics: Macro","TFS","TFS","TFS"
"2021-22","710","Paulding County","2552","Paulding County High School","Eng. Language & Comp","45","45","30"
"2021-22","710","Paulding County","2552","Paulding County High School","Eng. Literature & Comp","24","24","23"
"2021-22","710","Paulding County","2552","Paulding County High School","Environmental Science","13","13","11"
"2021-22","710","Paulding County","2552","Paulding County High School","Geography: Human","29","29","22"
"2021-22","710","Paulding County","2552","Paulding County High School","Gov. & Pol. U.S.","12","12","7"
"2021-22","710","Paulding County","2552","Paulding County High School","Physics 1","26","26","13"
"2021-22","710","Paulding County","2552","Paulding County High School","Spanish Language","TFS","TFS","TFS"
"2021-22","710","Paulding County","2552","Paulding County High School","U.S. History","35","35","19"
"2021-22","710","Paulding County","2552","Paulding County High School","World History","34","34","28"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","786","1191","738"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","16","16","12"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Biology","64","64","49"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","37","37","16"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Capstone","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","25","25","9"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","28","28","17"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","30","30","23"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","28","28","16"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","165","165","85"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","84","84","78"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","26","26","18"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","194","194","133"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","37","37","27"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","43","43","17"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","TFS","TFS","TFS"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Psychology","75","75","23"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","25","25","24"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","Statistics","30","30","12"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","116","116","62"
"2021-22","710","Paulding County","SCHOOL_ALL","SCHOOL_ALL","World History","134","134","89"
"2021-22","711","Peach County","2052","Peach County High School","ALL Subjects","62","80","22"
"2021-22","711","Peach County","2052","Peach County High School","Eng. Language & Comp","12","12","3"
"2021-22","711","Peach County","2052","Peach County High School","Environmental Science","11","11","3"
"2021-22","711","Peach County","2052","Peach County High School","Gov. & Pol. U.S.","27","27","3"
"2021-22","711","Peach County","2052","Peach County High School","Spanish Language","13","13","10"
"2021-22","711","Peach County","2052","Peach County High School","Statistics","TFS","TFS","TFS"
"2021-22","711","Peach County","2052","Peach County High School","U.S. History","10","10","1"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","62","80","22"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","12","12","3"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","11","11","3"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","27","27","3"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","13","13","10"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","Statistics","TFS","TFS","TFS"
"2021-22","711","Peach County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","10","10","1"
"2021-22","712","Pickens County","0198","Pickens County High School","ALL Subjects","134","201","86"
"2021-22","712","Pickens County","0198","Pickens County High School","Biology","20","20","16"
"2021-22","712","Pickens County","0198","Pickens County High School","Calculus BC","TFS","TFS","TFS"
"2021-22","712","Pickens County","0198","Pickens County High School","Chemistry","TFS","TFS","TFS"
"2021-22","712","Pickens County","0198","Pickens County High School","Economics: Macro","29","29","8"
"2021-22","712","Pickens County","0198","Pickens County High School","Eng. Language & Comp","49","49","16"
"2021-22","712","Pickens County","0198","Pickens County High School","Eng. Literature & Comp","15","15","14"
"2021-22","712","Pickens County","0198","Pickens County High School","Environmental Science","33","33","12"
"2021-22","712","Pickens County","0198","Pickens County High School","Psychology","18","18","4"
"2021-22","712","Pickens County","0198","Pickens County High School","Statistics","15","15","5"
"2021-22","712","Pickens County","0198","Pickens County High School","U.S. History","11","11","8"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","134","201","86"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Biology","20","20","16"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","29","29","8"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","49","49","16"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","15","15","14"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","33","33","12"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Psychology","18","18","4"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","Statistics","15","15","5"
"2021-22","712","Pickens County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","11","11","8"
"2021-22","714","Pike County","0194","Pike County High School","ALL Subjects","201","327","136"
"2021-22","714","Pike County","0194","Pike County High School","Biology","14","14","6"
"2021-22","714","Pike County","0194","Pike County High School","Calculus A","18","18","8"
"2021-22","714","Pike County","0194","Pike County High School","Economics: Micro","86","86","56"
"2021-22","714","Pike County","0194","Pike County High School","Eng. Language & Comp","47","47","13"
"2021-22","714","Pike County","0194","Pike County High School","Eng. Literature & Comp","13","13","13"
"2021-22","714","Pike County","0194","Pike County High School","Environmental Science","16","16","10"
"2021-22","714","Pike County","0194","Pike County High School","Geography: Human","16","16","11"
"2021-22","714","Pike County","0194","Pike County High School","Music Theory","TFS","TFS","TFS"
"2021-22","714","Pike County","0194","Pike County High School","Physics 1","16","16","1"
"2021-22","714","Pike County","0194","Pike County High School","Psychology","13","13","2"
"2021-22","714","Pike County","0194","Pike County High School","U.S. History","63","63","8"
"2021-22","714","Pike County","0194","Pike County High School","World History","20","20","6"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","201","327","136"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Biology","14","14","6"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","18","18","8"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","86","86","56"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","47","47","13"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","13","13","13"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","16","16","10"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","16","16","11"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","16","16","1"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","Psychology","13","13","2"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","63","63","8"
"2021-22","714","Pike County","SCHOOL_ALL","SCHOOL_ALL","World History","20","20","6"
"2021-22","715","Polk County","0102","Rockmart High School","ALL Subjects","101","149","76"
"2021-22","715","Polk County","0102","Rockmart High School","Biology","20","20","15"
"2021-22","715","Polk County","0102","Rockmart High School","Calculus A","TFS","TFS","TFS"
"2021-22","715","Polk County","0102","Rockmart High School","Economics: Micro","13","13","5"
"2021-22","715","Polk County","0102","Rockmart High School","Eng. Literature & Comp","62","62","45"
"2021-22","715","Polk County","0102","Rockmart High School","U.S. History","49","49","8"
"2021-22","715","Polk County","5050","Cedartown High School","ALL Subjects","101","127","65"
"2021-22","715","Polk County","5050","Cedartown High School","Biology","18","18","8"
"2021-22","715","Polk County","5050","Cedartown High School","Calculus A","TFS","TFS","TFS"
"2021-22","715","Polk County","5050","Cedartown High School","Economics: Micro","TFS","TFS","TFS"
"2021-22","715","Polk County","5050","Cedartown High School","Eng. Literature & Comp","83","83","51"
"2021-22","715","Polk County","5050","Cedartown High School","U.S. History","10","10","2"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","202","276","141"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Biology","38","38","23"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","12","12","3"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","22","22","9"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","145","145","96"
"2021-22","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","59","59","10"
"2021-22","716","Pulaski County","2050","Hawkinsville High School","ALL Subjects","47","51","25"
"2021-22","716","Pulaski County","2050","Hawkinsville High School","Biology","13","13","4"
"2021-22","716","Pulaski County","2050","Hawkinsville High School","Economics: Micro","38","38","21"
"2021-22","716","Pulaski County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","47","51","25"
"2021-22","716","Pulaski County","SCHOOL_ALL","SCHOOL_ALL","Biology","13","13","4"
"2021-22","716","Pulaski County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","38","38","21"
"2021-22","717","Putnam County","0114","Putnam County High School","ALL Subjects","78","115","41"
"2021-22","717","Putnam County","0114","Putnam County High School","Art History","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Biology","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Calculus A","13","13","4"
"2021-22","717","Putnam County","0114","Putnam County High School","Chemistry","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Economics: Macro","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Economics: Micro","14","14","3"
"2021-22","717","Putnam County","0114","Putnam County High School","Eng. Language & Comp","24","24","3"
"2021-22","717","Putnam County","0114","Putnam County High School","Eng. Literature & Comp","15","15","13"
"2021-22","717","Putnam County","0114","Putnam County High School","Psychology","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Spanish Language","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","Statistics","19","19","1"
"2021-22","717","Putnam County","0114","Putnam County High School","U.S. History","TFS","TFS","TFS"
"2021-22","717","Putnam County","0114","Putnam County High School","World History","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","78","115","41"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Art History","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Biology","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","13","13","4"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","14","14","3"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","24","24","3"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","15","15","13"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Psychology","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Statistics","19","19","1"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","TFS","TFS","TFS"
"2021-22","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","World History","TFS","TFS","TFS"
"2021-22","719","Rabun County","0177","Rabun County High School","ALL Subjects","49","57","32"
"2021-22","719","Rabun County","0177","Rabun County High School","Art History","TFS","TFS","TFS"
"2021-22","719","Rabun County","0177","Rabun County High School","Calculus A","TFS","TFS","TFS"
"2021-22","719","Rabun County","0177","Rabun County High School","Eng. Language & Comp","17","17","8"
"2021-22","719","Rabun County","0177","Rabun County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","719","Rabun County","0177","Rabun County High School","Environmental Science","TFS","TFS","TFS"
"2021-22","719","Rabun County","0177","Rabun County High School","World History","26","26","12"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","49","57","32"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Art History","TFS","TFS","TFS"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","17","17","8"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","TFS","TFS","TFS"
"2021-22","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","World History","26","26","12"
"2021-22","721","Richmond County","0100","Cross Creek High School","ALL Subjects","88","118","14"
"2021-22","721","Richmond County","0100","Cross Creek High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2021-22","721","Richmond County","0100","Cross Creek High School","Art: Studio Drawing","TFS","TFS","TFS"
"2021-22","721","Richmond County","0100","Cross Creek High School","Biology","TFS","TFS","TFS"
"2021-22","721","Richmond County","0100","Cross Creek High School","Calculus A","18","18",""
