SCHOOL_DSTRCT_NM,TEST_CMPNT_TYP_NM,NUMBER_TESTS_TAKEN,NOTESTS_3ORHIGHER,Year,Pass Rate,County
Clarke County,Calculus A,27.0,16.0,2020,0.5925925925925926,Clarke
Clarke County,Chemistry,15.0,10.0,2020,0.6666666666666666,Clarke
Clarke County,Economics: Micro,50.0,29.0,2020,0.58,Clarke
Clarke County,Eng. Language & Comp,97.0,42.0,2020,0.4329896907216495,Clarke
Clarke County,Eng. Literature & Comp,34.0,16.0,2020,0.47058823529411764,Clarke
Clarke County,Environmental Science,79.0,32.0,2020,0.4050632911392405,Clarke
Clarke County,Geography: Human,28.0,19.0,2020,0.6785714285714286,Clarke
Clarke County,Gov. & Pol. U.S.,165.0,55.0,2020,0.3333333333333333,Clarke
Clarke County,Physics 1,24.0,18.0,2020,0.75,Clarke
Clarke County,Psychology,19.0,10.0,2020,0.5263157894736842,Clarke
Clarke County,Spanish Language,16.0,15.0,2020,0.9375,Clarke
Clarke County,Statistics,42.0,23.0,2020,0.5476190476190477,Clarke
Clarke County,U.S. History,93.0,48.0,2020,0.5161290322580645,Clarke
Clarke County,World History,142.0,77.0,2020,0.5422535211267606,Clarke
Clayton County,ALL Subjects,2246.0,614.0,2020,0.27337488869100623,Clayton
Clayton County,Art: Studio 2-D Design,11.0,11.0,2020,1.0,Clayton
Clayton County,Art: Studio Drawing,16.0,7.0,2020,0.4375,Clayton
Clayton County,Biology,127.0,52.0,2020,0.4094488188976378,Clayton
Clayton County,Calculus A,16.0,3.0,2020,0.1875,Clayton
Clayton County,Capstone,45.0,19.0,2020,0.4222222222222222,Clayton
Clayton County,Capstone Research,17.0,15.0,2020,0.8823529411764706,Clayton
Clayton County,Chemistry,29.0,1.0,2020,0.034482758620689655,Clayton
Clayton County,Computer Science Principles,20.0,3.0,2020,0.15,Clayton
Clayton County,Economics: Macro,18.0,2.0,2020,0.1111111111111111,Clayton
Clayton County,Economics: Micro,45.0,6.0,2020,0.13333333333333333,Clayton
Clayton County,Eng. Language & Comp,352.0,92.0,2020,0.26136363636363635,Clayton
Clayton County,Eng. Literature & Comp,144.0,16.0,2020,0.1111111111111111,Clayton
Clayton County,Environmental Science,146.0,25.0,2020,0.17123287671232876,Clayton
Clayton County,Geography: Human,222.0,81.0,2020,0.36486486486486486,Clayton
Clayton County,Gov. & Pol. U.S.,220.0,48.0,2020,0.21818181818181817,Clayton
Clayton County,Physics 1,46.0,5.0,2020,0.10869565217391304,Clayton
Clayton County,Psychology,38.0,23.0,2020,0.6052631578947368,Clayton
Clayton County,Spanish Language,101.0,87.0,2020,0.8613861386138614,Clayton
Clayton County,Statistics,30.0,4.0,2020,0.13333333333333333,Clayton
Clayton County,U.S. History,249.0,45.0,2020,0.18072289156626506,Clayton
Clayton County,World History,328.0,58.0,2020,0.17682926829268292,Clayton
Cobb County,ALL Subjects,15754.0,10735.0,2020,0.6814142440015234,Cobb
Cobb County,Art History,49.0,39.0,2020,0.7959183673469388,Cobb
Cobb County,Art: Studio 2-D Design,79.0,75.0,2020,0.9493670886075949,Cobb
Cobb County,Art: Studio Drawing,65.0,62.0,2020,0.9538461538461539,Cobb
Cobb County,Biology,404.0,328.0,2020,0.8118811881188119,Cobb
Cobb County,Calculus A,421.0,247.0,2020,0.5866983372921615,Cobb
Cobb County,Calculus BC,474.0,363.0,2020,0.7658227848101266,Cobb
Cobb County,Capstone,245.0,208.0,2020,0.8489795918367347,Cobb
Cobb County,Capstone Research,149.0,121.0,2020,0.8120805369127517,Cobb
Cobb County,Chemistry,390.0,201.0,2020,0.5153846153846153,Cobb
Cobb County,Chinese Lang. & Culture,16.0,15.0,2020,0.9375,Cobb
Cobb County,Computer Science A,237.0,175.0,2020,0.7383966244725738,Cobb
Cobb County,Computer Science Principles,533.0,428.0,2020,0.8030018761726079,Cobb
Cobb County,Economics: Macro,708.0,522.0,2020,0.7372881355932204,Cobb
Cobb County,Economics: Micro,293.0,148.0,2020,0.5051194539249146,Cobb
Cobb County,Eng. Language & Comp,1765.0,1080.0,2020,0.6118980169971672,Cobb
Cobb County,Eng. Literature & Comp,831.0,494.0,2020,0.5944645006016848,Cobb
Cobb County,Environmental Science,730.0,476.0,2020,0.6520547945205479,Cobb
Cobb County,European History,114.0,75.0,2020,0.6578947368421053,Cobb
Cobb County,French Language,73.0,57.0,2020,0.7808219178082192,Cobb
Cobb County,Geography: Human,1373.0,932.0,2020,0.6788055353241078,Cobb
Cobb County,Gov. & Pol. Comp,96.0,60.0,2020,0.625,Cobb
Cobb County,Gov. & Pol. U.S.,1026.0,702.0,2020,0.6842105263157895,Cobb
Cobb County,Latin: Vergil,31.0,20.0,2020,0.6451612903225806,Cobb
Cobb County,Music Theory,62.0,46.0,2020,0.7419354838709677,Cobb
Cobb County,Physics 1,709.0,361.0,2020,0.5091678420310296,Cobb
Cobb County,Physics 2,56.0,48.0,2020,0.8571428571428571,Cobb
Cobb County,Physics C: Elec & Magnetism,17.0,15.0,2020,0.8823529411764706,Cobb
Cobb County,Physics C: Mechanics,199.0,168.0,2020,0.8442211055276382,Cobb
Cobb County,Psychology,985.0,773.0,2020,0.7847715736040609,Cobb
Cobb County,Spanish Language,360.0,327.0,2020,0.9083333333333333,Cobb
Cobb County,Spanish Literature,42.0,30.0,2020,0.7142857142857143,Cobb
Cobb County,Statistics,550.0,316.0,2020,0.5745454545454546,Cobb
Cobb County,U.S. History,1468.0,976.0,2020,0.6648501362397821,Cobb
Cobb County,World History,1200.0,844.0,2020,0.7033333333333334,Cobb
Coffee County,ALL Subjects,172.0,85.0,2020,0.4941860465116279,Coffee
Coffee County,Biology,10.0,7.0,2020,0.7,Coffee
Coffee County,Calculus BC,11.0,6.0,2020,0.5454545454545454,Coffee
Coffee County,Chemistry,19.0,5.0,2020,0.2631578947368421,Coffee
Coffee County,Economics: Macro,13.0,5.0,2020,0.38461538461538464,Coffee
Coffee County,Economics: Micro,14.0,7.0,2020,0.5,Coffee
Coffee County,Eng. Language & Comp,23.0,9.0,2020,0.391304347826087,Coffee
Coffee County,Environmental Science,14.0,1.0,2020,0.07142857142857142,Coffee
Coffee County,Geography: Human,14.0,12.0,2020,0.8571428571428571,Coffee
Coffee County,Gov. & Pol. U.S.,21.0,12.0,2020,0.5714285714285714,Coffee
Coffee County,U.S. History,14.0,7.0,2020,0.5,Coffee
Colquitt County,ALL Subjects,222.0,96.0,2020,0.43243243243243246,Colquitt
Colquitt County,Calculus A,14.0,5.0,2020,0.35714285714285715,Colquitt
Colquitt County,Economics: Micro,11.0,6.0,2020,0.5454545454545454,Colquitt
Colquitt County,Eng. Language & Comp,47.0,15.0,2020,0.3191489361702128,Colquitt
Colquitt County,Gov. & Pol. U.S.,26.0,11.0,2020,0.4230769230769231,Colquitt
Colquitt County,Physics C: Mechanics,13.0,6.0,2020,0.46153846153846156,Colquitt
Colquitt County,Psychology,38.0,17.0,2020,0.4473684210526316,Colquitt
Columbia County,ALL Subjects,3474.0,1898.0,2020,0.5463442717328728,Columbia
Columbia County,Art: Studio 2-D Design,15.0,15.0,2020,1.0,Columbia
Columbia County,Biology,219.0,153.0,2020,0.6986301369863014,Columbia
Columbia County,Calculus A,89.0,47.0,2020,0.5280898876404494,Columbia
Columbia County,Calculus BC,73.0,48.0,2020,0.6575342465753424,Columbia
Columbia County,Capstone,87.0,78.0,2020,0.896551724137931,Columbia
Columbia County,Capstone Research,66.0,42.0,2020,0.6363636363636364,Columbia
Columbia County,Chemistry,103.0,44.0,2020,0.42718446601941745,Columbia
Columbia County,Computer Science A,20.0,10.0,2020,0.5,Columbia
Columbia County,Computer Science Principles,38.0,20.0,2020,0.5263157894736842,Columbia
Columbia County,Economics: Micro,42.0,28.0,2020,0.6666666666666666,Columbia
Columbia County,Eng. Language & Comp,390.0,234.0,2020,0.6,Columbia
Columbia County,Eng. Literature & Comp,135.0,78.0,2020,0.5777777777777777,Columbia
Columbia County,Environmental Science,209.0,93.0,2020,0.4449760765550239,Columbia
Columbia County,European History,22.0,15.0,2020,0.6818181818181818,Columbia
Columbia County,Geography: Human,247.0,126.0,2020,0.5101214574898786,Columbia
Columbia County,Gov. & Pol. U.S.,264.0,107.0,2020,0.4053030303030303,Columbia
Columbia County,Physics 1,102.0,23.0,2020,0.22549019607843138,Columbia
Columbia County,Physics C: Elec & Magnetism,24.0,13.0,2020,0.5416666666666666,Columbia
Columbia County,Physics C: Mechanics,88.0,54.0,2020,0.6136363636363636,Columbia
Columbia County,Psychology,211.0,138.0,2020,0.6540284360189573,Columbia
Columbia County,Spanish Language,30.0,19.0,2020,0.6333333333333333,Columbia
Columbia County,Statistics,95.0,52.0,2020,0.5473684210526316,Columbia
Columbia County,U.S. History,455.0,230.0,2020,0.5054945054945055,Columbia
Columbia County,World History,432.0,216.0,2020,0.5,Columbia
Cook County,ALL Subjects,38.0,14.0,2020,0.3684210526315789,Cook
Cook County,Biology,15.0,5.0,2020,0.3333333333333333,Cook
Cook County,U.S. History,13.0,5.0,2020,0.38461538461538464,Cook
Coweta County,ALL Subjects,1391.0,830.0,2020,0.5966930265995687,Coweta
Coweta County,Art: Studio Drawing,14.0,14.0,2020,1.0,Coweta
Coweta County,Biology,105.0,69.0,2020,0.6571428571428571,Coweta
Coweta County,Calculus A,34.0,14.0,2020,0.4117647058823529,Coweta
Coweta County,Calculus BC,102.0,53.0,2020,0.5196078431372549,Coweta
Coweta County,Chemistry,94.0,46.0,2020,0.48936170212765956,Coweta
Coweta County,Computer Science Principles,14.0,11.0,2020,0.7857142857142857,Coweta
Coweta County,Economics: Macro,91.0,57.0,2020,0.6263736263736264,Coweta
Coweta County,Eng. Language & Comp,91.0,60.0,2020,0.6593406593406593,Coweta
Coweta County,Eng. Literature & Comp,40.0,23.0,2020,0.575,Coweta
Coweta County,Environmental Science,99.0,56.0,2020,0.5656565656565656,Coweta
Coweta County,European History,163.0,102.0,2020,0.6257668711656442,Coweta
Coweta County,French Language,13.0,10.0,2020,0.7692307692307693,Coweta
Coweta County,Geography: Human,96.0,56.0,2020,0.5833333333333334,Coweta
Coweta County,Gov. & Pol. U.S.,26.0,12.0,2020,0.46153846153846156,Coweta
Coweta County,Physics 1,65.0,24.0,2020,0.36923076923076925,Coweta
Coweta County,Physics 2,17.0,14.0,2020,0.8235294117647058,Coweta
Coweta County,Physics C: Mechanics,14.0,10.0,2020,0.7142857142857143,Coweta
Coweta County,Psychology,113.0,76.0,2020,0.672566371681416,Coweta
Coweta County,Spanish Language,15.0,14.0,2020,0.9333333333333333,Coweta
Coweta County,Statistics,46.0,17.0,2020,0.3695652173913043,Coweta
Coweta County,U.S. History,119.0,80.0,2020,0.6722689075630253,Coweta
Crawford County,ALL Subjects,28.0,4.0,2020,0.14285714285714285,Crawford
Crawford County,Eng. Language & Comp,15.0,2.0,2020,0.13333333333333333,Crawford
Crawford County,U.S. History,11.0,2.0,2020,0.18181818181818182,Crawford
Crisp County,ALL Subjects,13.0,1.0,2020,0.07692307692307693,Crisp
Crisp County,Economics: Micro,13.0,1.0,2020,0.07692307692307693,Crisp
Dade County,ALL Subjects,175.0,36.0,2020,0.2057142857142857,Dade
Dade County,Eng. Language & Comp,45.0,10.0,2020,0.2222222222222222,Dade
Dade County,Eng. Literature & Comp,40.0,7.0,2020,0.175,Dade
Dade County,Gov. & Pol. U.S.,39.0,5.0,2020,0.1282051282051282,Dade
Dade County,U.S. History,22.0,8.0,2020,0.36363636363636365,Dade
Dade County,World History,25.0,4.0,2020,0.16,Dade
Dawson County,ALL Subjects,207.0,97.0,2020,0.46859903381642515,Dawson
Dawson County,Biology,21.0,12.0,2020,0.5714285714285714,Dawson
Dawson County,Calculus A,13.0,2.0,2020,0.15384615384615385,Dawson
Dawson County,Environmental Science,66.0,25.0,2020,0.3787878787878788,Dawson
Dawson County,Psychology,37.0,15.0,2020,0.40540540540540543,Dawson
Dawson County,Statistics,17.0,4.0,2020,0.23529411764705882,Dawson
Dawson County,U.S. History,17.0,7.0,2020,0.4117647058823529,Dawson
Dawson County,World History,15.0,14.0,2020,0.9333333333333333,Dawson
Decatur County,ALL Subjects,112.0,31.0,2020,0.2767857142857143,Decatur
Decatur County,Chemistry,13.0,3.0,2020,0.23076923076923078,Decatur
Decatur County,Eng. Language & Comp,26.0,7.0,2020,0.2692307692307692,Decatur
Decatur County,Eng. Literature & Comp,23.0,13.0,2020,0.5652173913043478,Decatur
Decatur County,U.S. History,13.0,3.0,2020,0.23076923076923078,Decatur
DeKalb County,ALL Subjects,6734.0,3613.0,2020,0.5365310365310365,DeKalb
DeKalb County,Art: Studio 2-D Design,49.0,44.0,2020,0.8979591836734694,DeKalb
DeKalb County,Art: Studio Drawing,32.0,23.0,2020,0.71875,DeKalb
DeKalb County,Biology,145.0,92.0,2020,0.6344827586206897,DeKalb
DeKalb County,Calculus A,290.0,126.0,2020,0.43448275862068964,DeKalb
DeKalb County,Calculus BC,113.0,83.0,2020,0.7345132743362832,DeKalb
DeKalb County,Capstone,93.0,81.0,2020,0.8709677419354839,DeKalb
DeKalb County,Capstone Research,33.0,23.0,2020,0.696969696969697,DeKalb
DeKalb County,Chemistry,170.0,90.0,2020,0.5294117647058824,DeKalb
DeKalb County,Computer Science A,39.0,14.0,2020,0.358974358974359,DeKalb
DeKalb County,Computer Science Principles,86.0,47.0,2020,0.5465116279069767,DeKalb
DeKalb County,Economics: Macro,176.0,102.0,2020,0.5795454545454546,DeKalb
DeKalb County,Economics: Micro,325.0,190.0,2020,0.5846153846153846,DeKalb
DeKalb County,Eng. Language & Comp,583.0,262.0,2020,0.44939965694682676,DeKalb
DeKalb County,Eng. Literature & Comp,221.0,99.0,2020,0.4479638009049774,DeKalb
DeKalb County,Environmental Science,447.0,198.0,2020,0.4429530201342282,DeKalb
DeKalb County,European History,16.0,9.0,2020,0.5625,DeKalb
DeKalb County,French Language,33.0,23.0,2020,0.696969696969697,DeKalb
DeKalb County,Geography: Human,557.0,340.0,2020,0.6104129263913824,DeKalb
DeKalb County,German Language,54.0,47.0,2020,0.8703703703703703,DeKalb
DeKalb County,Gov. & Pol. Comp,30.0,24.0,2020,0.8,DeKalb
DeKalb County,Gov. & Pol. U.S.,350.0,190.0,2020,0.5428571428571428,DeKalb
DeKalb County,Music Theory,27.0,19.0,2020,0.7037037037037037,DeKalb
DeKalb County,Physics 1,207.0,86.0,2020,0.41545893719806765,DeKalb
DeKalb County,Physics 2,14.0,10.0,2020,0.7142857142857143,DeKalb
DeKalb County,Physics C: Mechanics,12.0,11.0,2020,0.9166666666666666,DeKalb
DeKalb County,Psychology,580.0,360.0,2020,0.6206896551724138,DeKalb
DeKalb County,Spanish Language,135.0,121.0,2020,0.8962962962962963,DeKalb
DeKalb County,Statistics,241.0,107.0,2020,0.44398340248962653,DeKalb
DeKalb County,U.S. History,718.0,329.0,2020,0.4582172701949861,DeKalb
DeKalb County,World History,930.0,447.0,2020,0.4806451612903226,DeKalb
Dougherty County,ALL Subjects,33.0,3.0,2020,0.09090909090909091,Dougherty
Douglas County,ALL Subjects,1058.0,481.0,2020,0.4546313799621928,Douglas
Douglas County,Biology,15.0,7.0,2020,0.4666666666666667,Douglas
Douglas County,Calculus A,70.0,21.0,2020,0.3,Douglas
Douglas County,Capstone,38.0,30.0,2020,0.7894736842105263,Douglas
Douglas County,Capstone Research,41.0,22.0,2020,0.5365853658536586,Douglas
Douglas County,Chemistry,18.0,1.0,2020,0.05555555555555555,Douglas
Douglas County,Computer Science A,20.0,5.0,2020,0.25,Douglas
Douglas County,Computer Science Principles,60.0,40.0,2020,0.6666666666666666,Douglas
Douglas County,Economics: Macro,67.0,33.0,2020,0.4925373134328358,Douglas
Douglas County,Eng. Language & Comp,116.0,53.0,2020,0.45689655172413796,Douglas
Douglas County,Eng. Literature & Comp,45.0,22.0,2020,0.4888888888888889,Douglas
Douglas County,Environmental Science,16.0,6.0,2020,0.375,Douglas
Douglas County,French Language,12.0,5.0,2020,0.4166666666666667,Douglas
Douglas County,Geography: Human,92.0,45.0,2020,0.4891304347826087,Douglas
Douglas County,Gov. & Pol. U.S.,15.0,6.0,2020,0.4,Douglas
Douglas County,Physics 1,18.0,6.0,2020,0.3333333333333333,Douglas
Douglas County,Psychology,39.0,19.0,2020,0.48717948717948717,Douglas
Douglas County,Spanish Language,24.0,15.0,2020,0.625,Douglas
Douglas County,Statistics,18.0,7.0,2020,0.3888888888888889,Douglas
Douglas County,U.S. History,139.0,57.0,2020,0.41007194244604317,Douglas
Douglas County,World History,177.0,70.0,2020,0.3954802259887006,Douglas
Effingham County,ALL Subjects,693.0,332.0,2020,0.4790764790764791,Effingham
Effingham County,Biology,58.0,36.0,2020,0.6206896551724138,Effingham
Effingham County,Calculus A,45.0,20.0,2020,0.4444444444444444,Effingham
Effingham County,Chemistry,40.0,7.0,2020,0.175,Effingham
Effingham County,Economics: Micro,22.0,16.0,2020,0.7272727272727273,Effingham
Effingham County,Eng. Language & Comp,76.0,44.0,2020,0.5789473684210527,Effingham
Effingham County,Eng. Literature & Comp,34.0,18.0,2020,0.5294117647058824,Effingham
Effingham County,Geography: Human,44.0,27.0,2020,0.6136363636363636,Effingham
Effingham County,Gov. & Pol. U.S.,126.0,55.0,2020,0.4365079365079365,Effingham
Effingham County,Physics 1,14.0,6.0,2020,0.42857142857142855,Effingham
Effingham County,Psychology,14.0,8.0,2020,0.5714285714285714,Effingham
Effingham County,Spanish Language,15.0,11.0,2020,0.7333333333333333,Effingham
Effingham County,Statistics,81.0,28.0,2020,0.345679012345679,Effingham
Effingham County,U.S. History,83.0,29.0,2020,0.3493975903614458,Effingham
Elbert County,ALL Subjects,115.0,24.0,2020,0.20869565217391303,Elbert
Elbert County,Economics: Macro,29.0,8.0,2020,0.27586206896551724,Elbert
Elbert County,Eng. Language & Comp,57.0,13.0,2020,0.22807017543859648,Elbert
Elbert County,Statistics,15.0,3.0,2020,0.2,Elbert
Emanuel County,ALL Subjects,11.0,4.0,2020,0.36363636363636365,Emanuel
Emanuel County,U.S. History,11.0,4.0,2020,0.36363636363636365,Emanuel
Fannin County,ALL Subjects,41.0,25.0,2020,0.6097560975609756,Fannin
Fannin County,Eng. Language & Comp,11.0,6.0,2020,0.5454545454545454,Fannin
Fannin County,U.S. History,17.0,13.0,2020,0.7647058823529411,Fannin
Fayette County,ALL Subjects,3617.0,2723.0,2020,0.75283384019906,Fayette
Fayette County,Art History,68.0,59.0,2020,0.8676470588235294,Fayette
Fayette County,Art: Studio 2-D Design,14.0,12.0,2020,0.8571428571428571,Fayette
Fayette County,Art: Studio Drawing,15.0,15.0,2020,1.0,Fayette
Fayette County,Biology,128.0,109.0,2020,0.8515625,Fayette
Fayette County,Calculus A,180.0,137.0,2020,0.7611111111111111,Fayette
Fayette County,Calculus BC,112.0,80.0,2020,0.7142857142857143,Fayette
Fayette County,Capstone,50.0,49.0,2020,0.98,Fayette
Fayette County,Capstone Research,33.0,23.0,2020,0.696969696969697,Fayette
Fayette County,Chemistry,76.0,41.0,2020,0.5394736842105263,Fayette
Fayette County,Computer Science A,68.0,49.0,2020,0.7205882352941176,Fayette
Fayette County,Computer Science Principles,102.0,61.0,2020,0.5980392156862745,Fayette
Fayette County,Economics: Micro,150.0,106.0,2020,0.7066666666666667,Fayette
Fayette County,Eng. Language & Comp,264.0,209.0,2020,0.7916666666666666,Fayette
Fayette County,Eng. Literature & Comp,162.0,122.0,2020,0.7530864197530864,Fayette
Fayette County,Environmental Science,162.0,104.0,2020,0.6419753086419753,Fayette
Fayette County,European History,64.0,50.0,2020,0.78125,Fayette
Fayette County,Geography: Human,249.0,175.0,2020,0.7028112449799196,Fayette
Fayette County,Gov. & Pol. U.S.,153.0,119.0,2020,0.7777777777777778,Fayette
Fayette County,Music Theory,20.0,17.0,2020,0.85,Fayette
Fayette County,Physics 1,178.0,117.0,2020,0.6573033707865169,Fayette
Fayette County,Physics 2,32.0,26.0,2020,0.8125,Fayette
Fayette County,Physics C: Mechanics,55.0,50.0,2020,0.9090909090909091,Fayette
Fayette County,Psychology,340.0,273.0,2020,0.8029411764705883,Fayette
Fayette County,Spanish Language,42.0,40.0,2020,0.9523809523809523,Fayette
Fayette County,Statistics,198.0,148.0,2020,0.7474747474747475,Fayette
Fayette County,U.S. History,306.0,246.0,2020,0.803921568627451,Fayette
Fayette County,World History,380.0,274.0,2020,0.7210526315789474,Fayette
Floyd County,ALL Subjects,545.0,299.0,2020,0.5486238532110091,Floyd
Floyd County,Biology,27.0,22.0,2020,0.8148148148148148,Floyd
Floyd County,Calculus A,11.0,2.0,2020,0.18181818181818182,Floyd
Floyd County,Capstone,102.0,78.0,2020,0.7647058823529411,Floyd
Floyd County,Capstone Research,50.0,29.0,2020,0.58,Floyd
Floyd County,Computer Science Principles,26.0,4.0,2020,0.15384615384615385,Floyd
Floyd County,Economics: Micro,11.0,1.0,2020,0.09090909090909091,Floyd
Floyd County,Eng. Language & Comp,108.0,61.0,2020,0.5648148148148148,Floyd
Floyd County,Eng. Literature & Comp,42.0,28.0,2020,0.6666666666666666,Floyd
Floyd County,Environmental Science,15.0,8.0,2020,0.5333333333333333,Floyd
Floyd County,Geography: Human,51.0,27.0,2020,0.5294117647058824,Floyd
Floyd County,Psychology,16.0,9.0,2020,0.5625,Floyd
Floyd County,U.S. History,70.0,25.0,2020,0.35714285714285715,Floyd
Forsyth County,ALL Subjects,10202.0,7789.0,2020,0.76347774946089,Forsyth
Forsyth County,Art History,10.0,8.0,2020,0.8,Forsyth
Forsyth County,Art: Studio 2-D Design,69.0,63.0,2020,0.9130434782608695,Forsyth
Forsyth County,Art: Studio Drawing,19.0,19.0,2020,1.0,Forsyth
Forsyth County,Biology,418.0,370.0,2020,0.8851674641148325,Forsyth
Forsyth County,Calculus A,282.0,205.0,2020,0.7269503546099291,Forsyth
Forsyth County,Calculus BC,339.0,307.0,2020,0.9056047197640118,Forsyth
Forsyth County,Capstone,140.0,128.0,2020,0.9142857142857143,Forsyth
Forsyth County,Capstone Research,112.0,52.0,2020,0.4642857142857143,Forsyth
Forsyth County,Chemistry,268.0,216.0,2020,0.8059701492537313,Forsyth
Forsyth County,Computer Science A,223.0,110.0,2020,0.49327354260089684,Forsyth
Forsyth County,Computer Science Principles,502.0,380.0,2020,0.7569721115537849,Forsyth
Forsyth County,Economics: Macro,129.0,101.0,2020,0.7829457364341085,Forsyth
Forsyth County,Economics: Micro,386.0,291.0,2020,0.7538860103626943,Forsyth
Forsyth County,Eng. Language & Comp,883.0,692.0,2020,0.7836919592298981,Forsyth
Forsyth County,Eng. Literature & Comp,379.0,279.0,2020,0.7361477572559367,Forsyth
Forsyth County,Environmental Science,569.0,375.0,2020,0.6590509666080844,Forsyth
Forsyth County,European History,37.0,22.0,2020,0.5945945945945946,Forsyth
Forsyth County,French Language,17.0,12.0,2020,0.7058823529411765,Forsyth
Forsyth County,Geography: Human,978.0,773.0,2020,0.7903885480572597,Forsyth
Forsyth County,German Language,17.0,13.0,2020,0.7647058823529411,Forsyth
Forsyth County,Gov. & Pol. U.S.,363.0,257.0,2020,0.7079889807162535,Forsyth
Forsyth County,Music Theory,19.0,14.0,2020,0.7368421052631579,Forsyth
Forsyth County,Physics 1,361.0,232.0,2020,0.6426592797783933,Forsyth
Forsyth County,Physics 2,51.0,45.0,2020,0.8823529411764706,Forsyth
Forsyth County,Physics C: Elec & Magnetism,39.0,35.0,2020,0.8974358974358975,Forsyth
Forsyth County,Physics C: Mechanics,187.0,165.0,2020,0.8823529411764706,Forsyth
Forsyth County,Psychology,913.0,735.0,2020,0.8050383351588171,Forsyth
Forsyth County,Spanish Language,172.0,155.0,2020,0.9011627906976745,Forsyth
Forsyth County,Spanish Literature,19.0,13.0,2020,0.6842105263157895,Forsyth
Forsyth County,Statistics,492.0,378.0,2020,0.7682926829268293,Forsyth
Forsyth County,U.S. History,905.0,600.0,2020,0.6629834254143646,Forsyth
Forsyth County,World History,888.0,733.0,2020,0.8254504504504504,Forsyth
Gilmer County,ALL Subjects,156.0,82.0,2020,0.5256410256410257,Gilmer
Gilmer County,Biology,18.0,13.0,2020,0.7222222222222222,Gilmer
Gilmer County,Calculus A,14.0,6.0,2020,0.42857142857142855,Gilmer
Gilmer County,Eng. Language & Comp,15.0,4.0,2020,0.26666666666666666,Gilmer
Gilmer County,Eng. Literature & Comp,11.0,4.0,2020,0.36363636363636365,Gilmer
Gilmer County,Psychology,20.0,16.0,2020,0.8,Gilmer
Gilmer County,U.S. History,37.0,9.0,2020,0.24324324324324326,Gilmer
Gilmer County,World History,29.0,21.0,2020,0.7241379310344828,Gilmer
Glynn County,ALL Subjects,831.0,490.0,2020,0.5896510228640193,Glynn
Glynn County,Biology,43.0,26.0,2020,0.6046511627906976,Glynn
Glynn County,Calculus A,10.0,1.0,2020,0.1,Glynn
Glynn County,Calculus BC,28.0,23.0,2020,0.8214285714285714,Glynn
Glynn County,Computer Science Principles,15.0,10.0,2020,0.6666666666666666,Glynn
Glynn County,Economics: Macro,12.0,11.0,2020,0.9166666666666666,Glynn
Glynn County,Economics: Micro,94.0,58.0,2020,0.6170212765957447,Glynn
Glynn County,Eng. Language & Comp,50.0,36.0,2020,0.72,Glynn
Glynn County,Eng. Literature & Comp,18.0,11.0,2020,0.6111111111111112,Glynn
Glynn County,Environmental Science,98.0,46.0,2020,0.46938775510204084,Glynn
Glynn County,Geography: Human,72.0,47.0,2020,0.6527777777777778,Glynn
Glynn County,Gov. & Pol. Comp,25.0,20.0,2020,0.8,Glynn
Glynn County,Gov. & Pol. U.S.,44.0,18.0,2020,0.4090909090909091,Glynn
Glynn County,Physics 1,33.0,16.0,2020,0.48484848484848486,Glynn
Glynn County,Psychology,40.0,23.0,2020,0.575,Glynn
Glynn County,Statistics,52.0,31.0,2020,0.5961538461538461,Glynn
Glynn County,U.S. History,75.0,43.0,2020,0.5733333333333334,Glynn
Glynn County,World History,83.0,46.0,2020,0.5542168674698795,Glynn
Gordon County,ALL Subjects,145.0,53.0,2020,0.36551724137931035,Gordon
Gordon County,Calculus A,11.0,5.0,2020,0.45454545454545453,Gordon
Gordon County,Environmental Science,19.0,4.0,2020,0.21052631578947367,Gordon
Gordon County,Geography: Human,17.0,8.0,2020,0.47058823529411764,Gordon
Gordon County,Gov. & Pol. U.S.,23.0,6.0,2020,0.2608695652173913,Gordon
Gordon County,U.S. History,53.0,16.0,2020,0.3018867924528302,Gordon
Grady County,ALL Subjects,266.0,68.0,2020,0.2556390977443609,Grady
Grady County,Calculus A,13.0,3.0,2020,0.23076923076923078,Grady
Grady County,Eng. Language & Comp,63.0,22.0,2020,0.3492063492063492,Grady
Grady County,Physics 1,25.0,2.0,2020,0.08,Grady
Grady County,Psychology,62.0,18.0,2020,0.2903225806451613,Grady
Grady County,U.S. History,23.0,4.0,2020,0.17391304347826086,Grady
Grady County,World History,62.0,13.0,2020,0.20967741935483872,Grady
Greene County,ALL Subjects,40.0,11.0,2020,0.275,Greene
Greene County,U.S. History,16.0,2.0,2020,0.125,Greene
Gwinnett County,ALL Subjects,26205.0,17720.0,2020,0.676206830757489,Gwinnett
Gwinnett County,Art History,19.0,10.0,2020,0.5263157894736842,Gwinnett
Gwinnett County,Art: Studio 2-D Design,123.0,117.0,2020,0.9512195121951219,Gwinnett
Gwinnett County,Art: Studio Drawing,93.0,90.0,2020,0.967741935483871,Gwinnett
Gwinnett County,Biology,1308.0,1008.0,2020,0.7706422018348624,Gwinnett
Gwinnett County,Calculus A,1191.0,741.0,2020,0.6221662468513854,Gwinnett
Gwinnett County,Calculus BC,772.0,604.0,2020,0.7823834196891192,Gwinnett
Gwinnett County,Capstone,235.0,209.0,2020,0.8893617021276595,Gwinnett
Gwinnett County,Capstone Research,119.0,98.0,2020,0.8235294117647058,Gwinnett
