name,city,stabbr,basic2021,enrprofile2021,sector,control,hbcu,hsi,msi,womens,selindex,rooms,ugtenr20,tribal
College of the Atlantic,Bar Harbor,ME,5,3,2,2,0,0,0,0,2.0,195,366,0
Bates College,Lewiston,ME,5,2,2,2,0,0,0,0,3.0,1882,1876,0
Beal University,Bangor,ME,0,1,3,3,0,0,0,0,,0,493,0
Bowdoin College,Brunswick,ME,5,2,2,2,0,0,0,0,3.0,1749,1777,0
Maine College of Health Professions,Lewiston,ME,1,2,2,2,0,0,0,0,0.0,0,216,0
Central Maine Community College,Auburn,ME,0,1,4,1,0,0,0,0,,250,3115,0
Colby College,Waterville,ME,5,2,2,2,0,0,0,0,3.0,2085,2155,0
Eastern Maine Community College,Bangor,ME,0,1,4,1,0,0,0,0,,253,2042,0
Kennebec Valley Community College,Fairfield,ME,0,1,4,1,0,0,0,0,,0,2297,0
The Landing School,Arundel,ME,1,1,5,2,0,0,0,0,,0,48,0
University of Maine at Augusta,Augusta,ME,5,3,1,1,0,0,0,0,1.0,64,4165,0
University of Maine at Farmington,Farmington,ME,5,3,1,1,0,0,0,0,1.0,997,1582,0
University of Maine at Fort Kent,Fort Kent,ME,5,2,1,1,0,0,0,0,1.0,255,1624,0
University of Maine at Machias,Machias,ME,5,2,1,1,0,0,0,0,1.0,209,762,0
University of Maine,Orono,ME,2,4,1,1,0,0,0,0,1.0,3117,9465,0
Maine Maritime Academy,Castine,ME,5,3,1,1,0,0,0,0,1.0,652,928,0
University of Maine at Presque Isle,Presque Isle,ME,5,2,1,1,0,0,0,0,1.0,332,1467,0
University of New England,Biddeford,ME,2,6,2,2,0,0,0,0,1.0,1580,4065,0
Northern Maine Community College,Presque Isle,ME,0,1,4,1,0,0,0,0,,138,775,0
Maine College of Art & Design,Portland,ME,1,4,2,2,0,0,0,0,2.0,303,380,0
Saint Joseph's College of Maine,Standish,ME,4,4,2,2,0,0,0,0,2.0,707,1329,0
Southern Maine Community College,South Portland,ME,0,1,4,1,0,0,0,0,,555,5789,0
University of Southern Maine,Portland,ME,4,4,1,1,0,0,0,0,1.0,1092,6098,0
Thomas College,Waterville,ME,4,3,2,2,0,0,0,0,1.0,573,1601,0
Unity Environmental University,Unity,ME,4,4,2,2,0,0,0,0,1.0,570,1193,0
Washington County Community College,Calais,ME,0,1,4,1,0,0,0,0,,125,354,0
Allegany College of Maryland,Cumberland,MD,0,1,4,1,0,0,0,0,,232,2523,0
Anne Arundel Community College,Arnold,MD,0,1,4,1,0,0,0,0,,0,11948,0
Baltimore City Community College,Baltimore,MD,0,1,4,1,0,0,0,0,,0,4181,0
University of Baltimore,Baltimore,MD,4,6,1,1,0,0,0,0,0.0,0,1899,0
Bowie State University,Bowie,MD,4,4,1,1,1,0,1,0,1.0,1400,5354,0
Capitol Technology University,Laurel,MD,3,5,2,2,0,0,0,0,1.0,198,361,0
Cecil College,North East,MD,0,1,4,1,0,0,0,0,,0,2090,0
College of Southern Maryland,La Plata,MD,0,1,4,1,0,0,0,0,,0,6164,0
Chesapeake College,Wye Mills,MD,0,1,4,1,0,0,0,0,,0,1904,0
Washington Adventist University,Takoma Park,MD,4,3,2,2,0,0,0,0,1.0,400,845,0
Coppin State University,Baltimore,MD,4,3,1,1,1,0,1,0,1.0,630,2108,0
Frederick Community College,Frederick,MD,0,1,4,1,0,0,0,0,,0,5756,0
Frostburg State University,Frostburg,MD,4,4,1,1,0,0,0,0,1.0,1150,4119,0
Garrett College,McHenry,MD,0,1,4,1,0,0,0,0,,172,624,0
Goucher College,Baltimore,MD,5,4,2,2,0,0,0,0,2.0,1251,1114,0
Hagerstown Community College,Hagerstown,MD,0,1,4,1,0,0,0,0,,0,3433,0
Harford Community College,Bel Air,MD,0,1,4,1,0,0,0,0,,0,5256,0
Hood College,Frederick,MD,4,5,2,2,0,0,0,0,2.0,870,1187,0
Howard Community College,Columbia,MD,0,1,4,1,0,0,0,0,,0,9566,0
Johns Hopkins University,Baltimore,MD,2,6,2,2,0,0,0,0,3.0,2762,6331,0
Lincoln College of Technology-Columbia,Columbia,MD,0,1,6,3,0,0,0,0,,0,870,0
Loyola University Maryland,Baltimore,MD,4,4,2,2,0,0,0,0,1.0,3700,3822,0
University of Maryland Global Campus,Adelphi,MD,4,4,1,1,0,0,0,0,1.0,0,47080,0
"University of Maryland, Baltimore",Baltimore,MD,1,6,1,1,0,0,0,0,0.0,424,898,0
University of Maryland-Baltimore County,Baltimore,MD,2,4,1,1,0,0,0,0,3.0,4022,10932,0
University of Maryland-College Park,College Park,MD,2,4,1,1,0,0,0,0,3.0,12025,30875,0
Maryland Institute College of Art,Baltimore,MD,1,4,2,2,0,0,0,0,1.0,997,1331,0
University of Maryland Eastern Shore,Princess Anne,MD,2,4,1,1,1,0,1,0,1.0,1798,2069,0
Montgomery College,Rockville,MD,0,1,4,1,0,0,0,0,,0,20037,0
Morgan State University,Baltimore,MD,2,4,1,1,1,0,1,0,1.0,2718,6270,0
Mount St. Mary's University,Emmitsburg,MD,4,4,2,2,0,0,0,0,1.0,1432,2071,0
Ner Israel Rabbinical College,Baltimore,MD,1,5,2,2,0,0,0,0,1.0,370,305,0
Notre Dame of Maryland University,Baltimore,MD,4,6,2,2,0,0,0,1,2.0,348,755,0
Prince George's Community College,Largo,MD,0,1,4,1,0,0,0,0,,0,11357,0
Salisbury University,Salisbury,MD,4,3,1,1,0,0,0,0,2.0,2248,7150,0
St. Mary's College of Maryland,St. Mary's City,MD,5,3,1,1,0,0,0,0,2.0,1507,1486,0
St. John's College,Annapolis,MD,5,4,2,2,0,0,0,0,2.0,383,383,0
Towson University,Towson,MD,4,3,1,1,0,0,0,0,2.0,5529,18730,0
Maryland University of Integrative Health,Laurel,MD,1,7,2,2,0,0,0,0,0.0,0,0,0
Uniformed Services University of the Health Sciences,Bethesda,MD,1,6,1,1,0,0,0,0,0.0,0,1509,0
United States Naval Academy,Annapolis,MD,5,2,1,1,0,0,0,0,3.0,4667,4594,0
Stevenson University,Stevenson,MD,4,3,2,2,0,0,0,0,1.0,1692,3027,0
Washington College,Chestertown,MD,5,2,2,2,0,0,0,0,1.0,1293,1089,0
McDaniel College,Westminster,MD,4,5,2,2,0,0,0,0,1.0,1410,1804,0
Wor-Wic Community College,Salisbury,MD,0,1,4,1,0,0,0,0,,0,2705,0
Hult International Business School,Cambridge,MA,1,6,2,2,0,0,0,0,3.0,500,624,0
American International College,Springfield,MA,3,5,2,2,0,0,0,0,1.0,860,1381,0
Amherst College,Amherst,MA,5,2,2,2,0,0,0,0,3.0,1858,1745,0
Anna Maria College,Paxton,MA,4,4,2,2,0,0,0,0,1.0,636,1126,0
Assumption University,Worcester,MA,4,4,2,2,0,0,0,0,1.0,1495,2027,0
Babson College,Wellesley,MA,1,4,2,2,0,0,0,0,3.0,2015,2457,0
Boston Baptist College,Boston,MA,1,2,2,2,0,0,0,0,1.0,120,60,0
Bay Path University,Longmeadow,MA,4,5,2,2,0,0,0,1,1.0,400,1795,0
Bay State College,Boston,MA,5,2,3,3,0,0,0,0,0.0,70,691,0
Bentley University,Waltham,MA,4,4,2,2,0,0,0,0,3.0,3350,4061,0
Berklee College of Music,Boston,MA,4,4,2,2,0,0,0,0,3.0,1406,6004,0
Berkshire Community College,Pittsfield,MA,0,1,4,1,0,0,0,0,,0,1465,0
Boston Architectural College,Boston,MA,1,6,2,2,0,0,0,0,1.0,30,336,0
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,1,7,2,2,0,0,0,0,0.0,0,0,0
Boston College,Chestnut Hill,MA,2,5,2,2,0,0,0,0,3.0,7611,9780,0
Boston University,Boston,MA,2,5,2,2,0,0,0,0,3.0,10551,16872,0
Brandeis University,Waltham,MA,2,5,2,2,0,0,0,0,3.0,2950,3493,0
Bridgewater State University,Bridgewater,MA,4,4,1,1,0,0,0,0,1.0,3304,9028,0
Bristol Community College,Fall River,MA,0,1,4,1,0,0,0,0,,0,6256,0
Bunker Hill Community College,Boston,MA,0,1,4,1,0,0,0,0,,0,9924,0
Cambridge College,Boston,MA,4,6,2,2,0,0,0,0,1.0,0,1165,0
Cape Cod Community College,West Barnstable,MA,0,1,4,1,0,0,0,0,,0,2710,0
Laboure College of Healthcare,Milton,MA,1,2,2,2,0,0,0,0,0.0,0,1188,0
Clark University,Worcester,MA,2,5,2,2,0,0,0,0,3.0,1523,2233,0
Conway School of Landscape Design,Northampton,MA,1,7,2,2,0,0,0,0,0.0,0,0,0
Curry College,Milton,MA,4,3,2,2,0,0,0,0,1.0,1475,2206,0
Dean College,Franklin,MA,5,2,2,2,0,0,0,0,2.0,1049,1180,0
Eastern Nazarene College,Quincy,MA,4,4,2,2,0,0,0,0,1.0,594,541,0
Emerson College,Boston,MA,4,4,2,2,0,0,0,0,3.0,2386,3708,0
Emmanuel College,Boston,MA,5,3,2,2,0,0,0,0,2.0,1465,1838,0
Endicott College,Beverly,MA,4,4,2,2,0,0,0,0,2.0,2558,3076,0
Fisher College,Boston,MA,5,3,2,2,0,0,0,0,0.0,369,1311,0
Fitchburg State University,Fitchburg,MA,4,5,1,1,0,0,0,0,1.0,1737,3815,0
Framingham State University,Framingham,MA,4,4,1,1,0,0,0,0,1.0,1972,3520,0
Benjamin Franklin Cummings Institute of Technology,Boston,MA,5,2,2,2,0,0,0,0,1.0,0,463,0
Gordon College,Wenham,MA,5,4,2,2,0,0,0,0,2.0,1390,1451,0
Gordon-Conwell Theological Seminary,South Hamilton,MA,1,7,2,2,0,0,0,0,0.0,327,0,0
Greenfield Community College,Greenfield,MA,0,1,4,1,0,0,0,0,,0,1620,0
Hampshire College,Amherst,MA,5,2,2,2,0,0,0,0,2.0,1180,522,0
Harvard University,Cambridge,MA,2,6,2,2,0,0,0,0,3.0,13694,8527,0
Hebrew College,Newton Centre,MA,1,6,2,2,0,0,0,0,0.0,0,26,0
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,5,6,2,2,0,0,0,0,2.0,225,46,0
College of the Holy Cross,Worcester,MA,5,2,2,2,0,0,0,0,3.0,2507,2970,0
Holyoke Community College,Holyoke,MA,0,1,4,1,0,0,0,0,,0,4209,0
Lasell University,Newton,MA,4,4,2,2,0,0,0,0,2.0,1325,1492,0
Lawrence Memorial/Regis College School of Nursing,Medford,MA,1,1,5,2,0,0,0,0,,0,288,0
Lesley University,Cambridge,MA,3,5,2,2,0,0,0,0,1.0,799,1861,0
Longy School of Music of Bard College,Cambridge,MA,1,6,2,2,0,0,0,0,0.0,0,40,0
University of Massachusetts-Lowell,Lowell,MA,2,4,1,1,0,0,0,0,2.0,4787,13813,0
University of Massachusetts-Amherst,Amherst,MA,2,4,1,1,0,0,0,0,3.0,14015,24233,0
University of Massachusetts-Boston,Boston,MA,2,4,1,1,0,0,0,0,2.0,1077,12871,0
Massachusetts Bay Community College,Wellesley Hills,MA,0,1,4,1,0,0,0,0,,0,3762,0
MCPHS University,Boston,MA,1,5,2,2,0,0,0,0,1.0,1349,3970,0
Massachusetts College of Art and Design,Boston,MA,1,3,1,1,0,0,0,0,2.0,919,1770,0
Massachusetts Institute of Technology,Cambridge,MA,2,6,2,2,0,0,0,0,3.0,5965,4361,0
Massachusetts Maritime Academy,Buzzards Bay,MA,4,3,1,1,0,0,0,0,2.0,1615,1538,0
University of Massachusetts Chan Medical School,Worcester,MA,1,7,1,1,0,0,0,0,0.0,0,0,0
William James College,Newton,MA,1,6,2,2,0,0,0,0,0.0,0,30,0
Massasoit Community College,Brockton,MA,0,1,4,1,0,0,0,0,,0,5665,0
Merrimack College,North Andover,MA,4,4,2,2,0,0,0,0,1.0,2603,4202,0
MGH Institute of Health Professions,Boston,MA,1,6,2,2,0,0,0,0,0.0,0,170,0
Middlesex Community College,Bedford,MA,0,1,4,1,0,0,0,0,,0,6885,0
Montserrat College of Art,Beverly,MA,5,2,2,2,0,0,0,0,1.0,263,362,0
Mount Holyoke College,South Hadley,MA,5,3,2,2,0,0,0,1,3.0,2180,1915,0
Mount Wachusett Community College,Gardner,MA,0,1,4,1,0,0,0,0,,0,3187,0
The New England Conservatory of Music,Boston,MA,1,5,2,2,0,0,0,0,3.0,256,404,0
New England College of Optometry,Boston,MA,1,7,2,2,0,0,0,0,0.0,0,0,0
New England Law-Boston,Boston,MA,1,7,2,2,0,0,0,0,0.0,0,0,0
Nichols College,Dudley,MA,4,3,2,2,0,0,0,0,1.0,889,1279,0
Massachusetts College of Liberal Arts,North Adams,MA,5,3,1,1,0,0,0,0,1.0,1020,1076,0
North Shore Community College,Danvers,MA,0,1,4,1,0,0,0,0,,0,4783,0
Northeastern University,Boston,MA,2,5,2,2,0,0,0,0,3.0,10011,15156,0
Northern Essex Community College,Haverhill,MA,0,1,4,1,0,1,1,0,,0,4715,0
College of Our Lady of the Elms,Chicopee,MA,4,4,2,2,0,0,0,0,2.0,417,1030,0
Pine Manor College,Chestnut Hill,MA,5,3,2,2,0,0,0,0,2.0,450,184,0
Pope St John XXIII National Seminary,Weston,MA,1,7,2,2,0,0,0,0,0.0,80,0,0
Quincy College,Quincy,MA,0,1,4,1,0,0,0,0,,0,3154,0
Quinsigamond Community College,Worcester,MA,0,1,4,1,0,0,0,0,,0,6942,0
Regis College,Weston,MA,4,5,2,2,0,0,0,0,1.0,770,1307,0
Roxbury Community College,Roxbury Crossing,MA,0,1,4,1,0,0,0,0,,0,1200,0
Saint John's Seminary,Brighton,MA,1,6,2,2,0,0,0,0,0.0,94,22,0
Salem State University,Salem,MA,4,4,1,1,0,0,0,0,1.0,2282,5716,0
Simmons University,Boston,MA,3,6,2,2,0,0,0,1,2.0,988,1736,0
Bard College at Simon's Rock,Great Barrington,MA,5,2,2,2,0,0,0,0,1.0,443,343,0
Smith College,Northampton,MA,5,4,2,2,0,0,0,1,3.0,2330,2183,0
Springfield College,Springfield,MA,3,5,2,2,0,0,0,0,3.0,2129,2188,0
Springfield Technical Community College,Springfield,MA,0,1,4,1,0,0,0,0,,0,4327,0
University of Massachusetts-Dartmouth,North Dartmouth,MA,2,4,1,1,0,0,0,0,2.0,4016,6027,0
Stonehill College,Easton,MA,5,3,2,2,0,0,0,0,2.0,2191,2428,0
Suffolk University,Boston,MA,3,5,2,2,0,0,0,0,2.0,1545,4397,0
Tufts University,Medford,MA,2,5,2,2,0,0,0,0,3.0,4070,6114,0
Wellesley College,Wellesley,MA,5,2,2,2,0,0,0,1,3.0,2198,2280,0
Wentworth Institute of Technology,Boston,MA,4,3,2,2,0,0,0,0,2.0,2146,4222,0
Western New England University,Springfield,MA,3,4,2,2,0,0,0,0,1.0,2000,2552,0
Westfield State University,Westfield,MA,4,4,1,1,0,0,0,0,1.0,2492,4633,0
Wheaton College,Norton,MA,5,2,2,2,0,0,0,0,3.0,1768,1670,0
Williams College,Williamstown,MA,5,3,2,2,0,0,0,0,3.0,2054,1962,0
Worcester Polytechnic Institute,Worcester,MA,2,4,2,2,0,0,0,0,2.0,2217,4892,0
Worcester State University,Worcester,MA,4,3,1,1,0,0,0,0,2.0,1577,4958,0
Adrian College,Adrian,MI,5,3,2,2,0,0,0,0,1.0,1690,1788,0
Albion College,Albion,MI,5,2,2,2,0,0,0,0,1.0,1727,1506,0
Alma College,Alma,MI,5,2,2,2,0,0,0,0,2.0,1369,1435,0
Alpena Community College,Alpena,MI,0,2,1,1,0,0,0,0,1.0,64,1436,0
Andrews University,Berrien Springs,MI,3,5,2,2,0,0,0,0,2.0,1244,1579,0
Aquinas College,Grand Rapids,MI,5,3,2,2,0,0,0,0,2.0,922,1372,0
Baker College,Owosso,MI,4,3,2,2,0,0,0,0,0.0,940,5680,0
Bay de Noc Community College,Escanaba,MI,0,1,4,1,0,0,0,0,,100,1898,0
Calvin University,Grand Rapids,MI,4,3,2,2,0,0,0,0,2.0,2517,3181,0
Calvin Theological Seminary,Grand Rapids,MI,1,7,2,2,0,0,0,0,0.0,189,0,0
Michigan School of Psychology,Farmington Hills,MI,1,7,2,2,0,0,0,0,0.0,0,0,0
Central Michigan University,Mount Pleasant,MI,2,4,1,1,0,0,0,0,2.0,6120,13031,0
Mott Community College,Flint,MI,0,1,4,1,0,0,0,0,,0,5920,0
Cleary University,Howell,MI,1,4,2,2,0,0,0,0,2.0,214,509,0
Concordia University-Ann Arbor,Ann Arbor,MI,4,4,2,2,0,0,0,0,1.0,506,1002,0
Cranbrook Academy of Art,Bloomfield Hills,MI,1,7,2,2,0,0,0,0,0.0,85,0,0
College for Creative Studies,Detroit,MI,1,3,2,2,0,0,0,0,2.0,626,1462,0
Davenport University,Grand Rapids,MI,4,4,2,2,0,0,0,0,0.0,852,4999,0
Delta College,University Center,MI,0,1,4,1,0,0,0,0,,0,6954,0
MIAT College of Technology,Canton,MI,1,1,6,3,0,0,0,0,,0,1537,0
University of Detroit Mercy,Detroit,MI,3,5,2,2,0,0,0,0,2.0,965,2633,0
Eastern Michigan University,Ypsilanti,MI,2,4,1,1,0,0,0,0,1.0,3946,13572,0
Ferris State University,Big Rapids,MI,3,4,1,1,0,0,0,0,1.0,3219,9929,0
Glen Oaks Community College,Centreville,MI,0,1,4,1,0,0,0,0,,108,950,0
Kettering University,Flint,MI,4,4,2,2,0,0,0,0,3.0,437,1659,0
Gogebic Community College,Ironwood,MI,0,1,4,1,0,0,0,0,,96,896,0
Grace Christian University,Wyoming,MI,5,3,2,2,0,0,0,0,1.0,193,1009,0
Cornerstone University,Grand Rapids,MI,4,4,2,2,0,0,0,0,2.0,720,1461,0
Grand Rapids Community College,Grand Rapids,MI,0,1,4,1,0,0,0,0,,0,12107,0
Grand Valley State University,Allendale,MI,3,3,1,1,0,0,0,0,1.0,6012,20405,0
Great Lakes Christian College,Lansing,MI,5,2,2,2,0,0,0,0,1.0,81,169,0
Henry Ford College,Dearborn,MI,0,2,1,1,0,0,0,0,1.0,0,11345,0
Hillsdale College,Hillsdale,MI,5,3,2,2,0,0,0,0,3.0,1093,1466,0
Hope College,Holland,MI,5,2,2,2,0,0,0,0,2.0,2445,3061,0
Jackson College,Jackson,MI,0,2,1,1,0,0,0,0,1.0,392,4140,0
Kalamazoo College,Kalamazoo,MI,5,2,2,2,0,0,0,0,2.0,881,1451,0
Kalamazoo Valley Community College,Kalamazoo,MI,0,1,4,1,0,0,0,0,,0,6656,0
Kellogg Community College,Battle Creek,MI,0,1,4,1,0,0,0,0,,0,3469,0
Kirtland Community College,Grayling,MI,0,1,4,1,0,0,0,0,,0,1330,0
Lake Michigan College,Benton Harbor,MI,0,2,4,1,0,0,0,0,1.0,188,2499,0
Lake Superior State University,Sault Ste Marie,MI,5,2,1,1,0,0,0,0,1.0,989,1909,0
Lansing Community College,Lansing,MI,0,1,4,1,0,0,0,0,,0,10306,0
Lawrence Technological University,Southfield,MI,4,4,2,2,0,0,0,0,1.0,967,2138,0
Macomb Community College,Warren,MI,0,1,4,1,0,0,0,0,,0,16736,0
Madonna University,Livonia,MI,4,4,2,2,0,0,0,0,1.0,430,2291,0
Rochester University,Rochester Hills,MI,5,3,2,2,0,0,0,0,1.0,310,1198,0
University of Michigan-Ann Arbor,Ann Arbor,MI,2,5,1,1,0,0,0,0,3.0,12242,31329,0
Michigan State University,East Lansing,MI,2,4,1,1,0,0,0,0,2.0,17445,38491,0
Michigan Technological University,Houghton,MI,2,4,1,1,0,0,0,0,3.0,3267,5640,0
University of Michigan-Dearborn,Dearborn,MI,4,4,1,1,0,0,0,0,2.0,0,6725,0
University of Michigan-Flint,Flint,MI,3,4,1,1,0,0,0,0,1.0,715,5424,0
Mid Michigan College,Harrison,MI,0,1,4,1,0,0,0,0,,0,3291,0
Monroe County Community College,Monroe,MI,0,1,4,1,0,0,0,0,,0,2302,0
Montcalm Community College,Sidney,MI,0,1,4,1,0,0,0,0,,0,1414,0
Muskegon Community College,Muskegon,MI,0,1,4,1,0,0,0,0,,0,3456,0
North Central Michigan College,Petoskey,MI,0,1,4,1,0,0,0,0,,120,1748,0
Northern Michigan University,Marquette,MI,4,3,1,1,0,0,0,0,2.0,2892,6734,0
Northwestern Michigan College,Traverse City,MI,0,2,1,1,0,0,0,0,1.0,511,3278,0
Northwood University,Midland,MI,1,3,2,2,0,0,0,0,1.0,944,2254,0
Oakland Community College,Bloomfield Hills,MI,0,1,4,1,0,0,0,0,,0,14511,0
Oakland University,Rochester Hills,MI,2,4,1,1,0,0,0,0,2.0,3330,15100,0
The University of Olivet,Olivet,MI,5,3,2,2,0,0,0,0,1.0,781,968,0
Kuyper College,Grand Rapids,MI,5,3,2,2,0,0,0,0,1.0,162,140,0
Sacred Heart Major Seminary,Detroit,MI,5,5,2,2,0,0,0,0,0.0,100,253,0
Saginaw Valley State University,University Center,MI,4,3,1,1,0,0,0,0,1.0,2237,7203,0
Schoolcraft College,Livonia,MI,0,2,1,1,0,0,0,0,1.0,0,8116,0
Siena Heights University,Adrian,MI,4,3,2,2,0,0,0,0,2.0,663,1841,0
St Clair County Community College,Port Huron,MI,0,1,4,1,0,0,0,0,,70,3315,0
Southwestern Michigan College,Dowagiac,MI,0,1,4,1,0,0,0,0,,390,1759,0
Spring Arbor University,Spring Arbor,MI,4,6,2,2,0,0,0,0,2.0,1097,1350,0
Finlandia University,Hancock,MI,5,2,2,2,0,0,0,0,1.0,178,402,0
Western Michigan University-Thomas M. Cooley Law School,Lansing,MI,1,7,2,2,0,0,0,0,0.0,0,0,0
Walsh College,Troy,MI,1,6,2,2,0,0,0,0,0.0,0,722,0
Washtenaw Community College,Ann Arbor,MI,0,1,4,1,0,0,0,0,,0,11140,0
Wayne County Community College District,Detroit,MI,0,1,4,1,0,0,0,0,,0,10748,0
Wayne State University,Detroit,MI,2,5,1,1,0,0,0,0,2.0,3197,17503,0
West Shore Community College,Scottville,MI,0,1,4,1,0,0,0,0,,0,1058,0
Western Michigan University,Kalamazoo,MI,2,4,1,1,0,0,0,0,2.0,5232,15969,0
Western Theological Seminary,Holland,MI,1,7,2,2,0,0,0,0,0.0,126,0,0
Academy College,Bloomington,MN,1,2,3,3,0,0,0,0,1.0,0,95,0
Alexandria Technical & Community College,Alexandria,MN,0,1,4,1,0,0,0,0,,0,2549,0
Anoka Technical College,Anoka,MN,0,1,4,1,0,0,0,0,,0,1683,0
Anoka-Ramsey Community College,Coon Rapids,MN,0,1,4,1,0,0,0,0,,0,8482,0
Augsburg University,Minneapolis,MN,4,4,2,2,0,0,0,0,1.0,1079,2512,0
Riverland Community College,Austin,MN,0,1,4,1,0,0,0,0,,0,3494,0
Northwest Technical College,Bemidji,MN,0,1,4,1,0,0,0,0,,0,825,0
Bemidji State University,Bemidji,MN,4,3,1,1,0,0,0,0,1.0,1267,4165,0
Bethany Lutheran College,Mankato,MN,5,2,2,2,0,0,0,0,2.0,520,769,0
Bethel University,Saint Paul,MN,3,4,2,2,0,0,0,0,2.0,1819,2722,0
Central Lakes College-Brainerd,Brainerd,MN,0,1,4,1,0,0,0,0,,0,4491,0
Carleton College,Northfield,MN,5,2,2,2,0,0,0,0,3.0,1854,1940,0
Concordia College at Moorhead,Moorhead,MN,5,3,2,2,0,0,0,0,2.0,1321,1943,0
Concordia University-Saint Paul,Saint Paul,MN,4,5,2,2,0,0,0,0,2.0,500,3578,0
Dakota County Technical College,Rosemount,MN,0,1,4,1,0,0,0,0,,0,2319,0
Martin Luther College,New Ulm,MN,1,3,2,2,0,0,0,0,2.0,731,850,0
Lake Superior College,Duluth,MN,0,1,4,1,0,0,0,0,,0,4762,0
Minnesota State Community and Technical College,Fergus Falls,MN,0,1,4,1,0,0,0,0,,152,5757,0
Minnesota West Community and Technical College,Granite Falls,MN,0,1,4,1,0,0,0,0,,14,3253,0
Gustavus Adolphus College,Saint Peter,MN,5,2,2,2,0,0,0,0,2.0,2124,2230,0
Hamline University,Saint Paul,MN,4,4,2,2,0,0,0,0,2.0,779,1925,0
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,MN,1,7,2,2,0,0,0,0,0.0,0,0,0
Hennepin Technical College,Brooklyn Park,MN,0,1,4,1,0,0,0,0,,0,4094,0
Minnesota North College,Hibbing,MN,0,1,4,1,0,0,0,0,,112,913,0
Inver Hills Community College,Inver Grove Heights,MN,0,1,4,1,0,0,0,0,,0,4071,0
Minnesota North College - Itasca,Grand Rapids,MN,0,1,4,1,0,0,0,0,,116,1058,0
Luther Seminary,Saint Paul,MN,1,7,2,2,0,0,0,0,0.0,155,0,0
Macalester College,Saint Paul,MN,5,2,2,2,0,0,0,0,3.0,1300,2049,0
South Central College,North Mankato,MN,0,1,4,1,0,0,0,0,,0,2653,0
Minnesota State University-Mankato,Mankato,MN,4,3,1,1,0,0,0,0,1.0,2926,12938,0
Mayo Clinic College of Medicine and Science,Rochester,MN,1,6,2,2,0,0,0,0,0.0,0,283,0
Minnesota North College - Mesabi Range Virginia,Virginia,MN,0,1,4,1,0,0,0,0,,0,926,0
Metropolitan State University,Saint Paul,MN,4,4,1,1,0,0,0,0,0.0,0,6649,0
University of Minnesota-Twin Cities,Minneapolis,MN,2,5,1,1,0,0,0,0,3.0,7414,36061,0
University of Minnesota-Crookston,Crookston,MN,5,2,1,1,0,0,0,0,2.0,596,2530,0
Minneapolis College of Art and Design,Minneapolis,MN,1,3,2,2,0,0,0,0,3.0,291,670,0
Minneapolis Community and Technical College,Minneapolis,MN,0,1,4,1,0,0,0,0,,0,6429,0
Herzing University-Minneapolis,St. Louis Park,MN,1,3,2,2,0,0,0,0,0.0,0,620,0
University of Minnesota-Duluth,Duluth,MN,4,3,1,1,0,0,0,0,2.0,2962,9301,0
University of Minnesota-Morris,Morris,MN,5,2,1,1,0,0,0,0,2.0,1023,1339,0
Minnesota State University Moorhead,Moorhead,MN,4,4,1,1,0,0,0,0,2.0,1641,4445,0
North Hennepin Community College,Brooklyn Park,MN,0,1,4,1,0,0,0,0,,0,5756,0
Normandale Community College,Bloomington,MN,0,1,4,1,0,0,0,0,,0,9420,0
North Central University,Minneapolis,MN,5,3,2,2,0,0,0,0,1.0,913,1007,0
Northland Community and Technical College,Thief River Falls,MN,0,1,4,1,0,0,0,0,,0,2962,0
University of Northwestern-St Paul,Saint Paul,MN,4,3,2,2,0,0,0,0,1.0,1024,3363,0
Northwestern Health Sciences University,Bloomington,MN,1,6,2,2,0,0,0,0,1.0,0,379,0
Oak Hills Christian College,Bemidji,MN,5,2,2,2,0,0,0,0,1.0,126,103,0
Pine Technical & Community College,Pine City,MN,0,1,4,1,0,0,0,0,,0,1724,0
Minnesota North College - Rainy River,International Falls,MN,0,1,4,1,0,0,0,0,,99,173,0
Rochester Community and Technical College,Rochester,MN,0,1,4,1,0,0,0,0,,0,5115,0
College of Saint Benedict,Saint Joseph,MN,5,2,2,2,0,0,0,0,2.0,1664,1668,0
St Cloud Technical and Community College,Saint Cloud,MN,0,1,4,1,0,0,0,0,,0,3931,0
Saint Cloud State University,Saint Cloud,MN,4,4,1,1,0,0,0,0,1.0,2506,10187,0
Saint Johns University,Collegeville,MN,5,3,2,2,0,0,0,0,2.0,1529,1569,0
Saint Mary's University of Minnesota,Winona,MN,3,6,2,2,0,0,0,0,1.0,1057,1329,0
St Olaf College,Northfield,MN,5,2,2,2,0,0,0,0,3.0,2801,2953,0
Crown College,Saint Bonifacius,MN,4,5,2,2,0,0,0,0,1.0,519,1141,0
The College of Saint Scholastica,Duluth,MN,3,5,2,2,0,0,0,0,2.0,918,2244,0
University of St Thomas,Saint Paul,MN,3,4,2,2,0,0,0,0,2.0,3023,6333,0
St Catherine University,Saint Paul,MN,3,4,2,2,0,0,0,1,2.0,800,2983,0
Rasmussen University-Minnesota,St. Cloud,MN,5,3,3,3,0,0,0,0,1.0,0,3851,0
Saint Paul College,Saint Paul,MN,0,1,4,1,0,0,0,0,,0,5823,0
