GeoFIPS,GeoName,Description,Unit,2018,2019,2020,2021,2022
" ""31023""","Butler, NE",Population (persons) 1/,Number of persons,8340,8345,8345,8425,8427
" ""31023""","Butler, NE",Per capita personal income (dollars) 2/,Dollars,45070,48231,52429,61699,60089
" ""31025""","Cass, NE",Personal income (thousands of dollars) ,Thousands of dollars,1329802,1401554,1533927,1706507,1747284
" ""31025""","Cass, NE",Population (persons) 1/,Number of persons,26437,26523,26601,27071,27122
" ""31025""","Cass, NE",Per capita personal income (dollars) 2/,Dollars,50301,52843,57664,63038,64423
" ""31027""","Cedar, NE",Personal income (thousands of dollars) ,Thousands of dollars,406197,425186,471173,569653,524023
" ""31027""","Cedar, NE",Population (persons) 1/,Number of persons,8430,8387,8372,8325,8371
" ""31027""","Cedar, NE",Per capita personal income (dollars) 2/,Dollars,48185,50696,56280,68427,62600
" ""31029""","Chase, NE",Personal income (thousands of dollars) ,Thousands of dollars,206148,233367,265403,284175,273956
" ""31029""","Chase, NE",Population (persons) 1/,Number of persons,3940,3941,3887,3829,3772
" ""31029""","Chase, NE",Per capita personal income (dollars) 2/,Dollars,52322,59215,68280,74217,72629
" ""31031""","Cherry, NE",Personal income (thousands of dollars) ,Thousands of dollars,244736,255509,293289,313102,294869
" ""31031""","Cherry, NE",Population (persons) 1/,Number of persons,5544,5473,5454,5447,5464
" ""31031""","Cherry, NE",Per capita personal income (dollars) 2/,Dollars,44144,46685,53775,57482,53966
" ""31033""","Cheyenne, NE",Personal income (thousands of dollars) ,Thousands of dollars,446871,449549,465699,474765,481772
" ""31033""","Cheyenne, NE",Population (persons) 1/,Number of persons,9602,9345,9486,9502,9511
" ""31033""","Cheyenne, NE",Per capita personal income (dollars) 2/,Dollars,46539,48106,49093,49965,50654
" ""31035""","Clay, NE",Personal income (thousands of dollars) ,Thousands of dollars,296284,321963,349323,405744,359782
" ""31035""","Clay, NE",Population (persons) 1/,Number of persons,6118,6118,6105,6047,6049
" ""31035""","Clay, NE",Per capita personal income (dollars) 2/,Dollars,48428,52626,57219,67098,59478
" ""31037""","Colfax, NE",Personal income (thousands of dollars) ,Thousands of dollars,441323,465760,520823,597492,583479
" ""31037""","Colfax, NE",Population (persons) 1/,Number of persons,10686,10645,10557,10474,10444
" ""31037""","Colfax, NE",Per capita personal income (dollars) 2/,Dollars,41299,43754,49334,57045,55867
" ""31039""","Cuming, NE",Personal income (thousands of dollars) ,Thousands of dollars,513338,585150,644710,698830,671021
" ""31039""","Cuming, NE",Population (persons) 1/,Number of persons,9089,9013,9008,8972,8929
" ""31039""","Cuming, NE",Per capita personal income (dollars) 2/,Dollars,56479,64923,71571,77890,75151
" ""31041""","Custer, NE",Personal income (thousands of dollars) ,Thousands of dollars,488728,523914,585948,648054,613208
" ""31041""","Custer, NE",Population (persons) 1/,Number of persons,10716,10681,10493,10476,10476
" ""31041""","Custer, NE",Per capita personal income (dollars) 2/,Dollars,45607,49051,55842,61861,58535
" ""31043""","Dakota, NE",Personal income (thousands of dollars) ,Thousands of dollars,827664,874328,914836,1056246,1098776
" ""31043""","Dakota, NE",Population (persons) 1/,Number of persons,21235,21400,21552,21256,21042
" ""31043""","Dakota, NE",Per capita personal income (dollars) 2/,Dollars,38976,40856,42448,49692,52218
" ""31045""","Dawes, NE",Personal income (thousands of dollars) ,Thousands of dollars,319808,325570,363305,393767,378687
" ""31045""","Dawes, NE",Population (persons) 1/,Number of persons,8516,8367,8150,8131,8241
" ""31045""","Dawes, NE",Per capita personal income (dollars) 2/,Dollars,37554,38911,44577,48428,45952
" ""31047""","Dawson, NE",Personal income (thousands of dollars) ,Thousands of dollars,993299,1064665,1162719,1250672,1259560
" ""31047""","Dawson, NE",Population (persons) 1/,Number of persons,24165,24060,24086,23934,23884
" ""31047""","Dawson, NE",Per capita personal income (dollars) 2/,Dollars,41105,44250,48274,52255,52737
" ""31049""","Deuel, NE",Personal income (thousands of dollars) ,Thousands of dollars,73648,73530,82346,86501,88789
" ""31049""","Deuel, NE",Population (persons) 1/,Number of persons,1856,1850,1831,1857,1902
" ""31049""","Deuel, NE",Per capita personal income (dollars) 2/,Dollars,39681,39746,44973,46581,46682
" ""31051""","Dixon, NE",Personal income (thousands of dollars) ,Thousands of dollars,229059,252013,278958,318295,300898
" ""31051""","Dixon, NE",Population (persons) 1/,Number of persons,5681,5624,5582,5546,5464
" ""31051""","Dixon, NE",Per capita personal income (dollars) 2/,Dollars,40320,44810,49975,57392,55069
" ""31053""","Dodge, NE",Personal income (thousands of dollars) ,Thousands of dollars,1686473,1763215,1890321,2114615,2195848
" ""31053""","Dodge, NE",Population (persons) 1/,Number of persons,37410,37259,37110,37120,36997
" ""31053""","Dodge, NE",Per capita personal income (dollars) 2/,Dollars,45081,47323,50938,56967,59352
" ""31055""","Douglas, NE",Personal income (thousands of dollars) ,Thousands of dollars,35047400,35987888,37410823,40686190,43298830
" ""31055""","Douglas, NE",Population (persons) 1/,Number of persons,575228,580692,585386,585467,586327
" ""31055""","Douglas, NE",Per capita personal income (dollars) 2/,Dollars,60928,61974,63908,69494,73848
" ""31057""","Dundy, NE",Personal income (thousands of dollars) ,Thousands of dollars,109978,117647,140326,146916,140448
" ""31057""","Dundy, NE",Population (persons) 1/,Number of persons,1723,1665,1654,1630,1590
" ""31057""","Dundy, NE",Per capita personal income (dollars) 2/,Dollars,63829,70659,84840,90133,88332
" ""31059""","Fillmore, NE",Personal income (thousands of dollars) ,Thousands of dollars,299165,312831,339752,390214,367538
" ""31059""","Fillmore, NE",Population (persons) 1/,Number of persons,5572,5530,5572,5555,5553
" ""31059""","Fillmore, NE",Per capita personal income (dollars) 2/,Dollars,53691,56570,60975,70246,66187
" ""31061""","Franklin, NE",Personal income (thousands of dollars) ,Thousands of dollars,138338,152864,173957,190798,174324
" ""31061""","Franklin, NE",Population (persons) 1/,Number of persons,2947,2896,2890,2891,2873
" ""31061""","Franklin, NE",Per capita personal income (dollars) 2/,Dollars,46942,52785,60193,65997,60677
" ""31063""","Frontier, NE",Personal income (thousands of dollars) ,Thousands of dollars,98397,101197,117605,145721,140918
" ""31063""","Frontier, NE",Population (persons) 1/,Number of persons,2537,2561,2504,2555,2633
" ""31063""","Frontier, NE",Per capita personal income (dollars) 2/,Dollars,38785,39515,46967,57034,53520
" ""31065""","Furnas, NE",Personal income (thousands of dollars) ,Thousands of dollars,196631,214153,245981,287848,273552
" ""31065""","Furnas, NE",Population (persons) 1/,Number of persons,4665,4657,4626,4611,4575
" ""31065""","Furnas, NE",Per capita personal income (dollars) 2/,Dollars,42150,45985,53174,62426,59793
" ""31067""","Gage, NE",Personal income (thousands of dollars) ,Thousands of dollars,1003749,1051484,1105343,1307597,1378333
" ""31067""","Gage, NE",Population (persons) 1/,Number of persons,21695,21762,21653,21611,21583
" ""31067""","Gage, NE",Per capita personal income (dollars) 2/,Dollars,46266,48317,51048,60506,63862
" ""31069""","Garden, NE",Personal income (thousands of dollars) ,Thousands of dollars,80951,87686,95619,100387,94721
" ""31069""","Garden, NE",Population (persons) 1/,Number of persons,1922,1855,1886,1833,1837
" ""31069""","Garden, NE",Per capita personal income (dollars) 2/,Dollars,42118,47270,50699,54767,51563
" ""31071""","Garfield, NE",Personal income (thousands of dollars) ,Thousands of dollars,77207,84736,92423,93943,87899
" ""31071""","Garfield, NE",Population (persons) 1/,Number of persons,1848,1834,1807,1832,1801
" ""31071""","Garfield, NE",Per capita personal income (dollars) 2/,Dollars,41779,46203,51147,51279,48806
" ""31073""","Gosper, NE",Personal income (thousands of dollars) ,Thousands of dollars,91483,97490,109916,125275,119017
" ""31073""","Gosper, NE",Population (persons) 1/,Number of persons,1911,1893,1895,1819,1808
" ""31073""","Gosper, NE",Per capita personal income (dollars) 2/,Dollars,47872,51500,58003,68870,65828
" ""31075""","Grant, NE",Personal income (thousands of dollars) ,Thousands of dollars,27779,30270,33106,31559,28039
" ""31075""","Grant, NE",Population (persons) 1/,Number of persons,654,614,615,577,576
" ""31075""","Grant, NE",Per capita personal income (dollars) 2/,Dollars,42476,49300,53831,54695,48679
" ""31077""","Greeley, NE",Personal income (thousands of dollars) ,Thousands of dollars,108868,116233,127938,151634,138825
" ""31077""","Greeley, NE",Population (persons) 1/,Number of persons,2244,2241,2175,2184,2227
" ""31077""","Greeley, NE",Per capita personal income (dollars) 2/,Dollars,48515,51867,58822,69429,62337
" ""31079""","Hall, NE",Personal income (thousands of dollars) ,Thousands of dollars,2623403,2716032,2925126,3296899,3353322
" ""31079""","Hall, NE",Population (persons) 1/,Number of persons,62914,63027,62760,62092,62097
" ""31079""","Hall, NE",Per capita personal income (dollars) 2/,Dollars,41698,43093,46608,53097,54001
" ""31081""","Hamilton, NE",Personal income (thousands of dollars) ,Thousands of dollars,484238,500469,564799,637842,627629
" ""31081""","Hamilton, NE",Population (persons) 1/,Number of persons,9350,9439,9404,9382,9429
" ""31081""","Hamilton, NE",Per capita personal income (dollars) 2/,Dollars,51790,53021,60059,67986,66564
" ""31083""","Harlan, NE",Personal income (thousands of dollars) ,Thousands of dollars,160716,179850,186935,206773,192801
" ""31083""","Harlan, NE",Population (persons) 1/,Number of persons,3152,3136,3057,3097,3054
" ""31083""","Harlan, NE",Per capita personal income (dollars) 2/,Dollars,50989,57350,61150,66766,63131
" ""31085""","Hayes, NE",Personal income (thousands of dollars) ,Thousands of dollars,49859,59836,72982,75690,64830
" ""31085""","Hayes, NE",Population (persons) 1/,Number of persons,863,856,853,841,849
" ""31085""","Hayes, NE",Per capita personal income (dollars) 2/,Dollars,57774,69902,85559,90000,76360
" ""31087""","Hitchcock, NE",Personal income (thousands of dollars) ,Thousands of dollars,103363,109488,127608,155950,152455
" ""31087""","Hitchcock, NE",Population (persons) 1/,Number of persons,2654,2613,2622,2594,2598
" ""31087""","Hitchcock, NE",Per capita personal income (dollars) 2/,Dollars,38946,41901,48668,60120,58682
" ""31089""","Holt, NE",Personal income (thousands of dollars) ,Thousands of dollars,512499,531498,594877,691369,634611
" ""31089""","Holt, NE",Population (persons) 1/,Number of persons,10260,10205,10113,10081,10043
" ""31089""","Holt, NE",Per capita personal income (dollars) 2/,Dollars,49951,52082,58823,68581,63189
" ""31091""","Hooker, NE",Personal income (thousands of dollars) ,Thousands of dollars,32145,32668,32957,32379,29855
" ""31091""","Hooker, NE",Population (persons) 1/,Number of persons,720,724,706,731,686
" ""31091""","Hooker, NE",Per capita personal income (dollars) 2/,Dollars,44646,45122,46681,44294,43520
" ""31093""","Howard, NE",Personal income (thousands of dollars) ,Thousands of dollars,275190,303257,334939,376755,367511
" ""31093""","Howard, NE",Population (persons) 1/,Number of persons,6455,6433,6484,6519,6515
" ""31093""","Howard, NE",Per capita personal income (dollars) 2/,Dollars,42632,47141,51656,57793,56410
" ""31095""","Jefferson, NE",Personal income (thousands of dollars) ,Thousands of dollars,326047,341053,367914,420879,410943
" ""31095""","Jefferson, NE",Population (persons) 1/,Number of persons,7194,7166,7259,7160,7154
" ""31095""","Jefferson, NE",Per capita personal income (dollars) 2/,Dollars,45322,47593,50684,58782,57442
" ""31097""","Johnson, NE",Personal income (thousands of dollars) ,Thousands of dollars,169311,183203,202696,234797,226948
" ""31097""","Johnson, NE",Population (persons) 1/,Number of persons,5294,5260,5292,5335,5287
" ""31097""","Johnson, NE",Per capita personal income (dollars) 2/,Dollars,31982,34829,38302,44011,42926
" ""31099""","Kearney, NE",Personal income (thousands of dollars) ,Thousands of dollars,340631,381264,407998,482770,458004
" ""31099""","Kearney, NE",Population (persons) 1/,Number of persons,6624,6649,6681,6662,6690
" ""31099""","Kearney, NE",Per capita personal income (dollars) 2/,Dollars,51424,57342,61068,72466,68461
" ""31101""","Keith, NE",Personal income (thousands of dollars) ,Thousands of dollars,366608,375023,415191,448374,445252
" ""31101""","Keith, NE",Population (persons) 1/,Number of persons,8297,8332,8325,8298,8269
" ""31101""","Keith, NE",Per capita personal income (dollars) 2/,Dollars,44186,45010,49873,54034,53846
" ""31103""","Keya Paha, NE",Personal income (thousands of dollars) ,Thousands of dollars,36618,41492,50605,47099,46069
" ""31103""","Keya Paha, NE",Population (persons) 1/,Number of persons,797,788,759,787,787
" ""31103""","Keya Paha, NE",Per capita personal income (dollars) 2/,Dollars,45945,52655,66673,59846,58537
" ""31105""","Kimball, NE",Personal income (thousands of dollars) ,Thousands of dollars,157007,158999,175114,180903,182779
" ""31105""","Kimball, NE",Population (persons) 1/,Number of persons,3473,3512,3411,3405,3315
" ""31105""","Kimball, NE",Per capita personal income (dollars) 2/,Dollars,45208,45273,51338,53129,55137
" ""31107""","Knox, NE",Personal income (thousands of dollars) ,Thousands of dollars,374991,395380,439902,497271,489419
" ""31107""","Knox, NE",Population (persons) 1/,Number of persons,8478,8413,8396,8436,8336
" ""31107""","Knox, NE",Per capita personal income (dollars) 2/,Dollars,44231,46996,52394,58946,58711
" ""31109""","Lancaster, NE",Personal income (thousands of dollars) ,Thousands of dollars,15433711,16156857,17260040,19129727,19600428
" ""31109""","Lancaster, NE",Population (persons) 1/,Number of persons,318300,320573,323144,323420,324756
" ""31109""","Lancaster, NE",Per capita personal income (dollars) 2/,Dollars,48488,50400,53413,59148,60354
" ""31111""","Lincoln, NE",Personal income (thousands of dollars) ,Thousands of dollars,1670396,1724074,1830132,2104894,2181601
" ""31111""","Lincoln, NE",Population (persons) 1/,Number of persons,35365,35059,34534,34078,33685
" ""31111""","Lincoln, NE",Per capita personal income (dollars) 2/,Dollars,47233,49176,52995,61767,64765
" ""31113""","Logan, NE",Personal income (thousands of dollars) ,Thousands of dollars,37101,36254,39177,37735,35631
" ""31113""","Logan, NE",Population (persons) 1/,Number of persons,724,720,715,684,675
" ""31113""","Logan, NE",Per capita personal income (dollars) 2/,Dollars,51244,50353,54793,55168,52787
" ""31115""","Loup, NE",Personal income (thousands of dollars) ,Thousands of dollars,33092,35668,37138,39009,37903
" ""31115""","Loup, NE",Population (persons) 1/,Number of persons,586,619,603,598,599
" ""31115""","Loup, NE",Per capita personal income (dollars) 2/,Dollars,56471,57622,61589,65232,63277
" ""31117""","McPherson, NE",Personal income (thousands of dollars) ,Thousands of dollars,19318,21833,26821,22787,20823
" ""31117""","McPherson, NE",Population (persons) 1/,Number of persons,427,419,397,382,372
" ""31117""","McPherson, NE",Per capita personal income (dollars) 2/,Dollars,45241,52107,67559,59652,55976
" ""31119""","Madison, NE",Personal income (thousands of dollars) ,Thousands of dollars,1711794,1809582,1889687,2154846,2209345
" ""31119""","Madison, NE",Population (persons) 1/,Number of persons,35717,35674,35521,35360,35368
" ""31119""","Madison, NE",Per capita personal income (dollars) 2/,Dollars,47927,50726,53199,60940,62467
" ""31121""","Merrick, NE",Personal income (thousands of dollars) ,Thousands of dollars,330149,369752,401449,442554,426759
" ""31121""","Merrick, NE",Population (persons) 1/,Number of persons,7657,7686,7655,7670,7721
" ""31121""","Merrick, NE",Per capita personal income (dollars) 2/,Dollars,43117,48107,52443,57699,55273
" ""31123""","Morrill, NE",Personal income (thousands of dollars) ,Thousands of dollars,244079,263043,294107,318271,314516
" ""31123""","Morrill, NE",Population (persons) 1/,Number of persons,4585,4548,4553,4573,4527
" ""31123""","Morrill, NE",Per capita personal income (dollars) 2/,Dollars,53234,57837,64596,69598,69476
" ""31125""","Nance, NE",Personal income (thousands of dollars) ,Thousands of dollars,123891,133678,149194,185262,158565
" ""31125""","Nance, NE",Population (persons) 1/,Number of persons,3373,3350,3390,3380,3326
" ""31125""","Nance, NE",Per capita personal income (dollars) 2/,Dollars,36730,39904,44010,54811,47674
" ""31127""","Nemaha, NE",Personal income (thousands of dollars) ,Thousands of dollars,320682,336531,353440,410592,389047
" ""31127""","Nemaha, NE",Population (persons) 1/,Number of persons,7001,6985,7085,7000,7035
" ""31127""","Nemaha, NE",Per capita personal income (dollars) 2/,Dollars,45805,48179,49886,58656,55302
" ""31129""","Nuckolls, NE",Personal income (thousands of dollars) ,Thousands of dollars,206996,217265,235428,281367,256333
" ""31129""","Nuckolls, NE",Population (persons) 1/,Number of persons,4149,4106,4090,4063,4041
" ""31129""","Nuckolls, NE",Per capita personal income (dollars) 2/,Dollars,49891,52914,57562,69251,63433
" ""31131""","Otoe, NE",Personal income (thousands of dollars) ,Thousands of dollars,833265,872711,886932,949654,938149
" ""31131""","Otoe, NE",Population (persons) 1/,Number of persons,15939,15934,15897,16008,16198
" ""31131""","Otoe, NE",Per capita personal income (dollars) 2/,Dollars,52278,54770,55792,59324,57918
" ""31133""","Pawnee, NE",Personal income (thousands of dollars) ,Thousands of dollars,110870,115834,130864,152416,141258
" ""31133""","Pawnee, NE",Population (persons) 1/,Number of persons,2580,2580,2536,2540,2528
" ""31133""","Pawnee, NE",Per capita personal income (dollars) 2/,Dollars,42973,44897,51603,60006,55877
" ""31135""","Perkins, NE",Personal income (thousands of dollars) ,Thousands of dollars,155135,184657,209480,256048,243535
" ""31135""","Perkins, NE",Population (persons) 1/,Number of persons,2899,2870,2863,2822,2829
" ""31135""","Perkins, NE",Per capita personal income (dollars) 2/,Dollars,53513,64340,73168,90733,86085
" ""31137""","Phelps, NE",Personal income (thousands of dollars) ,Thousands of dollars,448830,486406,533541,595384,560371
" ""31137""","Phelps, NE",Population (persons) 1/,Number of persons,8976,8961,8972,8933,8988
" ""31137""","Phelps, NE",Per capita personal income (dollars) 2/,Dollars,50003,54280,59467,66650,62347
" ""31139""","Pierce, NE",Personal income (thousands of dollars) ,Thousands of dollars,366309,400007,430891,542189,626943
" ""31139""","Pierce, NE",Population (persons) 1/,Number of persons,7235,7268,7340,7316,7332
" ""31139""","Pierce, NE",Per capita personal income (dollars) 2/,Dollars,50630,55037,58704,74110,85508
" ""31141""","Platte, NE",Personal income (thousands of dollars) ,Thousands of dollars,1520893,1645743,1744016,1956217,1928041
" ""31141""","Platte, NE",Population (persons) 1/,Number of persons,34006,34256,34283,34282,34296
" ""31141""","Platte, NE",Per capita personal income (dollars) 2/,Dollars,44724,48042,50871,57063,56218
" ""31143""","Polk, NE",Personal income (thousands of dollars) ,Thousands of dollars,260728,276744,292475,352520,336879
" ""31143""","Polk, NE",Population (persons) 1/,Number of persons,5221,5177,5212,5159,5166
" ""31143""","Polk, NE",Per capita personal income (dollars) 2/,Dollars,49938,53456,56116,68331,65211
" ""31145""","Red Willow, NE",Personal income (thousands of dollars) ,Thousands of dollars,471337,497765,538574,588587,594130
" ""31145""","Red Willow, NE",Population (persons) 1/,Number of persons,10773,10765,10686,10639,10573
" ""31145""","Red Willow, NE",Per capita personal income (dollars) 2/,Dollars,43752,46239,50400,55324,56193
" ""31147""","Richardson, NE",Personal income (thousands of dollars) ,Thousands of dollars,372827,391431,420250,476475,451021
" ""31147""","Richardson, NE",Population (persons) 1/,Number of persons,7967,7899,7860,7783,7705
" ""31147""","Richardson, NE",Per capita personal income (dollars) 2/,Dollars,46796,49555,53467,61220,58536
" ""31149""","Rock, NE",Personal income (thousands of dollars) ,Thousands of dollars,76822,81286,94899,99472,89280
" ""31149""","Rock, NE",Population (persons) 1/,Number of persons,1267,1272,1266,1271,1245
" ""31149""","Rock, NE",Per capita personal income (dollars) 2/,Dollars,60633,63904,74960,78263,71711
" ""31151""","Saline, NE",Personal income (thousands of dollars) ,Thousands of dollars,593432,612680,661730,756364,732554
" ""31151""","Saline, NE",Population (persons) 1/,Number of persons,14549,14441,14242,14052,14116
" ""31151""","Saline, NE",Per capita personal income (dollars) 2/,Dollars,40789,42426,46463,53826,51895
" ""31153""","Sarpy, NE",Personal income (thousands of dollars) ,Thousands of dollars,9332647,9779446,10496946,11610739,12192268
" ""31153""","Sarpy, NE",Population (persons) 1/,Number of persons,185954,188994,191157,193798,196553
" ""31153""","Sarpy, NE",Per capita personal income (dollars) 2/,Dollars,50188,51745,54913,59912,62030
" ""31155""","Saunders, NE",Personal income (thousands of dollars) ,Thousands of dollars,1084021,1168639,1288811,1479994,1506023
" ""31155""","Saunders, NE",Population (persons) 1/,Number of persons,21627,21957,22372,22798,23118
" ""31155""","Saunders, NE",Per capita personal income (dollars) 2/,Dollars,50124,53224,57608,64918,65145
" ""31157""","Scotts Bluff, NE",Personal income (thousands of dollars) ,Thousands of dollars,1585472,1654406,1779182,1875081,1899086
" ""31157""","Scotts Bluff, NE",Population (persons) 1/,Number of persons,36514,36238,36036,35828,35603
" ""31157""","Scotts Bluff, NE",Per capita personal income (dollars) 2/,Dollars,43421,45654,49372,52336,53341
" ""31159""","Seward, NE",Personal income (thousands of dollars) ,Thousands of dollars,854229,895685,952120,1053902,1048987
" ""31159""","Seward, NE",Population (persons) 1/,Number of persons,17626,17706,17614,17584,17692
" ""31159""","Seward, NE",Per capita personal income (dollars) 2/,Dollars,48464,50587,54055,59935,59292
" ""31161""","Sheridan, NE",Personal income (thousands of dollars) ,Thousands of dollars,235153,255492,285775,323195,350552
" ""31161""","Sheridan, NE",Population (persons) 1/,Number of persons,5134,5182,5104,5086,4996
" ""31161""","Sheridan, NE",Per capita personal income (dollars) 2/,Dollars,45803,49304,55990,63546,70167
" ""31163""","Sherman, NE",Personal income (thousands of dollars) ,Thousands of dollars,122984,132869,147202,178828,167793
" ""31163""","Sherman, NE",Population (persons) 1/,Number of persons,3005,2958,2956,2953,2980
" ""31163""","Sherman, NE",Per capita personal income (dollars) 2/,Dollars,40926,44919,49798,60558,56306
" ""31165""","Sioux, NE",Personal income (thousands of dollars) ,Thousands of dollars,62069,65979,76391,82210,74128
" ""31165""","Sioux, NE",Population (persons) 1/,Number of persons,1137,1110,1144,1151,1127
" ""31165""","Sioux, NE",Per capita personal income (dollars) 2/,Dollars,54590,59441,66775,71425,65775
" ""31167""","Stanton, NE",Personal income (thousands of dollars) ,Thousands of dollars,256630,276051,307915,350062,333797
" ""31167""","Stanton, NE",Population (persons) 1/,Number of persons,5926,5884,5822,5797,5717
" ""31167""","Stanton, NE",Per capita personal income (dollars) 2/,Dollars,43306,46916,52888,60387,58387
" ""31169""","Thayer, NE",Personal income (thousands of dollars) ,Thousands of dollars,255828,268125,294558,340759,324019
" ""31169""","Thayer, NE",Population (persons) 1/,Number of persons,5123,5094,5019,4906,4885
" ""31169""","Thayer, NE",Per capita personal income (dollars) 2/,Dollars,49937,52635,58689,69458,66329
" ""31171""","Thomas, NE",Personal income (thousands of dollars) ,Thousands of dollars,37945,37695,40620,40883,44374
" ""31171""","Thomas, NE",Population (persons) 1/,Number of persons,658,663,670,676,671
" ""31171""","Thomas, NE",Per capita personal income (dollars) 2/,Dollars,57667,56855,60627,60478,66131
" ""31173""","Thurston, NE",Personal income (thousands of dollars) ,Thousands of dollars,256505,283635,327609,377945,369036
" ""31173""","Thurston, NE",Population (persons) 1/,Number of persons,6930,6828,6752,6595,6507
" ""31173""","Thurston, NE",Per capita personal income (dollars) 2/,Dollars,37014,41540,48520,57308,56714
" ""31175""","Valley, NE",Personal income (thousands of dollars) ,Thousands of dollars,197703,211472,240204,259226,246836
" ""31175""","Valley, NE",Population (persons) 1/,Number of persons,4132,4069,4055,4074,4073
" ""31175""","Valley, NE",Per capita personal income (dollars) 2/,Dollars,47847,51971,59236,63629,60603
" ""31177""","Washington, NE",Personal income (thousands of dollars) ,Thousands of dollars,1116255,1173361,1269300,1416383,1477407
" ""31177""","Washington, NE",Population (persons) 1/,Number of persons,20610,20696,20928,20993,21167
" ""31177""","Washington, NE",Per capita personal income (dollars) 2/,Dollars,54161,56695,60651,67469,69798
" ""31179""","Wayne, NE",Personal income (thousands of dollars) ,Thousands of dollars,390208,413731,447928,516046,511259
" ""31179""","Wayne, NE",Population (persons) 1/,Number of persons,9504,9591,9694,9843,9871
" ""31179""","Wayne, NE",Per capita personal income (dollars) 2/,Dollars,41057,43137,46207,52428,51794
" ""31181""","Webster, NE",Personal income (thousands of dollars) ,Thousands of dollars,155299,177862,186718,198908,189138
" ""31181""","Webster, NE",Population (persons) 1/,Number of persons,3492,3438,3390,3393,3336
" ""31181""","Webster, NE",Per capita personal income (dollars) 2/,Dollars,44473,51734,55079,58623,56696
" ""31183""","Wheeler, NE",Personal income (thousands of dollars) ,Thousands of dollars,43323,57260,54858,53153,44392
" ""31183""","Wheeler, NE",Population (persons) 1/,Number of persons,781,765,775,787,785
" ""31183""","Wheeler, NE",Per capita personal income (dollars) 2/,Dollars,55471,74850,70785,67539,56550
" ""31185""","York, NE",Personal income (thousands of dollars) ,Thousands of dollars,655223,687053,755111,869567,870178
" ""31185""","York, NE",Population (persons) 1/,Number of persons,14199,14139,14103,14248,14354
" ""31185""","York, NE",Per capita personal income (dollars) 2/,Dollars,46146,48593,53543,61031,60623
" ""32000""",Nevada,Personal income (thousands of dollars) ,Thousands of dollars,148408130,159292887,170269224,192006059,197290898
" ""32000""",Nevada,Population (persons) 1/,Number of persons,3011627,3068943,3115648,3146402,3177772
" ""32000""",Nevada,Per capita personal income (dollars) 2/,Dollars,49278,51905,54650,61024,62085
" ""32001""","Churchill, NV",Personal income (thousands of dollars) ,Thousands of dollars,1097591,1147063,1277265,1420593,1400858
" ""32001""","Churchill, NV",Population (persons) 1/,Number of persons,24708,25202,25568,25671,25843
" ""32001""","Churchill, NV",Per capita personal income (dollars) 2/,Dollars,44422,45515,49956,55338,54206
" ""32003""","Clark, NV",Personal income (thousands of dollars) ,Thousands of dollars,104221369,112745711,119563676,134011250,137403632
" ""32003""","Clark, NV",Population (persons) 1/,Number of persons,2195698,2237815,2274734,2295194,2322985
" ""32003""","Clark, NV",Per capita personal income (dollars) 2/,Dollars,47466,50382,52562,58388,59150
" ""32005""","Douglas, NV",Personal income (thousands of dollars) ,Thousands of dollars,3477177,3735401,4226734,4751159,4977474
" ""32005""","Douglas, NV",Population (persons) 1/,Number of persons,48824,49334,49522,49969,49628
" ""32005""","Douglas, NV",Per capita personal income (dollars) 2/,Dollars,71219,75717,85351,95082,100296
" ""32007""","Elko, NV",Personal income (thousands of dollars) ,Thousands of dollars,2432170,2528805,2698820,2877927,2920991
" ""32007""","Elko, NV",Population (persons) 1/,Number of persons,53056,53542,53670,53811,54046
" ""32007""","Elko, NV",Per capita personal income (dollars) 2/,Dollars,45842,47230,50285,53482,54046
" ""32009""","Esmeralda, NV",Personal income (thousands of dollars) ,Thousands of dollars,31550,36917,35100,46969,44920
" ""32009""","Esmeralda, NV",Population (persons) 1/,Number of persons,708,731,732,733,744
" ""32009""","Esmeralda, NV",Per capita personal income (dollars) 2/,Dollars,44562,50502,47951,64078,60376
" ""32011""","Eureka, NV",Personal income (thousands of dollars) ,Thousands of dollars,76030,89068,89980,91949,92462
" ""32011""","Eureka, NV",Population (persons) 1/,Number of persons,1846,1879,1853,1909,1863
" ""32011""","Eureka, NV",Per capita personal income (dollars) 2/,Dollars,41186,47402,48559,48166,49631
" ""32013""","Humboldt, NV",Personal income (thousands of dollars) ,Thousands of dollars,769821,818012,877387,952139,940147
" ""32013""","Humboldt, NV",Population (persons) 1/,Number of persons,17031,17170,17276,17591,17272
" ""32013""","Humboldt, NV",Per capita personal income (dollars) 2/,Dollars,45201,47642,50786,54126,54432
" ""32015""","Lander, NV",Personal income (thousands of dollars) ,Thousands of dollars,362399,381122,392104,423703,424092
" ""32015""","Lander, NV",Population (persons) 1/,Number of persons,5680,5705,5726,5762,5766
" ""32015""","Lander, NV",Per capita personal income (dollars) 2/,Dollars,63803,66805,68478,73534,73550
" ""32017""","Lincoln, NV",Personal income (thousands of dollars) ,Thousands of dollars,192432,207648,217738,227353,217685
" ""32017""","Lincoln, NV",Population (persons) 1/,Number of persons,4682,4579,4448,4433,4482
" ""32017""","Lincoln, NV",Per capita personal income (dollars) 2/,Dollars,41100,45348,48952,51286,48569
" ""32019""","Lyon, NV",Personal income (thousands of dollars) ,Thousands of dollars,2177705,2346010,2615023,2842019,2878176
