GeoFIPS,GeoName,Description,Unit,2018,2019,2020,2021,2022
" ""13293""","Upson, GA",Population (persons) 1/,Number of persons,27192,27466,27740,27673,28086
" ""13293""","Upson, GA",Per capita personal income (dollars) 2/,Dollars,33542,35346,37311,41489,41014
" ""13295""","Walker, GA",Personal income (thousands of dollars) ,Thousands of dollars,2275234,2371297,2561183,2842877,2915143
" ""13295""","Walker, GA",Population (persons) 1/,Number of persons,67589,67612,67742,68405,68915
" ""13295""","Walker, GA",Per capita personal income (dollars) 2/,Dollars,33663,35072,37808,41559,42301
" ""13297""","Walton, GA",Personal income (thousands of dollars) ,Thousands of dollars,3804151,4093597,4535554,5046385,5329194
" ""13297""","Walton, GA",Population (persons) 1/,Number of persons,93662,95057,97153,99808,103065
" ""13297""","Walton, GA",Per capita personal income (dollars) 2/,Dollars,40616,43065,46685,50561,51707
" ""13299""","Ware, GA",Personal income (thousands of dollars) ,Thousands of dollars,1176748,1203386,1320150,1389220,1368274
" ""13299""","Ware, GA",Population (persons) 1/,Number of persons,36021,36172,36225,35547,35614
" ""13299""","Ware, GA",Per capita personal income (dollars) 2/,Dollars,32668,33268,36443,39081,38420
" ""13301""","Warren, GA",Personal income (thousands of dollars) ,Thousands of dollars,178047,185093,210010,215477,207151
" ""13301""","Warren, GA",Population (persons) 1/,Number of persons,5206,5196,5208,5214,5155
" ""13301""","Warren, GA",Per capita personal income (dollars) 2/,Dollars,34200,35622,40325,41327,40184
" ""13303""","Washington, GA",Personal income (thousands of dollars) ,Thousands of dollars,705083,708946,796742,806723,795748
" ""13303""","Washington, GA",Population (persons) 1/,Number of persons,20238,20151,19948,19766,19738
" ""13303""","Washington, GA",Per capita personal income (dollars) 2/,Dollars,34840,35182,39941,40814,40316
" ""13305""","Wayne, GA",Personal income (thousands of dollars) ,Thousands of dollars,934408,975523,1078933,1176399,1170006
" ""13305""","Wayne, GA",Population (persons) 1/,Number of persons,29983,30139,30145,30246,30896
" ""13305""","Wayne, GA",Per capita personal income (dollars) 2/,Dollars,31165,32367,35791,38894,37869
" ""13307""","Webster, GA",Personal income (thousands of dollars) ,Thousands of dollars,82328,89020,93854,95148,91934
" ""13307""","Webster, GA",Population (persons) 1/,Number of persons,2377,2353,2352,2356,2328
" ""13307""","Webster, GA",Per capita personal income (dollars) 2/,Dollars,34635,37833,39904,40385,39491
" ""13309""","Wheeler, GA",Personal income (thousands of dollars) ,Thousands of dollars,145327,149259,165809,180195,172210
" ""13309""","Wheeler, GA",Population (persons) 1/,Number of persons,7628,7576,7447,7748,7314
" ""13309""","Wheeler, GA",Per capita personal income (dollars) 2/,Dollars,19052,19702,22265,23257,23545
" ""13311""","White, GA",Personal income (thousands of dollars) ,Thousands of dollars,1066140,1130872,1227037,1361263,1421023
" ""13311""","White, GA",Population (persons) 1/,Number of persons,27549,27923,28108,28393,28806
" ""13311""","White, GA",Per capita personal income (dollars) 2/,Dollars,38700,40500,43654,47944,49331
" ""13313""","Whitfield, GA",Personal income (thousands of dollars) ,Thousands of dollars,3976750,4150689,4415975,4614950,4671780
" ""13313""","Whitfield, GA",Population (persons) 1/,Number of persons,103223,103268,102776,102688,103132
" ""13313""","Whitfield, GA",Per capita personal income (dollars) 2/,Dollars,38526,40193,42967,44941,45299
" ""13315""","Wilcox, GA",Personal income (thousands of dollars) ,Thousands of dollars,235067,248286,253127,283689,291976
" ""13315""","Wilcox, GA",Population (persons) 1/,Number of persons,8975,8817,8792,8746,8761
" ""13315""","Wilcox, GA",Per capita personal income (dollars) 2/,Dollars,26191,28160,28791,32436,33327
" ""13317""","Wilkes, GA",Personal income (thousands of dollars) ,Thousands of dollars,396910,401445,407916,453084,507945
" ""13317""","Wilkes, GA",Population (persons) 1/,Number of persons,9733,9644,9556,9516,9599
" ""13317""","Wilkes, GA",Per capita personal income (dollars) 2/,Dollars,40780,41626,42687,47613,52916
" ""13319""","Wilkinson, GA",Personal income (thousands of dollars) ,Thousands of dollars,317519,322954,352289,375722,374169
" ""13319""","Wilkinson, GA",Population (persons) 1/,Number of persons,9032,8966,8824,8791,8681
" ""13319""","Wilkinson, GA",Per capita personal income (dollars) 2/,Dollars,35155,36020,39924,42739,43102
" ""13321""","Worth, GA",Personal income (thousands of dollars) ,Thousands of dollars,693102,731854,793376,859128,836736
" ""13321""","Worth, GA",Population (persons) 1/,Number of persons,20918,20867,20738,20557,20424
" ""13321""","Worth, GA",Per capita personal income (dollars) 2/,Dollars,33134,35072,38257,41792,40968
" ""15000""",Hawaii,Personal income (thousands of dollars) ,Thousands of dollars,75266429,78551759,82761296,88947977,88973337
" ""15000""",Hawaii,Population (persons) 1/,Number of persons,1460183,1457034,1451043,1447154,1440196
" ""15000""",Hawaii,Per capita personal income (dollars) 2/,Dollars,51546,53912,57036,61464,61779
" ""15001""","Hawaii, HI",Personal income (thousands of dollars) ,Thousands of dollars,8153018,8592199,9142151,10308749,10207652
" ""15001""","Hawaii, HI",Population (persons) 1/,Number of persons,200241,199912,200712,203792,206315
" ""15001""","Hawaii, HI",Per capita personal income (dollars) 2/,Dollars,40716,42980,45549,50585,49476
" ""15003""","Honolulu, HI",Personal income (thousands of dollars) ,Thousands of dollars,55814960,57828675,61014686,64493233,64652972
" ""15003""","Honolulu, HI",Population (persons) 1/,Number of persons,1021634,1018784,1012305,1004673,995638
" ""15003""","Honolulu, HI",Per capita personal income (dollars) 2/,Dollars,54633,56762,60273,64193,64936
" ""15007""","Kauai, HI",Personal income (thousands of dollars) ,Thousands of dollars,3449463,3679413,3880680,4204857,4184827
" ""15007""","Kauai, HI",Population (persons) 1/,Number of persons,73404,73441,73186,73791,73810
" ""15007""","Kauai, HI",Per capita personal income (dollars) 2/,Dollars,46993,50100,53025,56983,56697
" ""15901""","Maui + Kalawao, HI*",Personal income (thousands of dollars) ,Thousands of dollars,7848988,8451472,8723779,9941138,9927886
" ""15901""","Maui + Kalawao, HI*",Population (persons) 1/,Number of persons,164904,164897,164840,164898,164433
" ""15901""","Maui + Kalawao, HI*",Per capita personal income (dollars) 2/,Dollars,47597,51253,52923,60287,60376
" ""16000""",Idaho,Personal income (thousands of dollars) ,Thousands of dollars,76529572,83019410,91888534,103113985,109775862
" ""16000""",Idaho,Population (persons) 1/,Number of persons,1768643,1808039,1849202,1904314,1939033
" ""16000""",Idaho,Per capita personal income (dollars) 2/,Dollars,43270,45917,49691,54148,56614
" ""16001""","Ada, ID",Personal income (thousands of dollars) ,Thousands of dollars,24450290,26328997,28973682,32884534,35054504
" ""16001""","Ada, ID",Population (persons) 1/,Number of persons,472035,485166,498260,512914,518907
" ""16001""","Ada, ID",Per capita personal income (dollars) 2/,Dollars,51798,54268,58150,64113,67555
" ""16003""","Adams, ID",Personal income (thousands of dollars) ,Thousands of dollars,150698,165971,175330,196855,210649
" ""16003""","Adams, ID",Population (persons) 1/,Number of persons,4198,4246,4425,4632,4817
" ""16003""","Adams, ID",Per capita personal income (dollars) 2/,Dollars,35898,39089,39623,42499,43730
" ""16005""","Bannock, ID",Personal income (thousands of dollars) ,Thousands of dollars,3200194,3364841,3711040,4096069,4248231
" ""16005""","Bannock, ID",Population (persons) 1/,Number of persons,85511,86401,87270,88349,89517
" ""16005""","Bannock, ID",Per capita personal income (dollars) 2/,Dollars,37424,38944,42524,46362,47457
" ""16007""","Bear Lake, ID",Personal income (thousands of dollars) ,Thousands of dollars,238557,255947,284226,302640,326058
" ""16007""","Bear Lake, ID",Population (persons) 1/,Number of persons,6207,6337,6367,6559,6722
" ""16007""","Bear Lake, ID",Per capita personal income (dollars) 2/,Dollars,38434,40389,44640,46141,48506
" ""16009""","Benewah, ID",Personal income (thousands of dollars) ,Thousands of dollars,342969,363741,411719,438981,451798
" ""16009""","Benewah, ID",Population (persons) 1/,Number of persons,9340,9436,9576,9941,10370
" ""16009""","Benewah, ID",Per capita personal income (dollars) 2/,Dollars,36720,38548,42995,44159,43568
" ""16011""","Bingham, ID",Personal income (thousands of dollars) ,Thousands of dollars,1610789,1765579,1974516,2211080,2341794
" ""16011""","Bingham, ID",Population (persons) 1/,Number of persons,46747,47559,48106,48898,49923
" ""16011""","Bingham, ID",Per capita personal income (dollars) 2/,Dollars,34458,37124,41045,45218,46908
" ""16013""","Blaine, ID",Personal income (thousands of dollars) ,Thousands of dollars,2473899,2814247,3040772,3631300,4118807
" ""16013""","Blaine, ID",Population (persons) 1/,Number of persons,23444,23816,24342,24767,24866
" ""16013""","Blaine, ID",Per capita personal income (dollars) 2/,Dollars,105524,118166,124919,146618,165640
" ""16015""","Boise, ID",Personal income (thousands of dollars) ,Thousands of dollars,309202,351022,387869,415030,446871
" ""16015""","Boise, ID",Population (persons) 1/,Number of persons,7369,7534,7662,8121,8333
" ""16015""","Boise, ID",Per capita personal income (dollars) 2/,Dollars,41960,46592,50622,51106,53627
" ""16017""","Bonner, ID",Personal income (thousands of dollars) ,Thousands of dollars,1793401,2003191,2309012,2542120,2672495
" ""16017""","Bonner, ID",Population (persons) 1/,Number of persons,45162,46292,47402,49617,51414
" ""16017""","Bonner, ID",Per capita personal income (dollars) 2/,Dollars,39710,43273,48711,51235,51980
" ""16019""","Bonneville, ID",Personal income (thousands of dollars) ,Thousands of dollars,6308248,6861682,7480548,7909120,8156227
" ""16019""","Bonneville, ID",Population (persons) 1/,Number of persons,118608,121514,124716,128045,129496
" ""16019""","Bonneville, ID",Per capita personal income (dollars) 2/,Dollars,53186,56468,59981,61768,62984
" ""16021""","Boundary, ID",Personal income (thousands of dollars) ,Thousands of dollars,430378,455007,507777,582468,605761
" ""16021""","Boundary, ID",Population (persons) 1/,Number of persons,11657,11864,12137,12635,13345
" ""16021""","Boundary, ID",Per capita personal income (dollars) 2/,Dollars,36920,38352,41837,46100,45392
" ""16023""","Butte, ID",Personal income (thousands of dollars) ,Thousands of dollars,102580,113674,127886,132267,144107
" ""16023""","Butte, ID",Population (persons) 1/,Number of persons,2538,2559,2583,2650,2684
" ""16023""","Butte, ID",Per capita personal income (dollars) 2/,Dollars,40418,44421,49511,49912,53691
" ""16025""","Camas, ID",Personal income (thousands of dollars) ,Thousands of dollars,45999,52603,56809,61534,71300
" ""16025""","Camas, ID",Population (persons) 1/,Number of persons,1066,1055,1083,1129,1153
" ""16025""","Camas, ID",Per capita personal income (dollars) 2/,Dollars,43151,49861,52455,54503,61839
" ""16027""","Canyon, ID",Personal income (thousands of dollars) ,Thousands of dollars,7415583,8079832,9150027,10647019,11401315
" ""16027""","Canyon, ID",Population (persons) 1/,Number of persons,220284,226526,232998,243774,251065
" ""16027""","Canyon, ID",Per capita personal income (dollars) 2/,Dollars,33664,35668,39271,43676,45412
" ""16029""","Caribou, ID",Personal income (thousands of dollars) ,Thousands of dollars,266341,302328,334500,326631,348331
" ""16029""","Caribou, ID",Population (persons) 1/,Number of persons,6935,7053,7012,7110,7190
" ""16029""","Caribou, ID",Per capita personal income (dollars) 2/,Dollars,38405,42865,47704,45940,48447
" ""16031""","Cassia, ID",Personal income (thousands of dollars) ,Thousands of dollars,1013721,1090135,1207766,1277826,1401707
" ""16031""","Cassia, ID",Population (persons) 1/,Number of persons,24108,24436,24760,25249,25655
" ""16031""","Cassia, ID",Per capita personal income (dollars) 2/,Dollars,42049,44612,48779,50609,54637
" ""16033""","Clark, ID",Personal income (thousands of dollars) ,Thousands of dollars,35943,34018,36996,32743,38100
" ""16033""","Clark, ID",Population (persons) 1/,Number of persons,797,785,791,793,806
" ""16033""","Clark, ID",Per capita personal income (dollars) 2/,Dollars,45098,43335,46771,41290,47270
" ""16035""","Clearwater, ID",Personal income (thousands of dollars) ,Thousands of dollars,300791,314644,346606,379852,392503
" ""16035""","Clearwater, ID",Population (persons) 1/,Number of persons,8685,8677,8752,8917,9015
" ""16035""","Clearwater, ID",Per capita personal income (dollars) 2/,Dollars,34633,36262,39603,42599,43539
" ""16037""","Custer, ID",Personal income (thousands of dollars) ,Thousands of dollars,173540,180848,196576,216209,231390
" ""16037""","Custer, ID",Population (persons) 1/,Number of persons,4231,4289,4265,4434,4506
" ""16037""","Custer, ID",Per capita personal income (dollars) 2/,Dollars,41016,42166,46091,48762,51352
" ""16039""","Elmore, ID",Personal income (thousands of dollars) ,Thousands of dollars,987605,1054664,1112084,1232163,1273214
" ""16039""","Elmore, ID",Population (persons) 1/,Number of persons,28290,28476,28669,28941,29403
" ""16039""","Elmore, ID",Per capita personal income (dollars) 2/,Dollars,34910,37037,38790,42575,43302
" ""16041""","Franklin, ID",Personal income (thousands of dollars) ,Thousands of dollars,472450,507731,572678,646273,672495
" ""16041""","Franklin, ID",Population (persons) 1/,Number of persons,13764,13950,14284,14676,15189
" ""16041""","Franklin, ID",Per capita personal income (dollars) 2/,Dollars,34325,36396,40092,44036,44275
" ""16043""","Fremont (includes Yellowstone Park), ID",Personal income (thousands of dollars) ,Thousands of dollars,451262,497722,557178,605644,651528
" ""16043""","Fremont (includes Yellowstone Park), ID",Population (persons) 1/,Number of persons,13315,13275,13414,13606,13978
" ""16043""","Fremont (includes Yellowstone Park), ID",Per capita personal income (dollars) 2/,Dollars,33891,37493,41537,44513,46611
" ""16045""","Gem, ID",Personal income (thousands of dollars) ,Thousands of dollars,665534,734782,813365,899984,957519
" ""16045""","Gem, ID",Population (persons) 1/,Number of persons,18047,18665,19274,19832,20418
" ""16045""","Gem, ID",Per capita personal income (dollars) 2/,Dollars,36878,39367,42200,45380,46896
" ""16047""","Gooding, ID",Personal income (thousands of dollars) ,Thousands of dollars,800230,906610,983421,1000532,1146332
" ""16047""","Gooding, ID",Population (persons) 1/,Number of persons,15212,15316,15643,15725,15715
" ""16047""","Gooding, ID",Per capita personal income (dollars) 2/,Dollars,52605,59194,62867,63627,72945
" ""16049""","Idaho, ID",Personal income (thousands of dollars) ,Thousands of dollars,550290,577696,649099,752543,779628
" ""16049""","Idaho, ID",Population (persons) 1/,Number of persons,16267,16394,16588,17053,17593
" ""16049""","Idaho, ID",Per capita personal income (dollars) 2/,Dollars,33829,35238,39131,44130,44315
" ""16051""","Jefferson, ID",Personal income (thousands of dollars) ,Thousands of dollars,1015821,1140329,1252451,1407308,1516845
" ""16051""","Jefferson, ID",Population (persons) 1/,Number of persons,29793,30344,31077,32253,33428
" ""16051""","Jefferson, ID",Per capita personal income (dollars) 2/,Dollars,34096,37580,40302,43633,45376
" ""16053""","Jerome, ID",Personal income (thousands of dollars) ,Thousands of dollars,843224,920500,1007758,1068935,1155833
" ""16053""","Jerome, ID",Population (persons) 1/,Number of persons,23804,24173,24268,24745,25311
" ""16053""","Jerome, ID",Per capita personal income (dollars) 2/,Dollars,35424,38080,41526,43198,45665
" ""16055""","Kootenai, ID",Personal income (thousands of dollars) ,Thousands of dollars,7295195,8002439,8982647,10385723,11101780
" ""16055""","Kootenai, ID",Population (persons) 1/,Number of persons,162860,167469,172790,180146,183578
" ""16055""","Kootenai, ID",Per capita personal income (dollars) 2/,Dollars,44794,47785,51986,57652,60474
" ""16057""","Latah, ID",Personal income (thousands of dollars) ,Thousands of dollars,1567738,1736768,1867148,2075512,2156551
" ""16057""","Latah, ID",Population (persons) 1/,Number of persons,39043,39294,39629,40397,40978
" ""16057""","Latah, ID",Per capita personal income (dollars) 2/,Dollars,40154,44199,47116,51378,52627
" ""16059""","Lemhi, ID",Personal income (thousands of dollars) ,Thousands of dollars,320175,344578,377812,422424,445372
" ""16059""","Lemhi, ID",Population (persons) 1/,Number of persons,7891,7973,7958,8136,8240
" ""16059""","Lemhi, ID",Per capita personal income (dollars) 2/,Dollars,40575,43218,47476,51920,54050
" ""16061""","Lewis, ID",Personal income (thousands of dollars) ,Thousands of dollars,173979,188897,202853,218810,227586
" ""16061""","Lewis, ID",Population (persons) 1/,Number of persons,3587,3567,3528,3709,3763
" ""16061""","Lewis, ID",Per capita personal income (dollars) 2/,Dollars,48503,52957,57498,58994,60480
" ""16063""","Lincoln, ID",Personal income (thousands of dollars) ,Thousands of dollars,187845,209019,222620,238709,275471
" ""16063""","Lincoln, ID",Population (persons) 1/,Number of persons,5180,5124,5129,5260,5329
" ""16063""","Lincoln, ID",Per capita personal income (dollars) 2/,Dollars,36264,40792,43404,45382,51693
" ""16065""","Madison, ID",Personal income (thousands of dollars) ,Thousands of dollars,1063465,1160359,1312858,1472562,1530319
" ""16065""","Madison, ID",Population (persons) 1/,Number of persons,49085,51363,52929,54114,54976
" ""16065""","Madison, ID",Per capita personal income (dollars) 2/,Dollars,21666,22591,24804,27212,27836
" ""16067""","Minidoka, ID",Personal income (thousands of dollars) ,Thousands of dollars,783032,847158,969940,994044,1063854
" ""16067""","Minidoka, ID",Population (persons) 1/,Number of persons,21031,21323,21666,21945,22194
" ""16067""","Minidoka, ID",Per capita personal income (dollars) 2/,Dollars,37232,39730,44768,45297,47934
" ""16069""","Nez Perce, ID",Personal income (thousands of dollars) ,Thousands of dollars,1763640,1841107,2001346,2207202,2340338
" ""16069""","Nez Perce, ID",Population (persons) 1/,Number of persons,41480,41809,42141,42509,43004
" ""16069""","Nez Perce, ID",Per capita personal income (dollars) 2/,Dollars,42518,44036,47492,51923,54421
" ""16071""","Oneida, ID",Personal income (thousands of dollars) ,Thousands of dollars,156258,172903,190617,208875,220047
" ""16071""","Oneida, ID",Population (persons) 1/,Number of persons,4457,4532,4562,4588,4712
" ""16071""","Oneida, ID",Per capita personal income (dollars) 2/,Dollars,35059,38152,41784,45526,46699
" ""16073""","Owyhee, ID",Personal income (thousands of dollars) ,Thousands of dollars,410684,457251,498658,552385,608582
" ""16073""","Owyhee, ID",Population (persons) 1/,Number of persons,11547,11690,11994,12348,12613
" ""16073""","Owyhee, ID",Per capita personal income (dollars) 2/,Dollars,35566,39115,41576,44735,48250
" ""16075""","Payette, ID",Personal income (thousands of dollars) ,Thousands of dollars,926665,1005829,1103641,1219239,1311203
" ""16075""","Payette, ID",Population (persons) 1/,Number of persons,24191,24773,25583,26377,26956
" ""16075""","Payette, ID",Per capita personal income (dollars) 2/,Dollars,38306,40602,43140,46224,48642
" ""16077""","Power, ID",Personal income (thousands of dollars) ,Thousands of dollars,287608,319478,360790,336139,384176
" ""16077""","Power, ID",Population (persons) 1/,Number of persons,7846,7850,7877,7959,8068
" ""16077""","Power, ID",Per capita personal income (dollars) 2/,Dollars,36657,40698,45803,42234,47617
" ""16079""","Shoshone, ID",Personal income (thousands of dollars) ,Thousands of dollars,447010,479373,551377,614271,634891
" ""16079""","Shoshone, ID",Population (persons) 1/,Number of persons,13006,13122,13195,13659,14012
" ""16079""","Shoshone, ID",Per capita personal income (dollars) 2/,Dollars,34370,36532,41787,44972,45311
" ""16081""","Teton, ID",Personal income (thousands of dollars) ,Thousands of dollars,456047,508743,582484,705379,780156
" ""16081""","Teton, ID",Population (persons) 1/,Number of persons,11062,11425,11735,12294,12544
" ""16081""","Teton, ID",Per capita personal income (dollars) 2/,Dollars,41226,44529,49636,57376,62194
" ""16083""","Twin Falls, ID",Personal income (thousands of dollars) ,Thousands of dollars,3361391,3543448,3933366,4360820,4592839
" ""16083""","Twin Falls, ID",Population (persons) 1/,Number of persons,87654,88810,90361,92357,93696
" ""16083""","Twin Falls, ID",Per capita personal income (dollars) 2/,Dollars,38348,39899,43529,47217,49019
" ""16085""","Valley, ID",Personal income (thousands of dollars) ,Thousands of dollars,528291,584430,647735,754591,805994
" ""16085""","Valley, ID",Population (persons) 1/,Number of persons,11092,11486,11842,12264,12464
" ""16085""","Valley, ID",Per capita personal income (dollars) 2/,Dollars,47628,50882,54698,61529,64666
" ""16087""","Washington, ID",Personal income (thousands of dollars) ,Thousands of dollars,351010,379289,420951,449640,481361
" ""16087""","Washington, ID",Population (persons) 1/,Number of persons,10217,10291,10559,10887,11087
" ""16087""","Washington, ID",Per capita personal income (dollars) 2/,Dollars,34355,36856,39867,41301,43417
" ""17000""",Illinois,Personal income (thousands of dollars) ,Thousands of dollars,722686574,741717231,787487784,853520944,851243089
" ""17000""",Illinois,Population (persons) 1/,Number of persons,12888646,12850150,12786580,12686469,12582032
" ""17000""",Illinois,Per capita personal income (dollars) 2/,Dollars,56072,57721,61587,67278,67655
" ""17001""","Adams, IL",Personal income (thousands of dollars) ,Thousands of dollars,3020211,3075858,3371833,3653183,3638723
" ""17001""","Adams, IL",Population (persons) 1/,Number of persons,66230,66102,65612,65146,64725
" ""17001""","Adams, IL",Per capita personal income (dollars) 2/,Dollars,45602,46532,51390,56077,56218
" ""17003""","Alexander, IL",Personal income (thousands of dollars) ,Thousands of dollars,208535,218358,237736,250379,236784
" ""17003""","Alexander, IL",Population (persons) 1/,Number of persons,5752,5479,5173,5032,4858
" ""17003""","Alexander, IL",Per capita personal income (dollars) 2/,Dollars,36254,39854,45957,49757,48741
" ""17005""","Bond, IL",Personal income (thousands of dollars) ,Thousands of dollars,608760,632875,684746,755091,751538
" ""17005""","Bond, IL",Population (persons) 1/,Number of persons,17003,16829,16688,16633,16566
" ""17005""","Bond, IL",Per capita personal income (dollars) 2/,Dollars,35803,37606,41032,45397,45366
" ""17007""","Boone, IL",Personal income (thousands of dollars) ,Thousands of dollars,2518057,2551592,2696225,2949546,2950716
" ""17007""","Boone, IL",Population (persons) 1/,Number of persons,53829,53797,53334,53199,53154
" ""17007""","Boone, IL",Per capita personal income (dollars) 2/,Dollars,46779,47430,50554,55444,55513
" ""17009""","Brown, IL",Personal income (thousands of dollars) ,Thousands of dollars,228372,238611,261405,286306,295998
" ""17009""","Brown, IL",Population (persons) 1/,Number of persons,6315,6320,6233,6443,6330
" ""17009""","Brown, IL",Per capita personal income (dollars) 2/,Dollars,36163,37755,41939,44437,46761
" ""17011""","Bureau, IL",Personal income (thousands of dollars) ,Thousands of dollars,1337236,1371785,1549407,1725141,1693355
" ""17011""","Bureau, IL",Population (persons) 1/,Number of persons,33614,33373,33172,32961,32828
" ""17011""","Bureau, IL",Per capita personal income (dollars) 2/,Dollars,39782,41105,46708,52339,51583
" ""17013""","Calhoun, IL",Personal income (thousands of dollars) ,Thousands of dollars,201067,202367,222449,241918,241708
" ""17013""","Calhoun, IL",Population (persons) 1/,Number of persons,4661,4551,4404,4385,4360
" ""17013""","Calhoun, IL",Per capita personal income (dollars) 2/,Dollars,43138,44466,50511,55169,55438
" ""17015""","Carroll, IL",Personal income (thousands of dollars) ,Thousands of dollars,622821,634507,709982,803948,804214
" ""17015""","Carroll, IL",Population (persons) 1/,Number of persons,15483,15630,15667,15674,15529
" ""17015""","Carroll, IL",Per capita personal income (dollars) 2/,Dollars,40226,40595,45317,51292,51788
" ""17017""","Cass, IL",Personal income (thousands of dollars) ,Thousands of dollars,494122,502439,573407,630895,633226
" ""17017""","Cass, IL",Population (persons) 1/,Number of persons,13209,13088,12985,12798,12657
" ""17017""","Cass, IL",Per capita personal income (dollars) 2/,Dollars,37408,38389,44159,49296,50030
" ""17019""","Champaign, IL",Personal income (thousands of dollars) ,Thousands of dollars,9214096,9544924,10313936,11290127,11283959
" ""17019""","Champaign, IL",Population (persons) 1/,Number of persons,207248,206306,205629,206708,206542
" ""17019""","Champaign, IL",Per capita personal income (dollars) 2/,Dollars,44459,46266,50158,54619,54633
" ""17021""","Christian, IL",Personal income (thousands of dollars) ,Thousands of dollars,1337265,1349568,1484429,1649181,1640122
" ""17021""","Christian, IL",Population (persons) 1/,Number of persons,34209,34097,33950,33721,33436
" ""17021""","Christian, IL",Per capita personal income (dollars) 2/,Dollars,39091,39580,43724,48907,49053
" ""17023""","Clark, IL",Personal income (thousands of dollars) ,Thousands of dollars,638510,650142,694721,785878,778589
" ""17023""","Clark, IL",Population (persons) 1/,Number of persons,15712,15597,15423,15354,15229
" ""17023""","Clark, IL",Per capita personal income (dollars) 2/,Dollars,40638,41684,45044,51184,51125
" ""17025""","Clay, IL",Personal income (thousands of dollars) ,Thousands of dollars,533728,521480,574300,658139,642114
" ""17025""","Clay, IL",Population (persons) 1/,Number of persons,13417,13352,13271,13154,13047
" ""17025""","Clay, IL",Per capita personal income (dollars) 2/,Dollars,39780,39056,43275,50033,49215
" ""17027""","Clinton, IL",Personal income (thousands of dollars) ,Thousands of dollars,1737562,1817293,1965355,2132588,2172764
" ""17027""","Clinton, IL",Population (persons) 1/,Number of persons,37269,36997,36913,36886,36909
" ""17027""","Clinton, IL",Per capita personal income (dollars) 2/,Dollars,46622,49120,53243,57816,58868
" ""17029""","Coles, IL",Personal income (thousands of dollars) ,Thousands of dollars,2022924,2054093,2247773,2469209,2416871
" ""17029""","Coles, IL",Population (persons) 1/,Number of persons,47970,47461,46761,46809,46334
" ""17029""","Coles, IL",Per capita personal income (dollars) 2/,Dollars,42171,43280,48069,52751,52162
" ""17031""","Cook, IL",Personal income (thousands of dollars) ,Thousands of dollars,324899242,333095708,352248526,377858556,372197013
" ""17031""","Cook, IL",Population (persons) 1/,Number of persons,5297956,5287099,5261249,5177606,5109292
" ""17031""","Cook, IL",Per capita personal income (dollars) 2/,Dollars,61325,63002,66952,72979,72847
" ""17033""","Crawford, IL",Personal income (thousands of dollars) ,Thousands of dollars,847193,866539,906136,968150,967349
" ""17033""","Crawford, IL",Population (persons) 1/,Number of persons,18958,18808,18648,18691,18536
" ""17033""","Crawford, IL",Per capita personal income (dollars) 2/,Dollars,44688,46073,48592,51798,52188
" ""17035""","Cumberland, IL",Personal income (thousands of dollars) ,Thousands of dollars,764343,770581,822197,903145,923247
" ""17035""","Cumberland, IL",Population (persons) 1/,Number of persons,10605,10535,10429,10343,10324
" ""17035""","Cumberland, IL",Per capita personal income (dollars) 2/,Dollars,72074,73145,78838,87319,89427
" ""17037""","DeKalb, IL",Personal income (thousands of dollars) ,Thousands of dollars,4214720,4385588,4723052,5115754,5112381
" ""17037""","DeKalb, IL",Population (persons) 1/,Number of persons,101171,101289,100253,100472,100232
" ""17037""","DeKalb, IL",Per capita personal income (dollars) 2/,Dollars,41659,43298,47111,50917,51005
" ""17039""","De Witt, IL",Personal income (thousands of dollars) ,Thousands of dollars,735214,721087,795020,885972,876805
" ""17039""","De Witt, IL",Population (persons) 1/,Number of persons,15832,15696,15450,15379,15310
" ""17039""","De Witt, IL",Per capita personal income (dollars) 2/,Dollars,46438,45941,51458,57609,57270
" ""17041""","Douglas, IL",Personal income (thousands of dollars) ,Thousands of dollars,970277,977998,1084399,1209402,1244405
" ""17041""","Douglas, IL",Population (persons) 1/,Number of persons,19641,19665,19758,19740,19755
" ""17041""","Douglas, IL",Per capita personal income (dollars) 2/,Dollars,49401,49733,54884,61267,62992
" ""17043""","DuPage, IL",Personal income (thousands of dollars) ,Thousands of dollars,67875863,70452052,73479072,80389863,81580608
" ""17043""","DuPage, IL",Population (persons) 1/,Number of persons,939182,935443,931244,926448,920901
" ""17043""","DuPage, IL",Per capita personal income (dollars) 2/,Dollars,72271,75314,78904,86772,88588
" ""17045""","Edgar, IL",Personal income (thousands of dollars) ,Thousands of dollars,706142,713279,806397,918501,925069
" ""17045""","Edgar, IL",Population (persons) 1/,Number of persons,17298,17079,16796,16589,16433
" ""17045""","Edgar, IL",Per capita personal income (dollars) 2/,Dollars,40822,41764,48011,55368,56293
" ""17047""","Edwards, IL",Personal income (thousands of dollars) ,Thousands of dollars,255521,261375,280344,306830,302385
" ""17047""","Edwards, IL",Population (persons) 1/,Number of persons,6272,6270,6208,6086,6071
" ""17047""","Edwards, IL",Per capita personal income (dollars) 2/,Dollars,40740,41687,45159,50416,49808
" ""17049""","Effingham, IL",Personal income (thousands of dollars) ,Thousands of dollars,1684937,1726513,1912414,2108422,2139161
" ""17049""","Effingham, IL",Population (persons) 1/,Number of persons,34686,34616,34695,34531,34325
" ""17049""","Effingham, IL",Per capita personal income (dollars) 2/,Dollars,48577,49876,55121,61059,62321
" ""17051""","Fayette, IL",Personal income (thousands of dollars) ,Thousands of dollars,755095,774675,858607,966081,949210
