#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Calculus A","18","18","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Computer Science Principles","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Economics: Micro","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Eng. Language & Comp","31","31","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Eng. Literature & Comp","18","18","17"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Geography: Human","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","U.S. History","27","27","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0105","Howard High School","World History","39","39","17"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0117","Academy For Classical Education","ALL Subjects","258","473","399"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Biology","24","24","22"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Calculus A","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Economics: Micro","26","26","26"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Eng. Language & Comp","54","54","38"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Eng. Literature & Comp","67","67","61"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Environmental Science","54","54","37"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","European History","22","22","16"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Geography: Human","39","39","35"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Gov. & Pol. U.S.","22","22","21"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","Statistics","20","20","17"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","U.S. History","50","50","38"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0117","Academy For Classical Education","World History","71","71","67"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0186","Central High School","ALL Subjects","73","91","15"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0186","Central High School","Eng. Language & Comp","26","26","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0186","Central High School","Gov. & Pol. U.S.","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0186","Central High School","U.S. History","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0186","Central High School","World History","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0198","Westside High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0198","Westside High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0204","Rutland High School","ALL Subjects","51","79","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","Calculus A","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","Economics: Micro","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","Eng. Language & Comp","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","Physics 1","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0204","Rutland High School","U.S. History","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0286","Northeast High School","ALL Subjects","70","76","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0286","Northeast High School","Biology","19","19","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0286","Northeast High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0286","Northeast High School","Economics: Micro","23","23","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0286","Northeast High School","Environmental Science","30","30","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0286","Northeast High School","World History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","611","Bibb County","0386","Southwest High School","ALL Subjects","13","13","TFS"
"AP COUNTS","2022-23","SCHOOL","611","Bibb County","0386","Southwest High School","World History","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","611","Bibb County","ALL","All Schools","ALL Subjects","603","944","504"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio 3-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Biology","57","57","32"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Calculus A","41","41","12"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Computer Science Principles","13","13","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Economics: Micro","76","76","31"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Eng. Language & Comp","125","125","51"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Eng. Literature & Comp","85","85","78"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Environmental Science","84","84","37"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","European History","22","22","16"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Geography: Human","61","61","42"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Gov. & Pol. U.S.","44","44","22"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Physics 1","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Psychology","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","Statistics","28","28","17"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","U.S. History","117","117","48"
"AP COUNTS","2022-23","DISTRICT","611","Bibb County","ALL","All Schools","World History","147","147","92"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","612","Bleckley County","0105","Bleckley County High School","ALL Subjects","49","69","36"
"AP COUNTS","2022-23","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Economics: Macro","24","24","13"
"AP COUNTS","2022-23","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Eng. Language & Comp","22","22","12"
"AP COUNTS","2022-23","SCHOOL","612","Bleckley County","0105","Bleckley County High School","Environmental Science","16","16","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","612","Bleckley County","ALL","All Schools","ALL Subjects","49","69","36"
"AP COUNTS","2022-23","DISTRICT","612","Bleckley County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","612","Bleckley County","ALL","All Schools","Economics: Macro","24","24","13"
"AP COUNTS","2022-23","DISTRICT","612","Bleckley County","ALL","All Schools","Eng. Language & Comp","22","22","12"
"AP COUNTS","2022-23","DISTRICT","612","Bleckley County","ALL","All Schools","Environmental Science","16","16","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","613","Brantley County","1050","Brantley County High School","ALL Subjects","35","38","25"
"AP COUNTS","2022-23","SCHOOL","613","Brantley County","1050","Brantley County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","613","Brantley County","1050","Brantley County High School","Eng. Language & Comp","21","21","13"
"AP COUNTS","2022-23","SCHOOL","613","Brantley County","1050","Brantley County High School","World History","15","15","11"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","613","Brantley County","ALL","All Schools","ALL Subjects","35","38","25"
"AP COUNTS","2022-23","DISTRICT","613","Brantley County","ALL","All Schools","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","613","Brantley County","ALL","All Schools","Eng. Language & Comp","21","21","13"
"AP COUNTS","2022-23","DISTRICT","613","Brantley County","ALL","All Schools","World History","15","15","11"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","614","Brooks County","0110","Brooks County High School","ALL Subjects","56","78","11"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Eng. Language & Comp","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Environmental Science","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","Gov. & Pol. U.S.","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL","614","Brooks County","0110","Brooks County High School","U.S. History","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","614","Brooks County","ALL","All Schools","ALL Subjects","56","78","11"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Eng. Language & Comp","12","12","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Environmental Science","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","Gov. & Pol. U.S.","14","14","TFS"
"AP COUNTS","2022-23","DISTRICT","614","Brooks County","ALL","All Schools","U.S. History","14","14","TFS"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","615","Bryan County","0182","Richmond Hill High School","ALL Subjects","357","715","653"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Biology","33","33","32"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Calculus BC","20","20","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Capstone","19","19","18"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Capstone Research","10","10","10"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Computer Science Principles","22","22","16"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Economics: Micro","28","28","24"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Eng. Language & Comp","55","55","54"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Eng. Literature & Comp","18","18","18"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Environmental Science","29","29","27"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","European History","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Geography: Human","101","101","81"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Gov. & Pol. U.S.","26","26","24"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Physics 1","25","25","21"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Physics 2","21","21","20"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Physics C: Mechanics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Psychology","91","91","89"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Spanish Language","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","Statistics","56","56","54"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","U.S. History","56","56","52"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0182","Richmond Hill High School","World History","76","76","75"
"AP COUNTS","2022-23","SCHOOL ALL SUBJECTS","615","Bryan County","0502","Bryan County High School","ALL Subjects","64","83","35"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","Eng. Language & Comp","22","22","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","Eng. Literature & Comp","18","18","11"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","Geography: Human","12","12","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2022-23","SCHOOL","615","Bryan County","0502","Bryan County High School","U.S. History","15","15","TFS"
"AP COUNTS","2022-23","DISTRICT ALL SUBJECTS","615","Bryan County","ALL","All Schools","ALL Subjects","421","798","688"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Biology","40","40","36"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Calculus BC","20","20","TFS"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Capstone","19","19","18"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Capstone Research","10","10","10"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Computer Science Principles","22","22","16"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Economics: Micro","28","28","24"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Eng. Language & Comp","77","77","63"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Eng. Literature & Comp","36","36","29"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","Environmental Science","29","29","27"
"AP COUNTS","2022-23","DISTRICT","615","Bryan County","ALL","All Schools","European History","TFS","TFS","TFS"
