County,State_Abbreviation,Year,PassRate,Income,County_State,GEOID,geometry
Rock,WI,2020,48.98218829516539,47909,"Rock, WI",55105,"POLYGON ((-89.36912799999999 42.845036, -89.363019 42.845141, -89.250276 42.845912999999996, -89.013582 42.847629999999995, -88.95391 42.846106, -88.918672 42.846121, -88.777076 42.842694, -88.777137 42.834488, -88.778876 42.754753, -88.7764931385154 42.492023615741594, -88.786681 42.491983, -88.94039099999999 42.495045999999995, -88.943264 42.495114, -88.9925591348397 42.4960231581706, -88.99265899999999 42.496024999999996, -89.01166603513579 42.496081094639095, -89.013667 42.496086999999996, -89.013804 42.496097, -89.042898 42.496255, -89.071141 42.496207999999996, -89.099012 42.496499, -89.11694899999999 42.49691, -89.12036499999999 42.496992, -89.12511099999999 42.496956999999995, -89.16490499999999 42.497347, -89.16672799999999 42.497256, -89.22627 42.497957, -89.228279 42.498047, -89.246972 42.498129999999996, -89.250759 42.497994, -89.26266774014029 42.4982488672741, -89.29089599999999 42.498853, -89.361561 42.500012, -89.3657987753767 42.5002603886239, -89.369096 42.770196999999996, -89.36912799999999 42.845036))"
Rock,WI,2021,59.75935828877005,51955,"Rock, WI",55105,"POLYGON ((-89.36912799999999 42.845036, -89.363019 42.845141, -89.250276 42.845912999999996, -89.013582 42.847629999999995, -88.95391 42.846106, -88.918672 42.846121, -88.777076 42.842694, -88.777137 42.834488, -88.778876 42.754753, -88.7764931385154 42.492023615741594, -88.786681 42.491983, -88.94039099999999 42.495045999999995, -88.943264 42.495114, -88.9925591348397 42.4960231581706, -88.99265899999999 42.496024999999996, -89.01166603513579 42.496081094639095, -89.013667 42.496086999999996, -89.013804 42.496097, -89.042898 42.496255, -89.071141 42.496207999999996, -89.099012 42.496499, -89.11694899999999 42.49691, -89.12036499999999 42.496992, -89.12511099999999 42.496956999999995, -89.16490499999999 42.497347, -89.16672799999999 42.497256, -89.22627 42.497957, -89.228279 42.498047, -89.246972 42.498129999999996, -89.250759 42.497994, -89.26266774014029 42.4982488672741, -89.29089599999999 42.498853, -89.361561 42.500012, -89.3657987753767 42.5002603886239, -89.369096 42.770196999999996, -89.36912799999999 42.845036))"
Rock,WI,2022,59.61882072662299,52517,"Rock, WI",55105,"POLYGON ((-89.36912799999999 42.845036, -89.363019 42.845141, -89.250276 42.845912999999996, -89.013582 42.847629999999995, -88.95391 42.846106, -88.918672 42.846121, -88.777076 42.842694, -88.777137 42.834488, -88.778876 42.754753, -88.7764931385154 42.492023615741594, -88.786681 42.491983, -88.94039099999999 42.495045999999995, -88.943264 42.495114, -88.9925591348397 42.4960231581706, -88.99265899999999 42.496024999999996, -89.01166603513579 42.496081094639095, -89.013667 42.496086999999996, -89.013804 42.496097, -89.042898 42.496255, -89.071141 42.496207999999996, -89.099012 42.496499, -89.11694899999999 42.49691, -89.12036499999999 42.496992, -89.12511099999999 42.496956999999995, -89.16490499999999 42.497347, -89.16672799999999 42.497256, -89.22627 42.497957, -89.228279 42.498047, -89.246972 42.498129999999996, -89.250759 42.497994, -89.26266774014029 42.4982488672741, -89.29089599999999 42.498853, -89.361561 42.500012, -89.3657987753767 42.5002603886239, -89.369096 42.770196999999996, -89.36912799999999 42.845036))"
Franklin,MA,2019,,55705,"Franklin, MA",25011,"POLYGON ((-73.0230149955487 42.7411352241426, -73.022903 42.741133, -72.930260821819 42.7391604699702, -72.8827924320332 42.7381497767184, -72.809113 42.736581, -72.7910764312897 42.7360805358152, -72.68617347799702 42.733169773139196, -72.5167111827822 42.72846766982919, -72.458519 42.726853, -72.4511957433251 42.726631390482694, -72.41203323742229 42.725446291500695, -72.326282472606 42.7228513823716, -72.285954 42.721630999999995, -72.28303287565089 42.72155870837909, -72.271884 42.674417999999996, -72.22948 42.662666, -72.224932 42.638937, -72.227752 42.615867, -72.254745 42.611613999999996, -72.26706399999999 42.600812999999995, -72.261333 42.575922, -72.276434 42.577374, -72.269111 42.533425, -72.244868 42.513439, -72.291288 42.479524999999995, -72.283408 42.441196, -72.313572 42.406639999999996, -72.311069 42.372234, -72.314253 42.343688, -72.35037299999999 42.304168, -72.355942 42.303401, -72.351202 42.335347, -72.355396 42.340678, -72.356465 42.366273, -72.375022 42.420819, -72.483696 42.407481, -72.489891 42.433816, -72.54419899999999 42.42715, -72.581143 42.422581, -72.586535 42.422934999999995, -72.669138 42.409711, -72.704392 42.40555, -72.70087699999999 42.45292, -72.757758 42.445882999999995, -72.77332899999999 42.466781999999995, -72.87113599999999 42.484041, -72.87684899999999 42.541197, -72.975409 42.556036999999996, -72.951039 42.641006, -72.954854 42.66579, -72.97579 42.660841, -72.995609 42.673311999999996, -72.954353 42.690276, -72.948758 42.704091999999996, -73.023709 42.70269, -73.0230149955487 42.7411352241426))"
Franklin,MA,2020,,60460,"Franklin, MA",25011,"POLYGON ((-73.0230149955487 42.7411352241426, -73.022903 42.741133, -72.930260821819 42.7391604699702, -72.8827924320332 42.7381497767184, -72.809113 42.736581, -72.7910764312897 42.7360805358152, -72.68617347799702 42.733169773139196, -72.5167111827822 42.72846766982919, -72.458519 42.726853, -72.4511957433251 42.726631390482694, -72.41203323742229 42.725446291500695, -72.326282472606 42.7228513823716, -72.285954 42.721630999999995, -72.28303287565089 42.72155870837909, -72.271884 42.674417999999996, -72.22948 42.662666, -72.224932 42.638937, -72.227752 42.615867, -72.254745 42.611613999999996, -72.26706399999999 42.600812999999995, -72.261333 42.575922, -72.276434 42.577374, -72.269111 42.533425, -72.244868 42.513439, -72.291288 42.479524999999995, -72.283408 42.441196, -72.313572 42.406639999999996, -72.311069 42.372234, -72.314253 42.343688, -72.35037299999999 42.304168, -72.355942 42.303401, -72.351202 42.335347, -72.355396 42.340678, -72.356465 42.366273, -72.375022 42.420819, -72.483696 42.407481, -72.489891 42.433816, -72.54419899999999 42.42715, -72.581143 42.422581, -72.586535 42.422934999999995, -72.669138 42.409711, -72.704392 42.40555, -72.70087699999999 42.45292, -72.757758 42.445882999999995, -72.77332899999999 42.466781999999995, -72.87113599999999 42.484041, -72.87684899999999 42.541197, -72.975409 42.556036999999996, -72.951039 42.641006, -72.954854 42.66579, -72.97579 42.660841, -72.995609 42.673311999999996, -72.954353 42.690276, -72.948758 42.704091999999996, -73.023709 42.70269, -73.0230149955487 42.7411352241426))"
Franklin,MA,2021,,62928,"Franklin, MA",25011,"POLYGON ((-73.0230149955487 42.7411352241426, -73.022903 42.741133, -72.930260821819 42.7391604699702, -72.8827924320332 42.7381497767184, -72.809113 42.736581, -72.7910764312897 42.7360805358152, -72.68617347799702 42.733169773139196, -72.5167111827822 42.72846766982919, -72.458519 42.726853, -72.4511957433251 42.726631390482694, -72.41203323742229 42.725446291500695, -72.326282472606 42.7228513823716, -72.285954 42.721630999999995, -72.28303287565089 42.72155870837909, -72.271884 42.674417999999996, -72.22948 42.662666, -72.224932 42.638937, -72.227752 42.615867, -72.254745 42.611613999999996, -72.26706399999999 42.600812999999995, -72.261333 42.575922, -72.276434 42.577374, -72.269111 42.533425, -72.244868 42.513439, -72.291288 42.479524999999995, -72.283408 42.441196, -72.313572 42.406639999999996, -72.311069 42.372234, -72.314253 42.343688, -72.35037299999999 42.304168, -72.355942 42.303401, -72.351202 42.335347, -72.355396 42.340678, -72.356465 42.366273, -72.375022 42.420819, -72.483696 42.407481, -72.489891 42.433816, -72.54419899999999 42.42715, -72.581143 42.422581, -72.586535 42.422934999999995, -72.669138 42.409711, -72.704392 42.40555, -72.70087699999999 42.45292, -72.757758 42.445882999999995, -72.77332899999999 42.466781999999995, -72.87113599999999 42.484041, -72.87684899999999 42.541197, -72.975409 42.556036999999996, -72.951039 42.641006, -72.954854 42.66579, -72.97579 42.660841, -72.995609 42.673311999999996, -72.954353 42.690276, -72.948758 42.704091999999996, -73.023709 42.70269, -73.0230149955487 42.7411352241426))"
Franklin,MA,2022,,62944,"Franklin, MA",25011,"POLYGON ((-73.0230149955487 42.7411352241426, -73.022903 42.741133, -72.930260821819 42.7391604699702, -72.8827924320332 42.7381497767184, -72.809113 42.736581, -72.7910764312897 42.7360805358152, -72.68617347799702 42.733169773139196, -72.5167111827822 42.72846766982919, -72.458519 42.726853, -72.4511957433251 42.726631390482694, -72.41203323742229 42.725446291500695, -72.326282472606 42.7228513823716, -72.285954 42.721630999999995, -72.28303287565089 42.72155870837909, -72.271884 42.674417999999996, -72.22948 42.662666, -72.224932 42.638937, -72.227752 42.615867, -72.254745 42.611613999999996, -72.26706399999999 42.600812999999995, -72.261333 42.575922, -72.276434 42.577374, -72.269111 42.533425, -72.244868 42.513439, -72.291288 42.479524999999995, -72.283408 42.441196, -72.313572 42.406639999999996, -72.311069 42.372234, -72.314253 42.343688, -72.35037299999999 42.304168, -72.355942 42.303401, -72.351202 42.335347, -72.355396 42.340678, -72.356465 42.366273, -72.375022 42.420819, -72.483696 42.407481, -72.489891 42.433816, -72.54419899999999 42.42715, -72.581143 42.422581, -72.586535 42.422934999999995, -72.669138 42.409711, -72.704392 42.40555, -72.70087699999999 42.45292, -72.757758 42.445882999999995, -72.77332899999999 42.466781999999995, -72.87113599999999 42.484041, -72.87684899999999 42.541197, -72.975409 42.556036999999996, -72.951039 42.641006, -72.954854 42.66579, -72.97579 42.660841, -72.995609 42.673311999999996, -72.954353 42.690276, -72.948758 42.704091999999996, -73.023709 42.70269, -73.0230149955487 42.7411352241426))"
Rockdale,GA,2019,50.2606882168926,35475,"Rockdale, GA",13247,"POLYGON ((-84.18414299999999 33.646156999999995, -84.169986 33.639292999999995, -84.150581 33.638577, -84.12921999999999 33.63137, -84.115791 33.614666, -84.104334 33.636025, -84.07448 33.692609, -84.074409 33.692743, -84.06311 33.714127, -84.056614 33.726608, -84.023713 33.752808, -84.01879 33.756625, -83.982033 33.786054, -83.915623 33.744702, -83.914823 33.744203, -83.913499 33.712207, -83.925054 33.710515, -83.920548 33.691899, -83.931268 33.651258999999996, -83.931597 33.650862, -83.951645 33.628772999999995, -83.974921 33.602979999999995, -83.988648 33.587748, -84.010452 33.563564, -84.01462 33.559028999999995, -84.032117 33.539408, -84.044493 33.525776, -84.04972 33.541081, -84.08058299999999 33.554535, -84.097471 33.560009, -84.124585 33.561133, -84.171495 33.619954, -84.181584 33.629174, -84.18414299999999 33.646156999999995))"
Rockdale,GA,2020,51.94029850746269,38989,"Rockdale, GA",13247,"POLYGON ((-84.18414299999999 33.646156999999995, -84.169986 33.639292999999995, -84.150581 33.638577, -84.12921999999999 33.63137, -84.115791 33.614666, -84.104334 33.636025, -84.07448 33.692609, -84.074409 33.692743, -84.06311 33.714127, -84.056614 33.726608, -84.023713 33.752808, -84.01879 33.756625, -83.982033 33.786054, -83.915623 33.744702, -83.914823 33.744203, -83.913499 33.712207, -83.925054 33.710515, -83.920548 33.691899, -83.931268 33.651258999999996, -83.931597 33.650862, -83.951645 33.628772999999995, -83.974921 33.602979999999995, -83.988648 33.587748, -84.010452 33.563564, -84.01462 33.559028999999995, -84.032117 33.539408, -84.044493 33.525776, -84.04972 33.541081, -84.08058299999999 33.554535, -84.097471 33.560009, -84.124585 33.561133, -84.171495 33.619954, -84.181584 33.629174, -84.18414299999999 33.646156999999995))"
Rockdale,GA,2021,44.44444444444444,41988,"Rockdale, GA",13247,"POLYGON ((-84.18414299999999 33.646156999999995, -84.169986 33.639292999999995, -84.150581 33.638577, -84.12921999999999 33.63137, -84.115791 33.614666, -84.104334 33.636025, -84.07448 33.692609, -84.074409 33.692743, -84.06311 33.714127, -84.056614 33.726608, -84.023713 33.752808, -84.01879 33.756625, -83.982033 33.786054, -83.915623 33.744702, -83.914823 33.744203, -83.913499 33.712207, -83.925054 33.710515, -83.920548 33.691899, -83.931268 33.651258999999996, -83.931597 33.650862, -83.951645 33.628772999999995, -83.974921 33.602979999999995, -83.988648 33.587748, -84.010452 33.563564, -84.01462 33.559028999999995, -84.032117 33.539408, -84.044493 33.525776, -84.04972 33.541081, -84.08058299999999 33.554535, -84.097471 33.560009, -84.124585 33.561133, -84.171495 33.619954, -84.181584 33.629174, -84.18414299999999 33.646156999999995))"
Rockdale,GA,2022,50.30959752321982,41230,"Rockdale, GA",13247,"POLYGON ((-84.18414299999999 33.646156999999995, -84.169986 33.639292999999995, -84.150581 33.638577, -84.12921999999999 33.63137, -84.115791 33.614666, -84.104334 33.636025, -84.07448 33.692609, -84.074409 33.692743, -84.06311 33.714127, -84.056614 33.726608, -84.023713 33.752808, -84.01879 33.756625, -83.982033 33.786054, -83.915623 33.744702, -83.914823 33.744203, -83.913499 33.712207, -83.925054 33.710515, -83.920548 33.691899, -83.931268 33.651258999999996, -83.931597 33.650862, -83.951645 33.628772999999995, -83.974921 33.602979999999995, -83.988648 33.587748, -84.010452 33.563564, -84.01462 33.559028999999995, -84.032117 33.539408, -84.044493 33.525776, -84.04972 33.541081, -84.08058299999999 33.554535, -84.097471 33.560009, -84.124585 33.561133, -84.171495 33.619954, -84.181584 33.629174, -84.18414299999999 33.646156999999995))"
Irwin,GA,2019,,34367,"Irwin, GA",13155,"POLYGON ((-83.50070199999999 31.593989999999998, -83.491647 31.61941, -83.49067199999999 31.696092999999998, -83.46063699999999 31.69539, -83.452972 31.7082, -83.46663699999999 31.741805999999997, -83.453634 31.757861, -83.370272 31.757056, -83.369642 31.769651, -83.339664 31.769551999999997, -83.339868 31.756598999999998, -83.325296 31.756584, -83.325617 31.680602999999998, -83.265636 31.679858999999997, -83.266363 31.654203, -83.177218 31.651691, -83.17637599999999 31.678382, -82.99835999999999 31.673164, -82.99879399999999 31.660466999999997, -83.01342 31.660801, -83.014174 31.635714999999998, -83.029361 31.636184999999998, -83.030189 31.623687999999998, -83.04442399999999 31.62416, -83.044848 31.610805, -83.058807 31.611212, -83.060119 31.565209999999997, -83.083514 31.516106999999998, -83.09673099999999 31.506193, -83.11166 31.478229, -83.119817 31.473677, -83.14558699999999 31.472275999999997, -83.338728 31.475990999999997, -83.34527 31.476314, -83.376785 31.482248, -83.39726 31.531623999999997, -83.420699 31.553566999999997, -83.47093 31.555957, -83.47082499999999 31.569391, -83.500951 31.570117, -83.50070199999999 31.593989999999998))"
Irwin,GA,2020,,37537,"Irwin, GA",13155,"POLYGON ((-83.50070199999999 31.593989999999998, -83.491647 31.61941, -83.49067199999999 31.696092999999998, -83.46063699999999 31.69539, -83.452972 31.7082, -83.46663699999999 31.741805999999997, -83.453634 31.757861, -83.370272 31.757056, -83.369642 31.769651, -83.339664 31.769551999999997, -83.339868 31.756598999999998, -83.325296 31.756584, -83.325617 31.680602999999998, -83.265636 31.679858999999997, -83.266363 31.654203, -83.177218 31.651691, -83.17637599999999 31.678382, -82.99835999999999 31.673164, -82.99879399999999 31.660466999999997, -83.01342 31.660801, -83.014174 31.635714999999998, -83.029361 31.636184999999998, -83.030189 31.623687999999998, -83.04442399999999 31.62416, -83.044848 31.610805, -83.058807 31.611212, -83.060119 31.565209999999997, -83.083514 31.516106999999998, -83.09673099999999 31.506193, -83.11166 31.478229, -83.119817 31.473677, -83.14558699999999 31.472275999999997, -83.338728 31.475990999999997, -83.34527 31.476314, -83.376785 31.482248, -83.39726 31.531623999999997, -83.420699 31.553566999999997, -83.47093 31.555957, -83.47082499999999 31.569391, -83.500951 31.570117, -83.50070199999999 31.593989999999998))"
Irwin,GA,2021,,42407,"Irwin, GA",13155,"POLYGON ((-83.50070199999999 31.593989999999998, -83.491647 31.61941, -83.49067199999999 31.696092999999998, -83.46063699999999 31.69539, -83.452972 31.7082, -83.46663699999999 31.741805999999997, -83.453634 31.757861, -83.370272 31.757056, -83.369642 31.769651, -83.339664 31.769551999999997, -83.339868 31.756598999999998, -83.325296 31.756584, -83.325617 31.680602999999998, -83.265636 31.679858999999997, -83.266363 31.654203, -83.177218 31.651691, -83.17637599999999 31.678382, -82.99835999999999 31.673164, -82.99879399999999 31.660466999999997, -83.01342 31.660801, -83.014174 31.635714999999998, -83.029361 31.636184999999998, -83.030189 31.623687999999998, -83.04442399999999 31.62416, -83.044848 31.610805, -83.058807 31.611212, -83.060119 31.565209999999997, -83.083514 31.516106999999998, -83.09673099999999 31.506193, -83.11166 31.478229, -83.119817 31.473677, -83.14558699999999 31.472275999999997, -83.338728 31.475990999999997, -83.34527 31.476314, -83.376785 31.482248, -83.39726 31.531623999999997, -83.420699 31.553566999999997, -83.47093 31.555957, -83.47082499999999 31.569391, -83.500951 31.570117, -83.50070199999999 31.593989999999998))"
Irwin,GA,2022,,42351,"Irwin, GA",13155,"POLYGON ((-83.50070199999999 31.593989999999998, -83.491647 31.61941, -83.49067199999999 31.696092999999998, -83.46063699999999 31.69539, -83.452972 31.7082, -83.46663699999999 31.741805999999997, -83.453634 31.757861, -83.370272 31.757056, -83.369642 31.769651, -83.339664 31.769551999999997, -83.339868 31.756598999999998, -83.325296 31.756584, -83.325617 31.680602999999998, -83.265636 31.679858999999997, -83.266363 31.654203, -83.177218 31.651691, -83.17637599999999 31.678382, -82.99835999999999 31.673164, -82.99879399999999 31.660466999999997, -83.01342 31.660801, -83.014174 31.635714999999998, -83.029361 31.636184999999998, -83.030189 31.623687999999998, -83.04442399999999 31.62416, -83.044848 31.610805, -83.058807 31.611212, -83.060119 31.565209999999997, -83.083514 31.516106999999998, -83.09673099999999 31.506193, -83.11166 31.478229, -83.119817 31.473677, -83.14558699999999 31.472275999999997, -83.338728 31.475990999999997, -83.34527 31.476314, -83.376785 31.482248, -83.39726 31.531623999999997, -83.420699 31.553566999999997, -83.47093 31.555957, -83.47082499999999 31.569391, -83.500951 31.570117, -83.50070199999999 31.593989999999998))"
Stephens,GA,2019,54.929577464788736,36224,"Stephens, GA",13257,"POLYGON ((-83.45976999999999 34.481142, -83.365044 34.675308, -83.33933481518201 34.686666100517996, -83.339029 34.683807, -83.33869 34.682002, -83.336207 34.680534, -83.33028399999999 34.681342, -83.325336 34.679517, -83.321463 34.677543, -83.31944 34.675974, -83.318524 34.674773, -83.316401 34.669315999999995, -83.314394 34.668943999999996, -83.308917 34.670273, -83.30464099999999 34.669561, -83.30147699999999 34.666582, -83.300848 34.66247, -83.292883 34.654196, -83.286583 34.650895999999996, -83.27796 34.644853, -83.271982 34.641895999999996, -83.262282 34.640296, -83.255281 34.637696, -83.24828099999999 34.631696, -83.244581 34.626297, -83.240669 34.624507, -83.240676 34.624307, -83.243381 34.617996999999995, -83.23178 34.611297, -83.221402 34.609947, -83.211598 34.610904999999995, -83.19977899999999 34.608398, -83.196979 34.605998, -83.179439 34.608019999999996, -83.173428 34.607161999999995, -83.169994 34.605444, -83.169572 34.603866, -83.169994 34.60201, -83.17097799999999 34.598797999999995, -83.170278 34.592397999999996, -83.168278 34.590998, -83.154577 34.588198, -83.152577 34.578299, -83.139876 34.567999, -83.12967599999999 34.561699, -83.12717599999999 34.561999, -83.122901 34.560128999999996, -83.10398699999999 34.540166, -83.10356281094009 34.536630219427096, -83.177838 34.477017, -83.373054 34.470216, -83.39839599999999 34.460882999999995, -83.413586 34.468014, -83.45976999999999 34.481142))"
Stephens,GA,2020,44.24778761061947,39309,"Stephens, GA",13257,"POLYGON ((-83.45976999999999 34.481142, -83.365044 34.675308, -83.33933481518201 34.686666100517996, -83.339029 34.683807, -83.33869 34.682002, -83.336207 34.680534, -83.33028399999999 34.681342, -83.325336 34.679517, -83.321463 34.677543, -83.31944 34.675974, -83.318524 34.674773, -83.316401 34.669315999999995, -83.314394 34.668943999999996, -83.308917 34.670273, -83.30464099999999 34.669561, -83.30147699999999 34.666582, -83.300848 34.66247, -83.292883 34.654196, -83.286583 34.650895999999996, -83.27796 34.644853, -83.271982 34.641895999999996, -83.262282 34.640296, -83.255281 34.637696, -83.24828099999999 34.631696, -83.244581 34.626297, -83.240669 34.624507, -83.240676 34.624307, -83.243381 34.617996999999995, -83.23178 34.611297, -83.221402 34.609947, -83.211598 34.610904999999995, -83.19977899999999 34.608398, -83.196979 34.605998, -83.179439 34.608019999999996, -83.173428 34.607161999999995, -83.169994 34.605444, -83.169572 34.603866, -83.169994 34.60201, -83.17097799999999 34.598797999999995, -83.170278 34.592397999999996, -83.168278 34.590998, -83.154577 34.588198, -83.152577 34.578299, -83.139876 34.567999, -83.12967599999999 34.561699, -83.12717599999999 34.561999, -83.122901 34.560128999999996, -83.10398699999999 34.540166, -83.10356281094009 34.536630219427096, -83.177838 34.477017, -83.373054 34.470216, -83.39839599999999 34.460882999999995, -83.413586 34.468014, -83.45976999999999 34.481142))"
Stephens,GA,2021,44.21052631578947,43679,"Stephens, GA",13257,"POLYGON ((-83.45976999999999 34.481142, -83.365044 34.675308, -83.33933481518201 34.686666100517996, -83.339029 34.683807, -83.33869 34.682002, -83.336207 34.680534, -83.33028399999999 34.681342, -83.325336 34.679517, -83.321463 34.677543, -83.31944 34.675974, -83.318524 34.674773, -83.316401 34.669315999999995, -83.314394 34.668943999999996, -83.308917 34.670273, -83.30464099999999 34.669561, -83.30147699999999 34.666582, -83.300848 34.66247, -83.292883 34.654196, -83.286583 34.650895999999996, -83.27796 34.644853, -83.271982 34.641895999999996, -83.262282 34.640296, -83.255281 34.637696, -83.24828099999999 34.631696, -83.244581 34.626297, -83.240669 34.624507, -83.240676 34.624307, -83.243381 34.617996999999995, -83.23178 34.611297, -83.221402 34.609947, -83.211598 34.610904999999995, -83.19977899999999 34.608398, -83.196979 34.605998, -83.179439 34.608019999999996, -83.173428 34.607161999999995, -83.169994 34.605444, -83.169572 34.603866, -83.169994 34.60201, -83.17097799999999 34.598797999999995, -83.170278 34.592397999999996, -83.168278 34.590998, -83.154577 34.588198, -83.152577 34.578299, -83.139876 34.567999, -83.12967599999999 34.561699, -83.12717599999999 34.561999, -83.122901 34.560128999999996, -83.10398699999999 34.540166, -83.10356281094009 34.536630219427096, -83.177838 34.477017, -83.373054 34.470216, -83.39839599999999 34.460882999999995, -83.413586 34.468014, -83.45976999999999 34.481142))"
Stephens,GA,2022,58.333333333333336,44891,"Stephens, GA",13257,"POLYGON ((-83.45976999999999 34.481142, -83.365044 34.675308, -83.33933481518201 34.686666100517996, -83.339029 34.683807, -83.33869 34.682002, -83.336207 34.680534, -83.33028399999999 34.681342, -83.325336 34.679517, -83.321463 34.677543, -83.31944 34.675974, -83.318524 34.674773, -83.316401 34.669315999999995, -83.314394 34.668943999999996, -83.308917 34.670273, -83.30464099999999 34.669561, -83.30147699999999 34.666582, -83.300848 34.66247, -83.292883 34.654196, -83.286583 34.650895999999996, -83.27796 34.644853, -83.271982 34.641895999999996, -83.262282 34.640296, -83.255281 34.637696, -83.24828099999999 34.631696, -83.244581 34.626297, -83.240669 34.624507, -83.240676 34.624307, -83.243381 34.617996999999995, -83.23178 34.611297, -83.221402 34.609947, -83.211598 34.610904999999995, -83.19977899999999 34.608398, -83.196979 34.605998, -83.179439 34.608019999999996, -83.173428 34.607161999999995, -83.169994 34.605444, -83.169572 34.603866, -83.169994 34.60201, -83.17097799999999 34.598797999999995, -83.170278 34.592397999999996, -83.168278 34.590998, -83.154577 34.588198, -83.152577 34.578299, -83.139876 34.567999, -83.12967599999999 34.561699, -83.12717599999999 34.561999, -83.122901 34.560128999999996, -83.10398699999999 34.540166, -83.10356281094009 34.536630219427096, -83.177838 34.477017, -83.373054 34.470216, -83.39839599999999 34.460882999999995, -83.413586 34.468014, -83.45976999999999 34.481142))"
Whitfield,GA,2019,56.271777003484324,40193,"Whitfield, GA",13313,"POLYGON ((-85.144789 34.767638999999996, -85.13175 34.819677999999996, -85.12275 34.812078, -85.10534899999999 34.819178, -85.06164799999999 34.819478, -85.061647 34.863576, -85.032727 34.863731, -85.023299 34.871131, -85.019864 34.900787, -85.013864 34.901522, -84.997874 34.940207, -84.99743199999999 34.972435, -84.979661 34.972755, -84.97986 34.987646999999996, -84.9769733744412 34.9876687952914, -84.955623 34.987829999999995, -84.94442 34.987864, -84.939306 34.987916, -84.861314 34.987791, -84.858032 34.987746, -84.83179899999999 34.988004, -84.82401 34.987707, -84.820478 34.987913, -84.817279 34.987753, -84.81074199999999 34.987615, -84.8104769358134 34.9876071739714, -84.81374799999999 34.971869999999996, -84.835207 34.942833, -84.842705 34.918126, -84.82407599999999 34.901465, -84.833321 34.897293999999995, -84.818715 34.87695, -84.82552 34.861740999999995, -84.84266099999999 34.860535, -84.848946 34.831744, -84.862932 34.814105, -84.859398 34.807148999999995, -84.838079 34.800903, -84.86275499999999 34.784338999999996, -84.87420999999999 34.78906, -84.867931 34.759642, -84.854118 34.748792, -84.85748799999999 34.736598, -84.872168 34.731854999999996, -84.856133 34.724512, -84.86494499999999 34.707356, -84.882926 34.714732, -84.890481 34.705191, -84.924909 34.715970999999996, -84.933722 34.706799, -84.88817499999999 34.678387, -84.888314 34.668726, -84.901777 34.665639, -84.91037299999999 34.681363, -84.929707 34.675936, -84.944512 34.679454, -84.92698999999999 34.665662, -84.913456 34.634128, -84.926119 34.616164, -85.050448 34.615983, -85.050446 34.622482, -85.05084699999999 34.71998, -85.090009 34.720113999999995, -85.16885099999999 34.720279, -85.144789 34.767638999999996))"
Whitfield,GA,2020,55.27210884353742,42967,"Whitfield, GA",13313,"POLYGON ((-85.144789 34.767638999999996, -85.13175 34.819677999999996, -85.12275 34.812078, -85.10534899999999 34.819178, -85.06164799999999 34.819478, -85.061647 34.863576, -85.032727 34.863731, -85.023299 34.871131, -85.019864 34.900787, -85.013864 34.901522, -84.997874 34.940207, -84.99743199999999 34.972435, -84.979661 34.972755, -84.97986 34.987646999999996, -84.9769733744412 34.9876687952914, -84.955623 34.987829999999995, -84.94442 34.987864, -84.939306 34.987916, -84.861314 34.987791, -84.858032 34.987746, -84.83179899999999 34.988004, -84.82401 34.987707, -84.820478 34.987913, -84.817279 34.987753, -84.81074199999999 34.987615, -84.8104769358134 34.9876071739714, -84.81374799999999 34.971869999999996, -84.835207 34.942833, -84.842705 34.918126, -84.82407599999999 34.901465, -84.833321 34.897293999999995, -84.818715 34.87695, -84.82552 34.861740999999995, -84.84266099999999 34.860535, -84.848946 34.831744, -84.862932 34.814105, -84.859398 34.807148999999995, -84.838079 34.800903, -84.86275499999999 34.784338999999996, -84.87420999999999 34.78906, -84.867931 34.759642, -84.854118 34.748792, -84.85748799999999 34.736598, -84.872168 34.731854999999996, -84.856133 34.724512, -84.86494499999999 34.707356, -84.882926 34.714732, -84.890481 34.705191, -84.924909 34.715970999999996, -84.933722 34.706799, -84.88817499999999 34.678387, -84.888314 34.668726, -84.901777 34.665639, -84.91037299999999 34.681363, -84.929707 34.675936, -84.944512 34.679454, -84.92698999999999 34.665662, -84.913456 34.634128, -84.926119 34.616164, -85.050448 34.615983, -85.050446 34.622482, -85.05084699999999 34.71998, -85.090009 34.720113999999995, -85.16885099999999 34.720279, -85.144789 34.767638999999996))"
